ID,,Geography,,,Districts,,,MyCampaign,,DVC Universe,,Expected Vote,,Turf Assignment,
VAN Precinct ID,DNC Precinct ID,State,County,Precinct Name,CD,SD,HD,Historic Vols,Total MyC,Mid Support DVC,High Support DVC,Exp Vote,Exp Dem,Region,Organizer
347760,1001140,GA,Chatham,8-05c,1,2,163,3,23,58,673,488.3383,424.6009642,,
347761,1001141,GA,Chatham,8-06c,1,2,163,2,15,44,440,412.9678,365.7168377,,
347763,1001143,GA,Chatham,8-08c,1,2,165,4,39,49,1065,905.7926,808.9584218,,
347764,1001144,GA,Chatham,8-09c,1,2,165,1,18,32,646,530.9914,477.0503284,,
1701154,652731,GA,Chatham,8-10c,1,2,163,4,44,27,757,716.9082,653.169638,,
347753,592454,GA,Chatham,8-11c,1,2,163,6,37,25,645,765.61,698.8096493,,
347754,660743,GA,Chatham,8-12c,1,2,163,5,25,162,873,663.3935,527.6901334,,
347757,636999,GA,Chatham,8-15c,1,2,163,2,26,53,671,632.2512,536.9513274,,
2012658,1082302,GA,Chatham,8-16c,1,4,161,10,68,567,1184,1808.98,1037.594173,,
2041350,1092720,GA,Chatham,8-17c,1,2,161,10,74,530,1305,1480.4023,968.5138392,,
2041351,1092721,GA,Chatham,8-18c,1,2,161,5,21,277,622,525.1513,343.5271869,,
347765,680375,GA,Chattahoochee,1,2,15,151,4,21,362,560,1270.9607,554.339143,,
347769,660804,GA,Chattooga,1484,14,53,12,2,8,106,106,952.0443,181.5312496,,
347770,614103,GA,Chattooga,870,14,53,12,,6,229,211,2614.0146,408.0452721,,
347771,717385,GA,Chattooga,925,14,53,12,1,11,334,493,2734.6244,630.5822792,,
347773,592458,GA,Chattooga,940,14,53,12,,2,83,67,1055.7916,162.3351493,,
347776,672050,GA,Chattooga,968,14,53,12,2,8,93,65,875.1249,152.2042583,,
347779,650467,GA,Cherokee,1,11,56,21,3,33,325,372,2141.0711,751.3984288,,
347790,680405,GA,Cherokee,2,11,56,21,9,42,334,450,3407.3573,994.599081,,
347801,695812,GA,Cherokee,3,7,21,21,9,30,245,345,3121.9777,778.3923267,,
347812,663581,GA,Cherokee,4,7,21,11,3,17,165,217,3124.6131,613.9926342,,
347818,694152,GA,Cherokee,5,11,32,20,14,50,311,477,2692.9409,848.2041969,,
347819,616281,GA,Cherokee,6,11,32,22,15,91,810,1489,3727.89,1665.122566,,
347820,616252,GA,Cherokee,7,11,32,20,14,53,381,518,2614.8551,912.4368388,,
347821,614107,GA,Cherokee,8,11,21,21,21,40,266,386,3109.1812,837.6584961,,
347822,628629,GA,Cherokee,9,11,32,20,17,48,334,466,3431.5046,932.4234781,,
347780,594564,GA,Cherokee,10,11,21,23,9,65,657,1101,5634.132,1782.777247,,
347781,695780,GA,Cherokee,11,11,32,20,9,57,596,1126,2837.406,1206.615725,,
1701157,620519,GA,Cherokee,12,11,56,44,10,93,763,1288,5003.0049,1838.629875,,
347783,694169,GA,Cherokee,13,11,21,23,7,48,436,669,4689.3523,1227.820182,,
347784,616227,GA,Cherokee,14,7,21,11,2,2,34,38,761.1181,114.7340753,,
347785,652706,GA,Cherokee,15,11,32,20,8,27,302,453,1946.7562,697.3220021,,
347786,614119,GA,Cherokee,16,11,32,20,13,64,533,973,3157.618,1224.72376,,
347788,626536,GA,Cherokee,18,7,21,47,10,49,287,356,4161.9665,968.0534025,,
347789,632943,GA,Cherokee,19,11,21,21,22,75,697,978,5821.7461,1840.365573,,
347791,632968,GA,Cherokee,20,7,21,23,9,30,182,221,2942.1807,634.2585328,,
347792,648429,GA,Cherokee,21,11,32,20,7,37,204,279,2125.0719,618.0944581,,
347793,614025,GA,Cherokee,22,11,56,21,4,25,295,477,1960.4614,580.6628277,,
347794,594557,GA,Cherokee,23,11,32,22,14,60,621,1200,3559.9406,1320.707799,,
347795,689749,GA,Cherokee,24,11,32,20,8,58,755,1348,4791.9393,1718.927883,,
347797,632933,GA,Cherokee,26,11,56,46,18,98,942,1228,5567.3904,2133.874029,,
347798,648437,GA,Cherokee,27,7,21,23,1,29,287,434,3681.0464,900.7164721,,
347799,620497,GA,Cherokee,28,7,21,21,3,37,203,280,2294.7947,606.6236157,,
347800,663548,GA,Cherokee,29,11,32,22,11,39,281,509,2200.5306,720.5081713,,
347802,679653,GA,Cherokee,30,11,21,14,2,8,135,140,2632.4292,454.3775367,,
347803,628671,GA,Cherokee,31,11,21,23,6,19,169,303,1241.1108,375.2284176,,
347804,650509,GA,Cherokee,32,11,32,20,11,35,318,353,2426.0084,774.2133826,,
347805,648435,GA,Cherokee,33,11,21,14,,3,31,35,517.7868,86.90727331,,
347806,636960,GA,Cherokee,34,11,32,20,7,30,170,240,2244.6113,588.5681015,,
347807,614123,GA,Cherokee,35,11,32,22,2,17,102,123,1863.9578,361.7385633,,
347808,650520,GA,Cherokee,36,11,21,23,19,77,577,847,5188.4292,1480.656372,,
347809,682667,GA,Cherokee,37,11,56,21,9,63,658,958,4396.2893,1457.532866,,
347810,665722,GA,Cherokee,38,7,21,21,9,25,213,266,3217.4912,726.7606394,,
347811,684366,GA,Cherokee,39,11,21,23,10,43,292,453,3797.648,895.6122055,,
347813,614100,GA,Cherokee,40,11,32,22,7,31,181,290,1874.6328,537.3451753,,
347814,620572,GA,Cherokee,41,11,21,14,11,43,155,214,2585.806,619.0192742,,
347815,689756,GA,Cherokee,42,11,56,21,2,22,213,291,2053.9687,556.652939,,
347816,592418,GA,Cherokee,43,11,56,46,2,52,421,544,2214.7015,878.7890278,,
347817,680396,GA,Cherokee,44,11,56,44,15,83,944,1286,4722.3818,1858.582124,,
347823,620580,GA,Clarke,01a,10,47,124,18,53,350,782,1587.1384,1008.131015,,
347824,628677,GA,Clarke,01b,10,47,124,14,64,326,871,1711.5271,1237.168887,,
347825,650489,GA,Clarke,01c,10,46,121,37,96,454,887,1803.608,1286.361158,,
347826,660719,GA,Clarke,01d,10,46,121,35,118,465,807,2501.3586,1628.008658,,
347827,694174,GA,Clarke,02a,10,47,122,9,54,292,1319,1555.9544,1203.208754,,
347828,614099,GA,Clarke,02b,10,47,122,20,64,306,1472,1389.14,1124.95817,,
2334219,1142965,GA,Clarke,02c,10,47,122,4,38,98,882,876.6668,776.7071704,,
347829,620520,GA,Clarke,03a,10,46,122,28,84,207,1121,1128.5094,872.8408194,,
347830,721758,GA,Clarke,03b,10,47,122,23,75,421,1832,1331.7646,1078.518198,,
347831,677500,GA,Clarke,04a,10,47,124,7,25,295,920,1213.8619,863.8094336,,
347832,657000,GA,Clarke,04b,10,46,121,25,66,454,1000,1489.0162,984.3455816,,
347833,652711,GA,Clarke,05a,10,47,120,25,97,373,1196,1984.7566,1549.16749,,
347834,630775,GA,Clarke,05b,10,47,122,25,87,383,925,1819.4539,1232.356143,,
347835,668709,GA,Clarke,05c,10,47,122,70,167,251,908,1778.9949,1488.183959,,
347836,586445,GA,Clarke,05d,10,47,122,16,75,396,1664,2192.5631,1594.279762,,
347837,668731,GA,Clarke,06a,10,46,120,12,81,467,1351,2419.088,1572.608981,,
347838,592449,GA,Clarke,06b,10,47,120,14,76,589,1067,2502.9549,1559.821995,,
347839,650545,GA,Clarke,06c,10,46,120,24,79,602,1093,2123.8331,1297.943069,,
347841,704526,GA,Clarke,07a,10,46,120,27,75,513,837,2000.5488,1247.087454,,
347842,626445,GA,Clarke,07b,10,46,120,28,91,450,979,1885.2007,1268.438509,,
347843,630809,GA,Clarke,07c,10,46,121,18,73,416,1180,1314.1787,940.4468455,,
347844,654817,GA,Clarke,08a,10,47,121,11,45,460,1357,1378.826,1020.331587,,
347845,709116,GA,Clarke,08b,10,47,124,12,43,243,791,1074.3602,809.6387481,,
347846,586393,GA,Clarke,08c,10,47,121,17,69,364,935,1572.3655,1117.446054,,
347849,657045,GA,Clay,1,2,12,154,,2,39,114,211.3835,91.06895115,,
347850,614120,GA,Clay,2,2,12,154,,7,40,155,194.9934,127.9983619,,
347851,594575,GA,Clay,3,2,12,154,,7,29,163,198.2558,143.1809627,,
347852,594605,GA,Clay,4,2,12,154,,1,38,146,255.1486,133.9085072,,
347853,721759,GA,Clay,5,2,12,154,,3,31,102,312.3102,128.9966653,,
347854,694130,GA,Clayton,Ew1,13,44,76,9,85,99,1492,1654.8849,1492.950883,,
2029401,1088193,GA,Clayton,Ew2,13,44,76,23,116,121,1444,1987.4277,1802.049303,,
347855,640830,GA,Clayton,Fp1,5,34,77,4,54,136,1282,1061.0403,867.9209037,,
347856,679626,GA,Clayton,Fp2,5,34,76,4,39,113,1156,1068.4559,909.156498,,
347857,626471,GA,Clayton,Fp3,5,34,77,1,38,163,1171,992.2089,797.3006142,,
347858,660725,GA,Clayton,Fp4,5,34,77,3,30,192,775,732.9034,533.3936872,,
347859,637003,GA,Clayton,Fp5,5,34,79,2,35,178,1597,1243.2584,1040.443465,,
347860,717436,GA,Clayton,Fp6,5,34,79,3,17,139,641,651.4693,490.3006647,,
347861,721760,GA,Clayton,Jb01,5,34,75,12,77,126,1365,1461.2988,1289.830764,,
347862,680382,GA,Clayton,Jb02,5,34,79,11,53,45,859,817.4092,743.15531,,
347863,679652,GA,Clayton,Jb03,13,17,75,7,27,117,488,590.0058,444.5787046,,
347864,618431,GA,Clayton,Jb04,13,34,75,2,34,64,939,824.7736,691.0466009,,
347865,642974,GA,Clayton,Jb05,13,17,74,7,43,85,828,955.8999,779.7887185,,
347866,657029,GA,Clayton,Jb06,13,17,78,12,86,254,850,1728.6558,1206.328733,,
347867,640762,GA,Clayton,Jb07,13,17,75,6,71,133,1315,1472.3339,1251.703728,,
347868,710817,GA,Clayton,Jb08,13,44,78,6,63,113,1707,1368.7676,1210.593841,,
347869,616232,GA,Clayton,Jb09,13,34,75,3,21,53,577,505.8154,416.7276835,,
347870,640735,GA,Clayton,Jb10,13,34,75,11,47,89,1315,1123.7969,970.3739424,,
347871,704532,GA,Clayton,Jb11,13,17,78,10,54,143,928,1311.5366,1086.269301,,
347872,684355,GA,Clayton,Jb12,5,34,77,7,53,55,1096,1186.6717,1068.009429,,
347873,626486,GA,Clayton,Jb13,13,17,75,6,62,83,1225,1273.3961,1090.019723,,
347874,652693,GA,Clayton,Jb14,13,17,74,18,127,325,1714,2405.8302,1933.41197,,
347875,679655,GA,Clayton,Jb15,5,34,79,4,31,77,1082,831.6189,708.5233683,,
347876,721746,GA,Clayton,Jb16,5,34,75,8,43,79,957,986.8903,852.8403434,,
347877,657070,GA,Clayton,Jb17,5,34,75,9,45,81,1304,1198.463,1065.819181,,
347878,668711,GA,Clayton,Jb18,5,17,75,8,63,127,1515,1399.7574,1206.236726,,
2029403,1088194,GA,Clayton,Jb19,5,34,75,8,66,109,1289,1331.3652,1186.970933,,
2280506,1134198,GA,Clayton,Jb20,5,34,79,9,55,63,1036,1038.5449,927.1447091,,
2280507,1134199,GA,Clayton,Jb21,13,17,75,14,92,109,1493,1534.6931,1362.176363,,
2280509,1134200,GA,Clayton,Jb22,13,17,78,6,39,76,638,746.1018,642.451941,,
347879,626453,GA,Clayton,Lc1,5,44,76,5,44,140,1422,1180.225,1006.087154,,
347880,663544,GA,Clayton,Lj1,13,17,75,17,120,196,2011,2188.6251,1897.440192,,
347881,654886,GA,Clayton,Lj2,13,17,74,12,68,120,1561,1443.191,1259.027855,,
347882,628675,GA,Clayton,Lj3,13,17,74,7,56,87,796,896.1493,756.1134484,,
347883,594592,GA,Clayton,Lj4,13,17,74,10,61,104,1173,1317.4517,1157.120559,,
347884,594573,GA,Clayton,Lj5,13,17,75,11,78,89,1445,1404.2001,1243.605557,,
2029404,1088195,GA,Clayton,Lj6,13,17,74,9,85,133,2054,1931.8998,1709.252283,,
2029408,1088196,GA,Clayton,Lj7,13,17,74,10,94,203,2222,1988.9164,1695.277625,,
2280505,1134201,GA,Clayton,Lj8,13,17,74,3,43,36,686,742.7452,666.6456745,,
347885,1143978,GA,Clayton,Mo01,5,44,76,4,50,124,1242,1266.7673,1112.18702,,
347886,1143979,GA,Clayton,Mo02,5,44,76,9,41,189,934,939.0437,705.4971673,,
347887,1143980,GA,Clayton,Mo03,5,44,76,3,40,172,1391,1112.9157,907.4334334,,
347888,1143981,GA,Clayton,Mo04,13,44,76,3,27,117,1016,904.8969,746.8749715,,
347889,1143982,GA,Clayton,Mo05,13,44,76,10,84,130,1528,1536.4179,1347.03293,,
347890,1143983,GA,Clayton,Mo06,13,44,76,7,55,157,1396,1375.6431,1160.665691,,
347891,1143984,GA,Clayton,Mo07,5,44,76,4,28,102,900,779.004,643.1408604,,
347892,1143985,GA,Clayton,Mo08,13,44,76,7,72,106,1310,1565.9874,1409.17983,,
347893,1143986,GA,Clayton,Mo09,13,44,78,1,21,49,580,629.0511,538.5281744,,
2029419,1088197,GA,Clayton,Mo10,13,44,76,4,40,108,977,1181.3544,986.9702067,,
2029412,1088198,GA,Clayton,Mo11,5,44,76,5,35,88,945,895.934,771.2093967,,
347894,614128,GA,Clayton,Oak1,5,34,77,7,69,50,1044,1002.5565,916.7445649,,
347895,652712,GA,Clayton,Oak2,5,34,77,2,27,43,685,557.1918,497.7663394,,
347896,710792,GA,Clayton,Oak3,5,34,77,6,49,55,1213,984.7437,892.3857368,,
347897,628660,GA,Clayton,Oak4,5,34,77,8,72,42,1014,1046.2875,961.8767251,,
2029418,1088199,GA,Clayton,Oak5,5,34,77,3,17,36,584,467.6823,413.7424787,,
2280508,1134202,GA,Clayton,Oak6,5,34,77,3,23,37,556,473.2509,417.869123,,
347898,694181,GA,Clayton,Ph1,13,34,74,17,101,89,1136,1645.4117,1481.975632,,
347899,632909,GA,Clayton,Ph2,13,17,74,15,113,287,1870,2277.7908,1864.222003,,
347900,626479,GA,Clayton,Rd01,5,34,77,9,72,55,867,1266.4387,1147.240102,,
347901,648396,GA,Clayton,Rd02,5,34,77,13,74,91,1350,1414.1698,1272.542335,,
347902,640761,GA,Clayton,Rd03,5,34,79,11,71,83,1250,1526.5253,1384.73061,,
347903,682714,GA,Clayton,Rd04,5,34,79,7,56,121,1653,1581.2067,1375.02398,,
347904,640802,GA,Clayton,Rd05,5,34,79,8,66,76,1092,1167.2655,1040.27614,,
347905,673712,GA,Clayton,Rd06,5,34,79,9,46,124,1337,1079.7172,924.8474882,,
347906,642999,GA,Clayton,Rd07,5,34,79,3,25,80,1111,859.3215,732.0455278,,
347907,689797,GA,Clayton,Rd08,5,34,77,16,105,86,1142,1541.7683,1379.422672,,
347908,710794,GA,Clayton,Rd09,5,34,79,7,56,88,1048,1079.0868,944.1983024,,
347909,616236,GA,Clayton,Rd10,5,34,79,8,42,44,1088,823.8924,744.1437769,,
347910,640745,GA,Clayton,Rd11,5,34,77,10,50,57,722,954.8444,854.3765003,,
347911,620568,GA,Clayton,Rd12,5,34,77,16,81,72,1297,1380.9498,1239.241973,,
347912,642966,GA,Clinch,Ab,8,8,174,,,6,4,74.004,8.776008774,,
347913,626508,GA,Clinch,Ag,8,8,174,,1,13,21,224.1788,40.86163111,,
347914,632912,GA,Clinch,D,8,8,174,,1,20,34,190.872,41.20875657,,
347915,657075,GA,Clinch,F,8,8,174,,,9,15,148.3925,20.91153461,,
347916,640827,GA,Clinch,H,8,8,174,2,9,253,410,1689.6551,432.3586378,,
347917,650537,GA,Cobb,Ac1a,14,37,36,18,108,765,1486,3394.2853,1753.384012,,
347918,620517,GA,Cobb,Ac1b,14,37,36,9,71,682,1375,2975.2152,1436.740325,,
347919,717407,GA,Cobb,Ac1c,14,37,35,16,83,730,2137,2593.6376,1721.307965,,
347920,677510,GA,Cobb,Ad01,11,32,44,15,46,375,641,1638.1532,854.9752358,,
347921,637000,GA,Cobb,Au1a,6,28,38,11,72,232,1264,1379.3552,1068.915589,,
2155324,1113527,GA,Cobb,Au1b,6,28,38,15,80,164,1218,1306.0319,1090.058345,,
347923,640758,GA,Cobb,Bf02,11,32,44,10,45,416,883,1837.0448,978.442801,,
347924,592412,GA,Cobb,Bf03,11,32,44,4,31,361,647,1297.5786,693.7831761,,
2012660,1082303,GA,Cobb,Bf04,11,32,22,7,41,471,742,2139.7862,1023.095193,,
347925,694118,GA,Cobb,Bg01,11,37,35,2,24,363,703,1312.9342,643.4771897,,
347926,642969,GA,Cobb,Bg02,11,32,22,8,43,422,798,1968.5927,986.6741186,,
347928,682662,GA,Cobb,Bk01,11,37,22,7,67,782,1741,2495.2552,1543.330427,,
347929,594568,GA,Cobb,Br01,6,35,41,13,67,343,1181,1695.284,1104.789594,,
347934,679614,GA,Cobb,Bw01,11,32,44,12,62,418,851,1727.1881,980.0382938,,
347936,586422,GA,Cobb,Ca01,6,35,43,29,173,869,3049,2870.346,2149.082599,,
347938,592475,GA,Cobb,Ch02,11,37,34,15,71,390,597,2280.5259,1039.340732,,
347939,636909,GA,Cobb,Ch03,14,37,34,30,120,553,1028,2995.8755,1603.179701,,
347940,833431,GA,Cobb,Ck01,11,32,35,17,95,747,2239,2673.898,1670.742441,,
347942,648446,GA,Cobb,Cl01,6,33,38,8,61,319,1610,1986.9583,1436.948811,,
347943,695784,GA,Cobb,Cl02,6,28,38,15,94,457,2324,2824.23,2048.035226,,
347945,636929,GA,Cobb,Cr01,11,56,45,13,61,460,542,2276.2153,1087.334984,,
347947,670430,GA,Cobb,Dc01,11,56,45,22,76,455,556,2002.7665,996.1543251,,
347948,717395,GA,Cobb,Di01,6,33,42,3,33,228,991,889.3102,632.6717357,,
2012659,1082304,GA,Cobb,Di02,6,35,42,10,90,473,1693,1409.3912,1032.201956,,
347949,616267,GA,Cobb,Dl01,14,37,34,17,76,467,1053,2125.5203,1199.407677,,
347950,709111,GA,Cobb,Do01,11,56,45,7,50,294,371,1549.9574,754.1168953,,
347951,657111,GA,Cobb,Du01,14,37,36,9,50,636,752,2975.4644,1178.418635,,
347952,717415,GA,Cobb,Dv01,11,56,46,8,42,336,549,1482.2529,761.546853,,
347953,689798,GA,Cobb,Ea01,11,33,45,22,81,497,552,2213.0058,1074.211175,,
347954,636933,GA,Cobb,Ea02,11,33,43,23,93,529,679,2955.4336,1397.073703,,
347956,640787,GA,Cobb,El01,11,32,35,10,77,528,1792,1803.6926,1257.464802,,
347957,657084,GA,Cobb,El02,11,32,37,4,26,342,561,1585.8631,757.3124891,,
347958,632931,GA,Cobb,El03,11,32,44,6,52,403,593,2009.5877,944.8103257,,
347959,657050,GA,Cobb,El04,11,32,37,9,66,425,1040,1624.3011,1003.804339,,
347960,679627,GA,Cobb,El05,11,32,44,11,78,437,592,2015.0067,1069.620515,,
347963,715752,GA,Cobb,Ep01,11,32,35,5,41,380,1060,1437.3955,863.5978735,,
347966,679623,GA,Cobb,Fo02,6,33,41,21,124,607,2387,2635.1051,1871.462852,,
347968,679628,GA,Cobb,Fo04,6,33,41,12,69,494,1870,1761.7291,1190.946451,,
347971,652666,GA,Cobb,Fp01,11,32,45,18,75,612,793,2435.2666,1221.850475,,
347972,660786,GA,Cobb,Fr01,14,37,36,4,49,490,555,2256.9193,905.647857,,
347973,699817,GA,Cobb,Fy01,14,37,36,4,38,366,544,1861.3129,768.7707656,,
347974,642985,GA,Cobb,Gm01,11,56,46,8,51,360,527,2094.5488,1005.135872,,
347975,695787,GA,Cobb,Gt01,11,32,44,15,59,566,870,2448.9018,1189.461553,,
347977,620530,GA,Cobb,Hr01,14,37,34,6,56,429,524,2266.1977,901.0810994,,
347978,642991,GA,Cobb,Ht01,11,56,46,25,101,687,764,3012.3855,1467.901493,,
347979,710833,GA,Cobb,Hy01,14,37,34,11,56,507,704,2652.2906,1089.729109,,
347980,606269,GA,Cobb,Ke1a,11,37,35,3,35,365,868,1277.138,681.6641459,,
347981,648426,GA,Cobb,Ke2a,14,37,34,11,65,694,1242,2236.2811,1219.216833,,
347983,657017,GA,Cobb,Ke3a,11,37,35,21,129,902,2712,3499.6886,2222.788373,,
347984,657041,GA,Cobb,Ke4a,14,37,35,9,75,649,1148,2170.7214,1197.956541,,
347985,684346,GA,Cobb,Ke5a,14,37,35,28,108,1006,2020,3736.8626,2198.36921,,
347987,586389,GA,Cobb,Kl01,11,56,44,4,36,293,380,1345.3293,608.3500532,,
347988,710787,GA,Cobb,Kp01,14,37,34,6,23,248,307,1406.5968,544.9467202,,
347989,654883,GA,Cobb,Kp02,14,37,34,8,72,486,828,2802.3868,1360.584198,,
347990,704521,GA,Cobb,Kp03,14,37,36,10,78,446,563,2882.0968,1107.494874,,
347992,628646,GA,Cobb,La01,11,56,46,15,64,539,690,2522.8474,1173.564013,,
347994,592406,GA,Cobb,Lm01,14,37,19,10,74,409,887,2708.3777,1351.973983,,
347995,586450,GA,Cobb,Lm02,14,37,36,8,67,562,520,2911.6473,1088.360283,,
347996,670431,GA,Cobb,Lm03,14,37,19,29,114,599,1099,3865.4268,1798.97148,,
347997,694136,GA,Cobb,Lm04,14,37,34,5,51,345,487,1830.3102,779.5194541,,
2341781,1143987,GA,Cobb,Ma1a,6,28,39,13,93,240,1734,1848.2637,1549.729427,,
2341806,1143988,GA,Cobb,Ma1b,6,28,39,15,97,150,1530,1515.8653,1316.204535,,
2341795,1143989,GA,Cobb,Ma2a,6,28,39,15,116,259,1586,1721.3531,1443.778224,,
2341803,1143990,GA,Cobb,Ma2b,6,28,39,10,71,145,1562,1288.8,1111.809781,,
348002,1143991,GA,Cobb,Ma3a,6,28,39,13,86,313,1629,1747.6379,1347.581933,,
2341792,1143992,GA,Cobb,Ma3b,6,28,39,13,79,198,1027,1237.2569,975.7367962,,
2341797,1143993,GA,Cobb,Ma3c,6,28,39,22,160,213,1165,1647.1058,1378.867408,,
348003,1143994,GA,Cobb,Ma4a,6,28,39,20,82,325,720,1633.3558,1049.324026,,
2341786,1143995,GA,Cobb,Ma4b,6,28,39,9,65,333,835,1569.1944,946.0459265,,
2341801,1143996,GA,Cobb,Ma4c,6,28,39,39,206,467,1930,3052.8402,2357.660292,,
2341804,1143997,GA,Cobb,Ma5a,6,33,39,27,114,385,1520,2201.0389,1612.451973,,
2341783,1143998,GA,Cobb,Ma5b,6,28,39,24,144,511,2375,2813.859,2100.142318,,
2341802,1143999,GA,Cobb,Ma6a,6,33,41,10,90,298,1904,1874.3739,1486.409184,,
2341782,1144000,GA,Cobb,Ma6b,6,35,41,27,122,384,1641,2304.7435,1689.346497,,
348004,657066,GA,Cobb,Mb01,11,56,46,7,28,231,217,1160.6089,494.0075041,,
348005,657007,GA,Cobb,Mc01,6,33,38,20,94,396,1773,2355.289,1738.901977,,
348007,592419,GA,Cobb,Md01,11,56,45,20,75,619,784,2844.3938,1416.965132,,
348008,586412,GA,Cobb,Me01,6,33,38,16,98,401,1297,2403.072,1598.266208,,
348009,663537,GA,Cobb,Mk01,11,56,44,13,42,244,326,1316.8922,588.9357754,,
810103,620498,GA,Cobb,Ml01,14,37,36,9,46,391,557,2195.1501,904.5565294,,
348010,618416,GA,Cobb,Mr1a,11,33,37,25,94,509,1799,1971.9147,1344.212182,,
348011,616289,GA,Cobb,Mr2a,11,37,34,10,40,253,346,1503.7871,688.4751652,,
348012,628624,GA,Cobb,Mr2b,11,33,37,22,105,486,1467,2569.6167,1501.873681,,
348014,689793,GA,Cobb,Mr3a,11,32,37,29,110,538,1222,2755.0897,1490.377561,,
2023190,1086554,GA,Cobb,Mr3b,11,33,37,8,54,142,870,963.6597,763.832854,,
348016,682694,GA,Cobb,Mr4a,11,32,37,15,39,235,195,1584.9522,545.8790853,,
348017,594621,GA,Cobb,Mr4b,11,32,37,17,74,316,644,1374.6419,772.7574549,,
348018,620544,GA,Cobb,Mr4c,11,37,34,14,61,345,501,2119.1349,927.6492072,,
348020,657086,GA,Cobb,Mr5a,11,33,37,14,79,323,1090,1644.9285,1069.912476,,
348021,626454,GA,Cobb,Mr5b,11,32,35,8,43,294,1264,1097.2673,809.1271827,,
348022,715729,GA,Cobb,Mr6a,11,33,43,5,38,279,986,957.8521,685.7196886,,
348023,616239,GA,Cobb,Mr6b,11,32,37,16,87,459,855,1944.4235,1130.770799,,
348025,640768,GA,Cobb,Mr7a,11,33,43,11,51,283,1395,1164.5308,892.9548077,,
348026,640796,GA,Cobb,Ms01,14,37,36,5,36,463,570,2418.4137,865.1732331,,
348027,677459,GA,Cobb,Ms02,14,37,36,7,40,419,629,1634.8973,781.808773,,
348028,650514,GA,Cobb,Mt01,11,56,45,25,98,618,678,2997.9337,1445.683558,,
348030,614115,GA,Cobb,Mt03,11,33,45,15,78,530,722,2328.8839,1163.97925,,
348031,694149,GA,Cobb,Mt04,11,33,45,14,69,455,461,2189.7797,1030.163475,,
348033,656992,GA,Cobb,Nc01,14,37,36,8,46,282,765,1383.9426,792.3176512,,
348034,626467,GA,Cobb,Nj01,6,35,61,50,255,549,2512,3146.9775,2481.971585,,
348035,650478,GA,Cobb,Np01,6,35,42,14,82,647,1668,2407.232,1549.089118,,
348037,663530,GA,Cobb,Ns01,11,56,44,4,31,319,514,1500.4506,721.8711198,,
348038,630774,GA,Cobb,Ok01,6,35,61,24,139,606,1305,2517.8655,1649.871953,,
348039,670407,GA,Cobb,Or01,14,37,19,6,43,183,301,1151.8987,533.0677999,,
348040,660823,GA,Cobb,Or02,6,33,41,26,129,513,2236,2652.7403,1947.980795,,
348041,586466,GA,Cobb,Or03,11,33,41,13,96,550,2339,2323.2185,1676.76966,,
348042,636952,GA,Cobb,Or04,6,33,41,23,120,516,1945,2569.845,1834.778298,,
348043,650527,GA,Cobb,Or05,14,37,34,18,94,462,1287,2547.815,1555.869319,,
348048,614083,GA,Cobb,Pf01,11,33,43,10,54,565,992,2033.4319,1128.452431,,
348050,614039,GA,Cobb,Pm01,14,37,34,12,57,490,647,2455.5956,1007.949947,,
348051,640741,GA,Cobb,Pm02,11,37,34,7,53,391,405,2282.6693,855.2689199,,
348052,654869,GA,Cobb,Po01,11,56,46,12,55,581,628,2516.8413,1125.374324,,
348053,673722,GA,Cobb,Pp01,11,56,46,16,54,487,592,2154.1984,1049.408263,,
348054,592407,GA,Cobb,Pr01,11,32,22,4,39,370,621,1760.0651,814.9684846,,
348055,694187,GA,Cobb,Ps1a,6,33,38,29,135,443,2117,2783.4472,2108.536008,,
348056,694131,GA,Cobb,Ps2a,6,33,38,18,77,368,1824,2174.9769,1654.198442,,
348057,606255,GA,Cobb,Ps3a,6,33,38,21,115,380,2049,2613.8911,1964.718301,,
348058,694197,GA,Cobb,Pt01,11,32,22,5,39,412,623,1611.8837,782.1516697,,
348059,594582,GA,Cobb,Rm01,11,56,46,12,53,544,674,2311.3933,1092.355353,,
348064,660801,GA,Cobb,Rw01,11,56,45,38,113,811,861,3914.4233,1902.822402,,
348065,670414,GA,Cobb,Rw02,11,56,45,18,74,638,687,2702.9229,1351.445579,,
348066,689760,GA,Cobb,Sa01,11,56,46,7,55,437,706,1978.608,991.3136579,,
348067,614131,GA,Cobb,Sf01,11,56,46,18,68,491,509,2436.5949,1159.305909,,
348068,606260,GA,Cobb,Si01,11,56,46,10,40,330,368,1279.3465,637.4054761,,
348069,652709,GA,Cobb,Sm01,11,32,43,16,61,624,1041,2370.4013,1244.636468,,
348071,636936,GA,Cobb,Sm03,11,33,43,7,62,645,1387,2444.547,1402.270391,,
348074,648447,GA,Cobb,Sn1a,6,35,42,28,146,582,2308,2727.6748,2035.50473,,
348075,616225,GA,Cobb,Sn2a,6,35,42,28,146,706,2679,3030.3823,2295.52706,,
348077,657083,GA,Cobb,Sn3a,6,35,42,19,102,612,1202,2128.1757,1391.956902,,
2012655,1082305,GA,Cobb,Sn3b,6,35,42,23,102,468,908,1909.8942,1195.824559,,
348078,620505,GA,Cobb,Sn4a,6,35,42,49,211,925,1843,4228.7571,2680.928887,,
348079,618400,GA,Cobb,Sn5a,6,35,42,27,116,522,1749,2337.7968,1658.510722,,
