van_precinct_id,county_name,van_precinct_name,Current Region,Current Turf,Comments,HDs,voters,supporters,,
1569616,Prince William,512 - York,R04 - Prince William,R04F - Lake Ridge,,25,2685,1992,,
1824851,Prince William,514 - Antietam,R04 - Prince William,R04F - Lake Ridge,,25,3655,2384,,
295882,Fairfax,421 - Kingstowne,R04 - Prince William,R04G - Spring Hill,,17,4052,2898,,
295872,Fairfax,409 - Pioneer,R04 - Prince William,R04G - Spring Hill,,17,4515,3169,,
1854142,Fairfax,403 - Forestdale,R04 - Prince William,R04G - Spring Hill,,17,1545,1061,,
295883,Fairfax,422 - Van Dorn,R04 - Prince William,R04G - Spring Hill,,17,4266,3071,,
295885,Fairfax,424 - Huntley,R04 - Prince William,R04G - Spring Hill,,16,2970,1964,,
295880,Fairfax,419 - Lane,R04 - Prince William,R04G - Spring Hill,,17,2729,1880,,
295874,Fairfax,411 - Virginia Hills,R04 - Prince William,R04G - Spring Hill,,17,2657,1767,,
295888,Fairfax,427 - Island Creek,R04 - Prince William,R04G - Spring Hill,,17,3047,2088,,
295881,Fairfax,420 - Villages,R04 - Prince William,R04G - Spring Hill,,17,5184,3626,,
295884,Fairfax,423 - Clermont,R04 - Prince William,R04G - Spring Hill,,17,3011,1970,,
295866,Fairfax,401 - Bush Hill,R04 - Prince William,R04G - Spring Hill,,17,3813,2544,,
295913,Fairfax,527 - Edsall,R04 - Prince William,R04G - Spring Hill,,18,2471,1581,,
295873,Fairfax,410 - Rose Hill,R04 - Prince William,R04G - Spring Hill,,17,5281,3464,,
295868,Fairfax,404 - Edison #1,R04 - Prince William,R04G - Spring Hill,,17,2040,1437,,
295870,Fairfax,406 - Hayfield,R04 - Prince William,R04G - Spring Hill,,17,2535,1510,,
295813,Fairfax,128 - Cardinal,R04 - Prince William,R04H - West Springfield,,18,2608,1624,,
295814,Fairfax,129 - Keene Mill,R04 - Prince William,R04H - West Springfield,,18,1923,1186,,
295934,Fairfax,618 - Newington #1,R04 - Prince William,R04H - West Springfield,,18,2414,1460,,
295887,Fairfax,426 - Greenspring,R04 - Prince William,R04H - West Springfield,,18,1877,1236,,
295797,Fairfax,110 - North Springfield,R04 - Prince William,R04H - West Springfield,,18,4703,2937,,
1569573,Fairfax,807 - Hunt Valley,R04 - Prince William,R04H - West Springfield,,15,2499,1493,,
295979,Fairfax,833 - White Oaks,R04 - Prince William,R04H - West Springfield,,15,3486,2254,,
295976,Fairfax,824 - Orange,R04 - Prince William,R04H - West Springfield,,15,4251,2577,,
295815,Fairfax,130 - Terra Centre,R04 - Prince William,R04H - West Springfield,,15,2491,1575,,
295812,Fairfax,127 - Burke Centre,R04 - Prince William,R04H - West Springfield,,15,5046,3298,,
295973,Fairfax,811 - Pohick,R04 - Prince William,R04H - West Springfield,,15,2343,1531,,
295977,Fairfax,825 - Cherry Run,R04 - Prince William,R04H - West Springfield,,15,3070,1844,,
295939,Fairfax,806 - Sydenstricker,R04 - Prince William,R04H - West Springfield,,18,3424,2161,,
295793,Fairfax,105 - Fairview,R04 - Prince William,R04H - West Springfield,,15,5104,3258,,
295980,Fairfax,838 - Sangster,R04 - Prince William,R04H - West Springfield,,15,2442,1455,,
295938,Fairfax,623 - Alban,R04 - Prince William,R04H - West Springfield,,18,3173,2146,,
295974,Fairfax,812 - Valley,R04 - Prince William,R04H - West Springfield,,18,3216,2068,,
295878,Fairfax,417 - Garfield,R04 - Prince William,R04H - West Springfield,,18,4448,3051,,
295877,Fairfax,415 - Crestwood,R04 - Prince William,R04H - West Springfield,,18,3038,1838,,
295970,Fairfax,801 - Burke #1,R04 - Prince William,R04H - West Springfield,,18,3064,2060,,
295879,Fairfax,418 - Lynbrook #1,R04 - Prince William,R04H - West Springfield,,18,2297,1609,,
295984,Fairfax,842 - Parkway,R04 - Prince William,R04H - West Springfield,,15,2496,1480,,
1936186,Fairfax,630 - Army,R04 - Prince William,R04I - Woodbridge,,18,2517,1708,,
1824854,Prince William,711 - Grayson,R04 - Prince William,R04I - Woodbridge,,19,3606,2600,,
296733,Prince William,703 - Lynn,R04 - Prince William,R04I - Woodbridge,,19,2821,2050,,
296736,Prince William,706 - Rippon,R04 - Prince William,R04I - Woodbridge,,19,3960,2693,,
295937,Fairfax,622 - Lorton Station,R04 - Prince William,R04I - Woodbridge,,19,4466,3404,,
296735,Prince William,705 - Potomac View,R04 - Prince William,R04I - Woodbridge,,19,2494,1678,,
296734,Prince William,704 - Porter,R04 - Prince William,R04I - Woodbridge,,19,3654,2723,,
295929,Fairfax,613 - Westgate,R04 - Prince William,R04I - Woodbridge,,16,3550,1917,,
295930,Fairfax,614 - Riverside,R04 - Prince William,R04I - Woodbridge,,16,2315,1335,,
295933,Fairfax,617 - Lorton,R04 - Prince William,R04I - Woodbridge,,19,4430,3304,,
296732,Prince William,702 - Library,R04 - Prince William,R04I - Woodbridge,,19,3846,2644,,
296737,Prince William,707 - Kilby,R04 - Prince William,R04I - Woodbridge,,19,3381,2346,,
295932,Fairfax,616 - Gunston,R04 - Prince William,R04I - Woodbridge,,19,3225,1193,,
295942,Fairfax,627 - Woodlawn #1,R04 - Prince William,R04I - Woodbridge,,16,2356,1521,,
296731,Prince William,701 - Belmont,R04 - Prince William,R04I - Woodbridge,,19,3937,2414,,
295931,Fairfax,615 - Woodley,R04 - Prince William,R04I - Woodbridge,,16,3423,2282,,
296369,Lancaster,501 - Precinct 5-1,R05 - Fredericksburg,R05A - East,,67,1966,567,,
296348,King and Queen,101 - Owenton,R05 - Fredericksburg,R05A - East,,68,1188,454,,
296357,King George,401 - Shiloh,R05 - Fredericksburg,R05A - East,,67,5421,1326,,
296354,King George,102 - Passapatanzy,R05 - Fredericksburg,R05A - East,,67,2215,509,,
296364,Lancaster,101 - Precinct 1-1,R05 - Fredericksburg,R05A - East,,67,1887,596,,
296353,King George,101 - Courthouse,R05 - Fredericksburg,R05A - East,,67,3316,919,,
297049,Westmoreland,101 - Precinct 1-1,R05 - Fredericksburg,R05A - East,,67,1708,863,,
295621,Caroline,101 - Bowling Green,R05 - Fredericksburg,R05A - East,,67,2644,915,,
296558,Northumberland,101 - 1a,R05 - Fredericksburg,R05A - East,,67,1875,499,,
296757,Richmond,101 - Precinct 1-1,R05 - Fredericksburg,R05A - East,,67,1249,528,,
296562,Northumberland,401 - 4a,R05 - Fredericksburg,R05A - East,,67,2270,518,,
295624,Caroline,302 - Woodford,R05 - Fredericksburg,R05A - East,,67,2123,655,,
296563,Northumberland,501 - 5a,R05 - Fredericksburg,R05A - East,,67,2440,598,,
1569548,Caroline,102 - Sparta,R05 - Fredericksburg,R05A - East,,67,1562,428,,
295623,Caroline,301 - Port Royal,R05 - Fredericksburg,R05A - East,,67,1085,317,,
295789,Essex,301 - South,R05 - Fredericksburg,R05A - East,,68,2178,576,,
296355,King George,201 - Monroe,R05 - Fredericksburg,R05A - East,,67,5447,1146,,
1897879,Westmoreland,302 - Precinct 3-2,R05 - Fredericksburg,R05A - East,,67,1651,463,,
295788,Essex,201 - North,R05 - Fredericksburg,R05A - East,,68,2213,1081,,
296352,King and Queen,501 - Oldmill,R05 - Fredericksburg,R05A - East,,68,1094,171,,
296560,Northumberland,301 - 3a,R05 - Fredericksburg,R05A - East,,67,1968,1030,,
296350,King and Queen,301 - Shacklefords,R05 - Fredericksburg,R05A - East,,68,1107,310,,
297051,Westmoreland,201 - Precinct 2-1,R05 - Fredericksburg,R05A - East,,67,1999,731,,
297054,Westmoreland,501 - Precinct 5-1,R05 - Fredericksburg,R05A - East,,67,2988,843,,
296368,Lancaster,401 - Precinct 4-1,R05 - Fredericksburg,R05A - East,,67,1814,889,,
296559,Northumberland,201 - 2a,R05 - Fredericksburg,R05A - East,,67,2042,539,,
296762,Richmond,501 - Precinct 5-1,R05 - Fredericksburg,R05A - East,,67,1153,214,,
297053,Westmoreland,401 - Precinct 4-1,R05 - Fredericksburg,R05A - East,,67,3188,603,,
297050,Westmoreland,102 - Precinct 1-2,R05 - Fredericksburg,R05A - East,,67,1071,449,,
296351,King and Queen,401 - Courthouse,R05 - Fredericksburg,R05A - East,,68,1114,350,,
295787,Essex,101 - Greater Tappahannock,R05 - Fredericksburg,R05A - East,,68,1950,956,,
296758,Richmond,201 - Precinct 2-1,R05 - Fredericksburg,R05A - East,,67,967,190,,
296349,King and Queen,201 - Clarks,R05 - Fredericksburg,R05A - East,,68,1029,206,,
296365,Lancaster,201 - Precinct 2-1,R05 - Fredericksburg,R05A - East,,67,1732,877,,
296761,Richmond,401 - Precinct 4-1,R05 - Fredericksburg,R05A - East,,67,1225,254,,
297052,Westmoreland,301 - Precinct 3-1,R05 - Fredericksburg,R05A - East,,67,1384,505,,
295790,Essex,401 - Central,R05 - Fredericksburg,R05A - East,,68,2140,763,,
296366,Lancaster,301 - Precinct 3-1,R05 - Fredericksburg,R05A - East,,67,1458,380,,
1897878,Westmoreland,202 - Precinct 2-2,R05 - Fredericksburg,R05A - East,,67,1123,295,,
296356,King George,301 - Dahlgren,R05 - Fredericksburg,R05A - East,,67,4679,1246,,
296759,Richmond,301 - Precinct 3-1,R05 - Fredericksburg,R05A - East,,67,1153,279,,
296367,Lancaster,302 - Precinct 3-2,R05 - Fredericksburg,R05A - East,,67,654,190,,
296842,Rockingham,504 - South Fork,R12 - Shenandoah,R12A - Harrisonburg,,34,1396,108,,
296840,Rockingham,502 - Swift Run,R12 - Shenandoah,R12A - Harrisonburg,,34,3078,200,,
296824,Rockingham,303 - Melrose,R12 - Shenandoah,R12A - Harrisonburg,,34,1078,136,,
1866910,Harrisonburg (City),105 - South East Central,R12 - Shenandoah,R12A - Harrisonburg,,34,1125,363,,
296764,Roanoke,101 - Catawba,R13 - Southwest,R13D - HD41,,41,2692,405,,
296513,Montgomery,102 - Precinct A-2,R13 - Southwest,R13D - HD41,,41,2681,1813,,
296520,Montgomery,303 - Precinct C-3,R13 - Southwest,R13D - HD41,,41,1301,226,,
296522,Montgomery,401 - Precinct D-1,R13 - Southwest,R13D - HD41,,41,3178,592,,
2257731,Montgomery,104 - Precinct A-4,R13 - Southwest,R13D - HD41,,41,2709,1806,,
296518,Montgomery,301 - Precinct C-1,R13 - Southwest,R13D - HD41,,41,3264,586,,
296531,Montgomery,701 - Precinct G-1,R13 - Southwest,R13D - HD41,,41,3363,2203,,
296512,Montgomery,101 - Precinct A-1,R13 - Southwest,R13D - HD41,,41,2321,1088,,
2257733,Montgomery,703 - Precinct G-3,R13 - Southwest,R13D - HD41,,41,2231,1387,,
296523,Montgomery,402 - Precinct D-2,R13 - Southwest,R13D - HD41,,41,3228,552,,
2274037,Roanoke,103 - North Glenvar,R13 - Southwest,R13D - HD41,,41,2245,379,,
296525,Montgomery,404 - Precinct D-4,R13 - Southwest,R13D - HD41,,41,1372,191,,
2257743,Montgomery,105 - Precinct A-5,R13 - Southwest,R13D - HD41,,41,1910,934,,
296514,Montgomery,103 - Precinct A-3,R13 - Southwest,R13D - HD41,,41,298,150,,
1829916,Montgomery,603 - Precinct F-3,R13 - Southwest,R13D - HD41,,41,995,449,,
296778,Roanoke,301 - Bent Mountain,R13 - Southwest,R13D - HD41,,41,752,151,,
296530,Montgomery,602 - Precinct F-2,R13 - Southwest,R13D - HD41,,41,3205,2023,,
1569606,Montgomery,503 - Precinct E-3,R13 - Southwest,R13D - HD41,,41,1488,707,,
296532,Montgomery,702 - Precinct G-2,R13 - Southwest,R13D - HD41,,41,2610,1579,,
2274016,Roanoke,501 - Starkey,R13 - Southwest,R13D - HD41,,41,1948,571,,
2274026,Roanoke,302 - Back Creek,R13 - Southwest,R13D - HD41,,41,3194,812,,
296529,Montgomery,601 - Precinct F-1,R13 - Southwest,R13D - HD41,,41,2939,1731,,
2274050,Roanoke,106 - South Glenvar,R13 - Southwest,R13D - HD41,,41,1316,179,,
296519,Montgomery,302 - Precinct C-2,R13 - Southwest,R13D - HD41,,41,1391,401,,
296515,Montgomery,201 - Precinct B-1,R13 - Southwest,R13D - HD41,,41,888,202,,
2257681,Montgomery,504 - Precinct E-4,R13 - Southwest,R13D - HD41,,41,666,382,,
296930,Spotsylvania,302 - Salem Library,R05 - Fredericksburg,R05B - HD 65,,"066, 065",4677,2267,,
296272,Henrico,419 - West End,R06 - North Richmond,R06B - HD 57,,57,2857,1438,,
1991019,Henrico,303 - Colonial Trail,R06 - North Richmond,R06B - HD 57,,57,3037,1867,,
296253,Henrico,313 - Stoney Run,R06 - North Richmond,R06B - HD 57,,57,4286,2193,,
975949,Henrico,312 - Short Pump,R06 - North Richmond,R06B - HD 57,,57,2669,1443,,
296252,Henrico,113 - Springfield,R06 - North Richmond,R06B - HD 57,,57,3919,2237,,
296263,Henrico,407 - Lauderdale,R06 - North Richmond,R06B - HD 57,,57,2937,1682,,
296211,Henrico,110 - Longan,R06 - North Richmond,R06B - HD 57,,57,4136,2330,,
296939,Spotsylvania,505 - Brock Road Elementary,R05 - Fredericksburg,R05D - SW,,63,4956,1612,,
2257763,Louisa,601 - Jackson,R05 - Fredericksburg,R05D - SW,,59,4044,771,,
296937,Spotsylvania,503 - Spotsylvania High,R05 - Fredericksburg,R05D - SW,,63,2740,553,,
296928,Spotsylvania,204 - Chancellor Elementary,R05 - Fredericksburg,R05D - SW,,63,4274,1852,,
1569604,Louisa,302 - Patrick Henry #2,R05 - Fredericksburg,R05D - SW,,59,1791,590,,
296938,Spotsylvania,504 - Public Safety,R05 - Fredericksburg,R05D - SW,,63,3869,1349,,
296941,Spotsylvania,601 - Battlefield Elementary,R05 - Fredericksburg,R05D - SW,,63,3761,1732,,
2257686,Louisa,101 - Green Springs #1,R05 - Fredericksburg,R05D - SW,,55,3623,1324,,
296943,Spotsylvania,603 - Chancellor High,R05 - Fredericksburg,R05D - SW,,63,2892,1256,,
296446,Louisa,202 - Louisa #2,R05 - Fredericksburg,R05D - SW,,59,1844,500,,
296449,Louisa,401 - Mineral,R05 - Fredericksburg,R05D - SW,,59,4816,1196,,
296925,Spotsylvania,202 - Fire Rescue 7,R05 - Fredericksburg,R05D - SW,,63,4776,1463,,
2257711,Louisa,501 - Cuckoo #1,R05 - Fredericksburg,R05D - SW,,59,1274,441,,
296931,Spotsylvania,303 - Riverbend High,R05 - Fredericksburg,R05D - SW,,63,4698,1809,,
296942,Spotsylvania,602 - Smith Station Elementary,R05 - Fredericksburg,R05D - SW,,63,4430,2262,,
2257740,Louisa,203 - Louisa #3,R05 - Fredericksburg,R05D - SW,,55,342,95,,
296445,Louisa,201 - Louisa #1,R05 - Fredericksburg,R05D - SW,,59,2090,769,,
296935,Spotsylvania,501 - Belmont Ruritan,R05 - Fredericksburg,R05D - SW,,63,2923,694,,
2257682,Louisa,502 - Cuckoo #2,R05 - Fredericksburg,R05D - SW,,59,1384,371,,
296447,Louisa,301 - Patrick Henry #1,R05 - Fredericksburg,R05D - SW,,55,2570,1180,,
2257725,Louisa,702 - Mountain Road #2,R05 - Fredericksburg,R05D - SW,,59,2266,662,,
296936,Spotsylvania,502 - Fire Rescue 2,R05 - Fredericksburg,R05D - SW,,63,2646,604,,
296924,Spotsylvania,201 - Wilderness Elementary,R05 - Fredericksburg,R05D - SW,,63,2661,1160,,
2257710,Louisa,503 - Cuckoo #3,R05 - Fredericksburg,R05D - SW,,59,2174,452,,
2257690,Louisa,701 - Mountain Road #1,R05 - Fredericksburg,R05D - SW,,"059, 056",1971,411,,
2257744,Louisa,102 - Green Springs #2,R05 - Fredericksburg,R05D - SW,,55,1524,487,,
296927,Spotsylvania,203 - Ni River Middle,R05 - Fredericksburg,R05D - SW,,63,4142,1442,,
296136,Greene,301 - Stanardsville,R05 - Fredericksburg,R05E - West,,62,3804,910,,
296577,Orange,202 - Two East,R05 - Fredericksburg,R05E - West,,63,3236,619,,
295744,Culpeper,302 - Eggbornsville,R05 - Fredericksburg,R05E - West,,61,2062,470,,
296238,Henrico,225 - Wilder,R05 - Fredericksburg,R05E - West,,80,2091,1727,,
296582,Orange,502 - Five North,R05 - Fredericksburg,R05E - West,,63,3567,1325,,
296474,Madison,005 - Madison,R05 - Fredericksburg,R05E - West,,62,2030,819,,
295748,Culpeper,501 - Jeffersonton,R05 - Fredericksburg,R05E - West,,61,3516,1027,,
296135,Greene,201 - Ruckersville,R05 - Fredericksburg,R05E - West,,62,3963,1385,,
296576,Orange,201 - Two West,R05 - Fredericksburg,R05E - West,,62,2697,1020,,
296579,Orange,401 - Four West,R05 - Fredericksburg,R05E - West,,63,3249,752,,
1569560,Culpeper,603 - South Ridge,R05 - Fredericksburg,R05E - West,,62,1092,586,,
295752,Culpeper,702 - Brandy Station,R05 - Fredericksburg,R05E - West,,62,3918,1346,,
295747,Culpeper,402 - Browns Store,R05 - Fredericksburg,R05E - West,,62,3854,1248,,
296134,Greene,102 - Swift Run,R05 - Fredericksburg,R05E - West,,62,2388,604,,
296471,Madison,002 - Radiant,R05 - Fredericksburg,R05E - West,,62,1921,529,,
295743,Culpeper,201 - East Fairfax,R05 - Fredericksburg,R05E - West,,62,4556,2793,,
296578,Orange,301 - Three West,R05 - Fredericksburg,R05E - West,,62,613,176,,
295746,Culpeper,401 - Eldorado,R05 - Fredericksburg,R05E - West,,61,2378,752,,
296581,Orange,501 - Five South,R05 - Fredericksburg,R05E - West,,63,3000,1111,,
1569607,Orange,302 - Three East,R05 - Fredericksburg,R05E - West,,63,1616,382,,
2228446,Greene,302 - Stanardsville Town,R05 - Fredericksburg,R05E - West,,62,235,87,,
296472,Madison,003 - Rochelle,R05 - Fredericksburg,R05E - West,,62,882,156,,
296580,Orange,402 - Four East,R05 - Fredericksburg,R05E - West,,63,3132,1305,,
295750,Culpeper,601 - Mitchells,R05 - Fredericksburg,R05E - West,,62,467,133,,
296470,Madison,001 - Oak Park,R05 - Fredericksburg,R05E - West,,62,1322,412,,
295754,Culpeper,704 - Richardsville,R05 - Fredericksburg,R05E - West,,62,882,138,,
296476,Madison,007 - Brightwood,R05 - Fredericksburg,R05E - West,,62,2021,406,,
2274005,Richmond (City),709 - Seven Hundred Nine,R05 - Fredericksburg,R05E - West,,79,1678,1343,,
1569586,Greene,401 - Midway,R05 - Fredericksburg,R05E - West,,62,4234,1529,,
1569559,Culpeper,304 - Willow Shade,R05 - Fredericksburg,R05E - West,,62,1317,671,,
296133,Greene,101 - Dyke,R05 - Fredericksburg,R05E - West,,62,1407,265,,
2274049,Richmond (City),611 - Six Hundred Eleven,R05 - Fredericksburg,R05E - West,,79,2346,2009,,
295749,Culpeper,502 - Rixeyville,R05 - Fredericksburg,R05E - West,,61,2943,727,,
296575,Orange,102 - One East,R05 - Fredericksburg,R05E - West,,62,1986,569,,
296473,Madison,004 - Graves Mill/Wolftown,R05 - Fredericksburg,R05E - West,,62,1154,341,,
295751,Culpeper,602 - Pearl Sample,R05 - Fredericksburg,R05E - West,,62,3555,1423,,
296205,Henrico,104 - Greendale,R05 - Fredericksburg,R05E - West,,80,1788,1128,,
295742,Culpeper,101 - West Fairfax,R05 - Fredericksburg,R05E - West,,62,4885,2666,,
295745,Culpeper,303 - Cardova,R05 - Fredericksburg,R05E - West,,61,2114,629,,
2274029,Richmond (City),216 - Two Hundred Sixteen,R05 - Fredericksburg,R05E - West,,78,753,637,,
296574,Orange,101 - One West,R05 - Fredericksburg,R05E - West,,62,2671,842,,
295753,Culpeper,703 - Lignum,R05 - Fredericksburg,R05E - West,,62,1423,349,,
296477,Madison,008 - Criglersville,R05 - Fredericksburg,R05E - West,,62,864,215,,
296478,Madison,009 - Etlan,R05 - Fredericksburg,R05E - West,,62,578,123,,
2274011,Richmond (City),311 - Three Hundred Eleven,R05 - Fredericksburg,R05E - West,,78,909,713,,
297489,Richmond (City),206 - Two Hundred Six,R06 - North Richmond,R06A - Downtown,,78,1480,1223,,
297514,Richmond (City),504 - Five Hundred Four,R06 - North Richmond,R06A - Downtown,,78,3364,2849,,
297491,Richmond (City),208 - Two Hundred Eight,R06 - North Richmond,R06A - Downtown,,78,2952,2452,,
297513,Richmond (City),503 - Five Hundred Three,R06 - North Richmond,R06A - Downtown,,78,2826,2483,,
297494,Richmond (City),213 - Two Hundred Thirteen,R06 - North Richmond,R06A - Downtown,,79,3267,2782,,
297512,Richmond (City),501 - Five Hundred One,R06 - North Richmond,R06A - Downtown,,78,2739,2307,,
297523,Richmond (City),607 - Six Hundred Seven,R06 - North Richmond,R06A - Downtown,,78,2675,2134,,
297515,Richmond (City),505 - Five Hundred Five,R06 - North Richmond,R06A - Downtown,,78,2127,1655,,
1937133,Richmond (City),214 - Two Hundred Fourteen,R06 - North Richmond,R06A - Downtown,,78,2164,1654,,
296117,Goochland,501 - Manakin,R06 - North Richmond,R06B - HD 57,,57,2372,670,,
1569585,Goochland,502 - Blair,R06 - North Richmond,R06B - HD 57,,57,3139,1036,,
296249,Henrico,310 - Sadler,R06 - North Richmond,R06B - HD 57,,57,3947,2253,,
296201,Henrico,101 - Coalpit,R06 - North Richmond,R06B - HD 57,,57,4303,2299,,
296240,Henrico,301 - Causeway,R06 - North Richmond,R06B - HD 57,,57,2900,1555,,
296243,Henrico,304 - Innsbrook,R06 - North Richmond,R06B - HD 57,,57,2471,1529,,
296256,Henrico,309 - Rivers Edge,R06 - North Richmond,R06B - HD 57,,57,3554,1920,,
296268,Henrico,413 - Ridgefield,R06 - North Richmond,R06B - HD 57,,57,3408,1723,,
296246,Henrico,306 - Nuckols Farm,R06 - North Richmond,R06B - HD 57,,57,3922,1940,,
2461862,Goochland,403 - West Creek,R06 - North Richmond,R06B - HD 57,,57,1532,684,,
296116,Goochland,402 - Centerville,R06 - North Richmond,R06B - HD 57,,57,3008,979,,
296216,Henrico,107 - Hungary Creek,R06 - North Richmond,R06B - HD 57,,57,3938,1999,,
296239,Henrico,226 - Yellow Tavern,R06 - North Richmond,R06B - HD 57,,59,3847,2539,,
2274038,Spotsylvania,604 - Courthouse Road Elementary,R05 - Fredericksburg,R05C - HD 66,,"066, 063",3143,1501,,
296250,Henrico,311 - Shady Grove,R06 - North Richmond,R06B - HD 57,,"059, 057",3857,1883,,
295691,Chesterfield,420 - New Tomahawk,R06 - North Richmond,R07B - HD 73,,73,3401,1537,,R09B - HD 84
2257718,Chesterfield,320 - Dry Creek,R06 - North Richmond,R07B - HD 73,,73,6060,2530,,R09C - HD 89
296973,Stafford,703 - Hampton,R04 - Prince William,R04E - HD 64,,64,4330,2043,,
296953,Stafford,203 - Ruby,R04 - Prince William,R04E - HD 64,,64,3121,780,,
2257703,Stafford,104 - Westlake,R04 - Prince William,R04E - HD 64,,64,2236,569,,
2257713,Stafford,701 - Park Ridge,R04 - Prince William,R04E - HD 64,,64,4272,2077,,
297502,Richmond (City),308 - Three Hundred Eight,R06 - North Richmond,R06C - Highland Park,,78,1869,1528,,
297496,Richmond (City),302 - Three Hundred Two,R06 - North Richmond,R06C - Highland Park,,79,1593,1367,,
297500,Richmond (City),306 - Three Hundred Six,R06 - North Richmond,R06C - Highland Park,,79,1610,1383,,
1991023,Richmond (City),215 - Two Hundred Fifteen,R06 - North Richmond,R06C - Highland Park,,78,3563,2611,,
297522,Richmond (City),606 - Six Hundred Six,R06 - North Richmond,R06C - Highland Park,,79,2711,2459,,
297497,Richmond (City),303 - Three Hundred Three,R06 - North Richmond,R06C - Highland Park,,79,1282,1181,,
297501,Richmond (City),307 - Three Hundred Seven,R06 - North Richmond,R06C - Highland Park,,78,3573,2881,,
297498,Richmond (City),304 - Three Hundred Four,R06 - North Richmond,R06C - Highland Park,,79,2481,2265,,
297520,Richmond (City),603 - Six Hundred Three,R06 - North Richmond,R06C - Highland Park,,79,1598,1473,,
297499,Richmond (City),305 - Three Hundred Five,R06 - North Richmond,R06C - Highland Park,,79,2391,2130,,
297495,Richmond (City),301 - Three Hundred One,R06 - North Richmond,R06C - Highland Park,,79,1618,1468,,
297521,Richmond (City),604 - Six Hundred Four,R06 - North Richmond,R06C - Highland Park,,79,1825,1675,,
297503,Richmond (City),309 - Three Hundred Nine,R06 - North Richmond,R06C - Highland Park,,78,998,769,,
1706901,Richmond (City),310 - Three Hundred Ten,R06 - North Richmond,R06C - Highland Park,,79,1035,955,,
296193,Hanover,601 - Village,R06 - North Richmond,R06D - Mechanicsville,,60,3431,815,,
296236,Henrico,223 - Ratcliffe,R06 - North Richmond,R06D - Mechanicsville,,80,4020,3568,,
296190,Hanover,504 - Studley,R06 - North Richmond,R06D - Mechanicsville,,60,1745,277,,
296223,Henrico,206 - Chamberlayne,R06 - North Richmond,R06D - Mechanicsville,,80,2726,1990,,
296178,Hanover,303 - Shady Grove,R06 - North Richmond,R06D - Mechanicsville,,60,2694,716,,
296230,Henrico,216 - Longdale,R06 - North Richmond,R06D - Mechanicsville,,59,3257,2205,,
296182,Hanover,407 - Old Church,R06 - North Richmond,R06D - Mechanicsville,,60,1976,354,,
296183,Hanover,403 - Cold Harbor,R06 - North Richmond,R06D - Mechanicsville,,60,4167,908,,
296210,Henrico,215 - Lakeside,R06 - North Richmond,R06D - Mechanicsville,,80,4110,2508,,
296219,Henrico,202 - Belmont,R06 - North Richmond,R06D - Mechanicsville,,80,4274,2943,,
296179,Hanover,304 - Atlee,R06 - North Richmond,R06D - Mechanicsville,,60,3179,1068,,
296181,Hanover,401 - Battlefield,R06 - North Richmond,R06D - Mechanicsville,,60,2811,509,,
296196,Hanover,604 - Hanover Grove,R06 - North Richmond,R06D - Mechanicsville,,60,2931,714,,
296188,Hanover,503 - Newman,R06 - North Richmond,R06D - Mechanicsville,,60,2361,624,,
2228488,Hanover,108 - Honey Meadows,R06 - North Richmond,R06D - Mechanicsville,,60,3220,1145,,
296194,Hanover,602 - Lee Davis,R06 - North Richmond,R06D - Mechanicsville,,60,2832,760,,
296191,Hanover,505 - Totopotomoy,R06 - North Richmond,R06D - Mechanicsville,,60,692,112,,
296225,Henrico,210 - Glen Lea,R06 - North Richmond,R06D - Mechanicsville,,80,2329,1911,,
296176,Hanover,301 - Clay,R06 - North Richmond,R06D - Mechanicsville,,60,2559,646,,
296227,Henrico,212 - Highland Gardens,R06 - North Richmond,R06D - Mechanicsville,,80,2496,2284,,
296185,Hanover,405 - Pebble Creek,R06 - North Richmond,R06D - Mechanicsville,,60,1737,451,,
296229,Henrico,214 - Hungary,R06 - North Richmond,R06D - Mechanicsville,,"059, 080",2034,1620,,
296235,Henrico,222 - Randolph,R06 - North Richmond,R06D - Mechanicsville,,59,343,268,,
296218,Henrico,201 - Azalea,R06 - North Richmond,R06D - Mechanicsville,,80,4063,3570,,
296224,Henrico,209 - Fairfield,R06 - North Richmond,R06D - Mechanicsville,,80,2303,2069,,
296231,Henrico,217 - Maplewood,R06 - North Richmond,R06D - Mechanicsville,,80,3187,2875,,
2228464,Hanover,306 - Rutland,R06 - North Richmond,R06D - Mechanicsville,,60,2241,722,,
296180,Hanover,305 - Cool Spring,R06 - North Richmond,R06D - Mechanicsville,,60,2640,801,,
296221,Henrico,205 - Central Gardens,R06 - North Richmond,R06D - Mechanicsville,,80,3026,2774,,
2228486,Henrico,106 - Holladay,R06 - North Richmond,R06D - Mechanicsville,,80,1741,968,,
296184,Hanover,404 - Black Creek,R06 - North Richmond,R06D - Mechanicsville,,60,1803,225,,
296275,Henrico,503 - Cedar Fork,R06 - North Richmond,R06D - Mechanicsville,,80,2168,1797,,
296195,Hanover,603 - Mechanicsville,R06 - North Richmond,R06D - Mechanicsville,,60,3166,916,,
1058757,Hanover,507 - Laurel Meadow,R06 - North Richmond,R06D - Mechanicsville,,60,2595,590,,
296192,Hanover,506 - Georgetown,R06 - North Richmond,R06D - Mechanicsville,,60,2372,594,,
296226,Henrico,211 - Greenwood,R06 - North Richmond,R06D - Mechanicsville,,80,957,835,,
296220,Henrico,203 - Brookland,R06 - North Richmond,R06D - Mechanicsville,,80,1623,963,,
