van_precinct_id,van_precinct_name,county_name,Current Region,Current Turf,HDs,Zips,voters,supporters
297237,301 - Precinct 1 - District Three,Fredericksburg (City),R05 - Fredericksburg,R05B - HD 65,065,"22407, 22401, 22408",5556,3472
297247,104 - Cooper,Hampton (City),R08 - Newport News,R08A - Hampton,087,"23666, 23602",5982,4863
297270,209 - Langley,Hampton (City),R08 - Newport News,R08C - HD 86,086,23669,3491,2166
297402,310 - Rosemont,Norfolk (City),R10 - Virginia Beach / Norfolk,R10E - Norfolk Central,093,"23455, 23513, 23505",4188,3693
297420,415 - Lake Taylor High School,Norfolk (City),R10 - Virginia Beach / Norfolk,R10E - Norfolk Central,093,"23518, 23601, 23513, 23502",2796,1822
297437,401 - Fourth Ward First Precinct,Petersburg (City),R11 - Southside,R11D - HD 82,082,"23805, 23804, 23834, 23803",3299,2740
297484,112 - One Hundred Twelve,Richmond (City),R06 - North Richmond,R06H - Westhampton,078,"23230, 22401, 23221",1583,1202
297511,413 - Four Hundred Thirteen,Richmond (City),R07 - South Richmond,R07H - West,078,23225,1935,1451
297513,503 - Five Hundred Three,Richmond (City),R06 - North Richmond,R06A - Downtown,078,"23220, 23221",2826,2483
297629,003 - Precinct 3,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10A - Virginia Beach,098,23454,2638,919
297637,011 - Precinct 11,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10A - Virginia Beach,099,"23503, 23459, 23451",4100,1747
2257755,144 - Precinct 144,Arlington,R01 - Inner Nova,R01B - Arlington,002,"22201, 22209",2792,2293
296033,505 - The Plains,Fauquier,R03 - Loudoun,R03C - HD 30,030,20198,216,99
295767,303 - Ridge,Dickenson,R13 - Southwest,R13B - Galax,045,"24228, 24230",625,46
1569599,413 - Tuscarora,Loudoun,R03 - Loudoun,R03C - HD 30,030,"20176, 20197, 20129, 20148",1698,751
1824845,215 - Saunders,Prince William,R04 - Prince William,R04A - Dale City,024,"20112, 22193, 23831, 22701",3065,2071
1866923,018 - Summit Hills,Roanoke (City),R12 - Shenandoah,R12B - North Roanoke,038,"24012, 24017, 24019, 24153",2935,1638
2228475,101 - Pagan River,Isle of Wight,R09 - Suffolk,R09D - Misc,083,"23430, 23304",3203,878
2257703,104 - Westlake,Stafford,R04 - Prince William,R04E - HD 64,064,"22406, 20191",2236,569
2274019,102 - Precinct 102,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10J - West Norfolk,095,23455,560,261
295353,901 - Painter,Accomack,R10 - Virginia Beach / Norfolk,R10F - North,100,"23341, 23420, 23480, 23417, 23350, 23410, 23401, 23422, 23306, 23056, 23310, 23423, 23437, 22963",2958,1720
295483,304 - Rolla,Augusta,R12 - Shenandoah,R12D - Staunton,035,"24401, 24482, 24437, 24467",2884,493
295496,801 - Dooms,Augusta,R12 - Shenandoah,R12D - Staunton,035,"22903, 22980, 22920",2088,271
295507,102 - Hardy Vol Fire Co,Bedford,R13 - Southwest,R13E - Lynchburg,051,"24101, 24179, 24095",1199,128
295522,503 - Boonsboro Elementary School,Bedford,R13 - Southwest,R13E - Lynchburg,053,"24536, 24503, 24551",2495,501
295554,403 - Eagle Rock,Botetourt,R12 - Shenandoah,R12B - North Roanoke,037,"24090, 24012, 23233, 24422, 24085",1725,228
295614,502 - Yellow Branch,Campbell,R13 - Southwest,R13E - Lynchburg,051,"24501, 24550, 24588, 24522",2180,413
295668,108 - Ecoff,Chesterfield,R07 - South Richmond,R07C - HD 75,075,"23237, 23112, 23831",5905,2799
295779,301 - Reams,Dinwiddie,R11 - Southside,R11D - HD 82,082,"23805, 23830",856,185
295791,504 - Bristow,Fairfax,R02 - Fairfax,R02A - Annandale,014,22003,3111,2280
295843,305 - El Nido,Fairfax,R02 - Fairfax,R02G - McLean,006,"22101, 22207",2646,1811
295884,423 - Clermont,Fairfax,R04 - Prince William,R04G - Spring Hill,017,"22303, 22310",3011,1970
295951,709 - Mosby #1,Fairfax,R02 - Fairfax,R02C - East Fairfax,011,"22031, 22030",2866,2061
295975,815 - Woodyard,Fairfax,R04 - Prince William,R04F - Lake Ridge,010,22039,1709,884
295983,841 - Popes Head,Fairfax,R02 - Fairfax,R02D - Fair Oaks,010,"22030, 22003, 22039",1743,872
296238,225 - Wilder,Henrico,R06 - North Richmond,R06D - Mechanicsville,080,23227,2091,1727
296244,305 - Jackson Davis,Henrico,R06 - North Richmond,R06G - West,058,"23229, 23139, 23233, 23238",1871,992
296315,603 - Ridgeway #1,Henry,R13 - Southwest,R13A -  Greater CD9,048,"24151, 24148",2186,405
296493,601 - Baskerville,Mecklenburg,R11 - Southside,R11A - Emporia,050,"23920, 23915, 23970, 23919",634,179
296658,601 - Prospect,Prince Edward,R14 - Charlottesville,R14D - South,050,"23958, 23960, 23901, 23966",2142,1050
296663,103 - Union Branch,Prince George,R11 - Southside,R11D - HD 82,082,"23842, 23805",2428,865
297070,203 - West Wytheville,Wythe,R13 - Southwest,R13B - Galax,046,24382,3667,540
297149,018 - Indian River,Chesapeake (City),R09 - Suffolk,R09F - South,091,"23322, 23320, 23325",2824,1676
297517,509 - Five Hundred Nine,Richmond (City),R07 - South Richmond,R07G - South Garden,077,"23224, 23225",2268,2023
297594,101 - Ward No 1,Staunton (City),R12 - Shenandoah,R12D - Staunton,036,"24401, 22980",4414,1951
297601,105 - Harbourview,Suffolk (City),R09 - Suffolk,R09C - HD 89,084,"23435, 20148, 23701, 22015",4370,2274
297630,004 - Precinct 4,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10A - Virginia Beach,099,"23451, 23220, 23454",3863,1524
297644,018 - Precinct 18,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10G - North Norfolk,100,"23518, 23455",3658,1629
546530,091 - Precinct 91,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10C - HD 97,097,"23464, 23462, 23456, 23453",4444,2212
892248,515 - Marshall,Prince William,R04 - Prince William,R04D - HD 22,022,"20112, 22039, 20181, 23831",2767,1296
295342,402 - Parksley,Accomack,R10 - Virginia Beach / Norfolk,R10F - North,100,"23320, 22315, 23357, 23308, 23421",1165,353
295562,102 - Rock Store,Brunswick,R11 - Southside,R11A - Emporia,083,"23920, 23868, 23857, 23430, 23893, 23887",881,371
295583,403 - South Grundy,Buchanan,R13 - Southwest,R13B - Galax,043,"24656, 24614, 24631",1024,203
1824844,214 - Lucasville,Prince William,R04 - Prince William,R04D - HD 22,022,"20112, 20111, 20110",3367,1411
1848145,096 - Precinct 96,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10A - Virginia Beach,099,"23454, 23451",2962,1694
1936188,111 - Potomac Yard,Alexandria (City),R01 - Inner Nova,R01A - Alexandria,005,"20176, 22301, 22305",2275,1699
1991016,412 - Clover Hill,Chesterfield,R07 - South Richmond,R07B - HD 73,073,"23112, 23234",4748,2325
2228472,634 - Newington #2,Fairfax,R04 - Prince William,R04F - Lake Ridge,018,"22153, 22046, 22079",3470,2340
2228482,243 - Sunrise Valley #2,Fairfax,R02 - Fairfax,R02I - Vienna,006,22182,1106,649
2257682,502 - Cuckoo #2,Louisa,R05 - Fredericksburg,R05D - SW,059,"23024, 23117, 23093",1384,371
2257708,143 - Precinct 143,Arlington,R01 - Inner Nova,R01D - Barcroft,003,22204,2970,2585
2274022,104 - Precinct 104,Virginia Beach (City),R09 - Suffolk,R09F - South,095,"23464, 23462",3245,2199
2274044,605 - Mack Benn Jr,Suffolk (City),R09 - Suffolk,R09C - HD 89,089,"23434, 23437",866,523
295394,402 - Jackson Heights,Alleghany,R12 - Shenandoah,R12B - North Roanoke,037,24426,1035,143
295514,302 - Bedford County Gym,Bedford,R13 - Southwest,R13E - Lynchburg,051,"24550, 24523, 24556, 24104",2407,330
295681,211 - Nash,Chesterfield,R11 - Southside,R11E - Colonial Heights / Chesterfield,074,"23901, 23838, 23237, 23832, 23831, 23112",5253,1976
295709,414 - Crenshaw,Chesterfield,R07 - South Richmond,R07F - [Retired],076,"23836, 23805, 23224, 23832, 23112, 23238",6268,2922
295744,302 - Eggbornsville,Culpeper,R05 - Fredericksburg,R05E - West,061,"20106, 22737, 22716, 22701",2062,470
295782,303 - Little Zion,Dinwiddie,R11 - Southside,R11D - HD 82,082,"23805, 23803, 23830, 23860, 23841, 23882",2268,838
295795,108 - Kings Park,Fairfax,R02 - Fairfax,R02C - East Fairfax,015,22151,3344,2126
295825,220 - Dogwood,Fairfax,R02 - Fairfax,R02D - Fair Oaks,007,"20171, 20191",4929,3534
295829,224 - South Lakes,Fairfax,R02 - Fairfax,R02D - Fair Oaks,007,"20120, 22556, 20191",5096,3657
295838,237 - McNair,Fairfax,R02 - Fairfax,R02F - Herndon,008,"20170, 20171",4954,3462
295953,711 - Price,Fairfax,R02 - Fairfax,R02C - East Fairfax,012,22031,2371,1576
296057,401 - Henry,Franklin,R13 - Southwest,R13A -  Greater CD9,039,"24088, 24151, 24102, 24055",1472,134
296082,403 - Parkin's Mill,Frederick,R12 - Shenandoah,R12E - Winchester,031,"22655, 22602",3357,1069
296200,704 - Elmont,Hanover,R06 - North Richmond,R06E - North,059,"23059, 23231, 23005",3782,1235
296220,203 - Brookland,Henrico,R06 - North Richmond,R06D - Mechanicsville,080,23228,1623,963
296226,211 - Greenwood,Henrico,R06 - North Richmond,R06D - Mechanicsville,080,"23060, 23221, 23228",957,835
296278,506 - Dorey,Henrico,R07 - South Richmond,R07A - East,081,"23150, 23231",3521,2170
296305,404 - Collinsville #2,Henry,R13 - Southwest,R13A -  Greater CD9,048,"24112, 24078",2211,560
296531,701 - Precinct G-1,Montgomery,R13 - Southwest,R13D - HD 41,041,24060,3363,2203
296542,102 - Tunstall,New Kent,R11 - Southside,R11B - Gloucester,060,"23141, 23231, 23111, 23124, 23140",1515,194
296653,302 - Mt Pleasant,Prince Edward,R14 - Charlottesville,R14D - South,050,"23954, 23947",754,360
296732,702 - Library,Prince William,R04 - Prince William,R04I - Woodbridge,019,"22191, 22206, 22193",3846,2644
296764,101 - Catawba,Roanoke,R13 - Southwest,R13D - HD 41,041,"24175, 24153, 24019, 24070, 24087",2692,405
297076,601 - Huddle,Wythe,R13 - Southwest,R13B - Galax,046,"24360, 24382, 24350, 24322",909,45
297084,202 - Kiln Creek,York,R08 - Newport News,R08B - HD 69,069,"23692, 23693",3751,1512
297105,205 - Douglas MacArthur School,Alexandria (City),R01 - Inner Nova,R01A - Alexandria,005,"22314, 22301, 22302, 22304",4252,3324
297202,010 - Ward Ten,Danville (City),R13 - Southwest,R13C - The Hollers,049,"23223, 24540",1782,1087
297361,314 - River,Newport News (City),R08 - Newport News,R08D - Newport News,085,"23601, 23607",1720,1133
297501,307 - Three Hundred Seven,Richmond (City),R06 - North Richmond,R06C - Highland Park,078,"23230, 23227",3573,2881
297514,504 - Five Hundred Four,Richmond (City),R06 - North Richmond,R06A - Downtown,078,"23220, 23225",3364,2849
297597,401 - Ward No 4,Staunton (City),R12 - Shenandoah,R12D - Staunton,036,"22980, 24401",3003,1393
297642,016 - Precinct 16,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10J - West Norfolk,095,"23455, 23462",3758,1636
297713,001 - Ward A,Waynesboro (City),R12 - Shenandoah,R12D - Staunton,036,"22952, 24401, 22980",3493,1232
331415,815 - Belmont Ridge,Loudoun,R03 - Loudoun,R03D - Leesburg,029,"20147, 22182, 20176",3934,2181
546528,089 - Precinct 89,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10I - South,096,23464,3101,1272
1071009,332 - Coates,Fairfax,R02 - Fairfax,R02F - Herndon,008,"22311, 20171, 20190, 20147, 22102, 20175",7110,4889
295387,101 - Arritt,Alleghany,R12 - Shenandoah,R12B - North Roanoke,037,"24426, 24445",1174,78
296896,401 - East Park,Smyth,R13 - Southwest,R13B - Galax,046,"24311, 24354",2984,352
1569587,105 - Berkley,Hanover,R06 - North Richmond,R06E - North,059,"23005, 23106, 23059",2519,1181
1569638,104 - East,Harrisonburg (City),R12 - Shenandoah,R12A - Harrisonburg,034,"22802, 22901, 24153, 22801, 22655",3768,2007
1949966,100 - Precinct 100,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10I - South,098,23456,1544,403
2257734,101 - Precinct 101,Arlington,R01 - Inner Nova,R01D - Barcroft,003,22204,3065,2599
2302163,326 - Independence,Loudoun,R03 - Loudoun,R03C - HD 30,030,"20152, 20105, 20148, 22310, 20175",3623,1839
295343,501 - Mappsville,Accomack,R10 - Virginia Beach / Norfolk,R10F - North,100,"23414, 23308, 23407, 23359, 23420, 23412, 23421, 23409",1231,669
295357,105 - Dunlora,Albemarle,R14 - Charlottesville,R14B - NE Charlottesville,054,"22901, 22902",3878,2773
295624,302 - Woodford,Caroline,R05 - Fredericksburg,R05A - East,067,"22427, 22556, 22580, 22408",2123,655
295628,501 - West Mattaponi,Caroline,R05 - Fredericksburg,R05C - HD 66,066,"22580, 22514, 22546, 22408",2000,968
295673,203 - Bird,Chesterfield,R07 - South Richmond,R07F - [Retired],076,"23234, 23237",3704,2073
295861,325 - Hutchison,Fairfax,R02 - Fairfax,R02F - Herndon,008,"20170, 20171",2756,2022
295963,727 - Oakton,Fairfax,R02 - Fairfax,R02I - Vienna,011,"20190, 22124, 22181",2780,1667
295988,846 - Greenbriar East,Fairfax,R02 - Fairfax,R02D - Fair Oaks,009,"22033, 22202, 22030, 22304",4093,2717
296145,403 - Precinct 4-C,Greensville,R11 - Southside,R11A - Emporia,083,23847,565,206
296165,801 - South Boston,Halifax,R13 - Southwest,R13C - The Hollers,049,24592,2800,1670
296203,103 - Glen Allen,Henrico,R06 - North Richmond,R06E - North,059,"23060, 23059",4744,2451
296260,404 - Gayton,Henrico,R06 - North Richmond,R06G - West,058,23238,3399,1739
296308,502 - Figsboro,Henry,R13 - Southwest,R13A -  Greater CD9,048,"24078, 24055, 24112",1295,214
296382,403 - Seminary,Lee,R13 - Southwest,R13B - Galax,045,"24243, 24219",674,29
296540,501 - Faber,Nelson,R14 - Charlottesville,R14A - Central,055,"22938, 22971, 24521, 22949",844,336
296547,302 - Cumberland,New Kent,R11 - Southside,R11C - HD 71,071,"23188, 23124, 23089",1736,385
296587,501 - Shenandoah,Page,R12 - Shenandoah,R12A - Harrisonburg,033,"22849, 23464, 22827",3405,282
296596,401 - Meadows Of Dan,Patrick,R13 - Southwest,R13A -  Greater CD9,047,"24053, 24343, 24084, 24171, 24177, 24120, 24091",1099,164
296613,305 - Riceville,Pittsylvania,R13 - Southwest,R13C - The Hollers,048,"24597, 24565, 24531, 24527, 24557",1107,470
296672,101 - Brentsville,Prince William,R04 - Prince William,R04D - HD 22,022,"20181, 20119, 20155, 20136, 20112, 20109",3251,925
296728,606 - Bel Air,Prince William,R04 - Prince William,R04A - Dale City,024,"22193, 22182",3204,2168
296840,502 - Swift Run,Rockingham,R12 - Shenandoah,R12A - Harrisonburg,034,22827,3078,200
296973,703 - Hampton,Stafford,R04 - Prince William,R04E - HD 64,064,"22405, 20164, 22304, 22408, 22209, 22554",4330,2043
297036,302 - South Abingdon,Washington,R13 - Southwest,R13B - Galax,044,"24210, 24211",3310,560
297066,402 - South Coeburn,Wise,R13 - Southwest,R13B - Galax,045,"24283, 24230, 24221",3030,192
297109,209 - James K Polk School,Alexandria (City),R01 - Inner Nova,R01I - Westend Alexandria,004,"22304, 22180",4449,3701
297231,401 - Precinct 4-1,Franklin (City),R09 - Suffolk,R09B - HD 84,084,23851,951,681
297272,210 - MacHen,Hampton (City),R08 - Newport News,R08F - Port Warwick,087,"23662, 23669, 23061, 23666",5669,4319
297301,302 - Third Ward Second Precinct,Lynchburg (City),R13 - Southwest,R13E - Lynchburg,052,"24502, 24515",4288,194
297407,402 - Berkley,Norfolk (City),R09 - Suffolk,R09F - South,092,"23701, 23523",2200,1979
297474,038 - Grove Baptist Church,Portsmouth (City),R09 - Suffolk,R09E - Portsmouth,088,"23321, 23703",4094,3391
297619,504 - Lake Cohoon,Suffolk (City),R09 - Suffolk,R09C - HD 89,084,"23434, 23437",4616,1635
297675,049 - Precinct 49,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10A - Virginia Beach,099,"23452, 23451",2676,1036
297690,064 - Precinct 64,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10I - South,096,"23456, 23320, 23464",4168,1989
297700,074 - Precinct 74,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10I - South,096,"23454, 23453",3216,1801
297223,001 - First Ward,Falls Church (City),R02 - Fairfax,R02E - Falls Church,013,"22101, 22209, 22046, 22044, 22554",3763,3022
296556,501 - Precinct 5-1,Northampton,R10 - Virginia Beach / Norfolk,R10F - North,100,"23316, 23417, 23310, 23350, 23306",1799,745
1866924,019 - Forest Park,Roanoke (City),R12 - Shenandoah,R12C - South Roanoke,038,24017,3740,2927
295672,202 - Beulah,Chesterfield,R07 - South Richmond,R07E - North Chesterfield,076,"23234, 23237, 23075",4436,2760
1569621,704 - Courtland Elementary,Spotsylvania,R05 - Fredericksburg,R05C - HD 66,066,"22553, 22191, 22406, 22407",4135,1699
1866912,004 - Williamson Road,Roanoke (City),R12 - Shenandoah,R12B - North Roanoke,038,"24019, 24017, 24012",3160,1661
295665,105 - Drewrys Bluff,Chesterfield,R07 - South Richmond,R07E - North Chesterfield,081,"23234, 23237",3223,1871
295678,208 - Meadowbrook,Chesterfield,R07 - South Richmond,R07E - North Chesterfield,076,"23237, 23234",3905,2623
295679,209 - Salem Church,Chesterfield,R07 - South Richmond,R07F - [Retired],076,"23831, 23237",3823,1860
295694,315 - Bailey Bridge,Chesterfield,R07 - South Richmond,R07F - [Retired],074,"23112, 23832",4063,1355
295758,301 - Precinct 3,Cumberland,R14 - Charlottesville,R14A - Central,056,"23040, 23901",1617,718
295869,405 - Groveton,Fairfax,R04 - Prince William,R04C - Groveton,016,"22201, 22026, 22306",2412,1833
295990,848 - Fair Oaks,Fairfax,R02 - Fairfax,R02D - Fair Oaks,009,22030,4714,3268
295997,903 - Cub Run,Fairfax,R02 - Fairfax,R02B - Centreville,009,"20120, 20194, 20191, 22202, 20151",5200,3080
296062,503 - Bowmans,Franklin,R13 - Southwest,R13A -  Greater CD9,039,"24065, 24059, 24079, 24067",1784,300
296148,103 - Republican Grove,Halifax,R13 - Southwest,R13C - The Hollers,050,"24592, 24557, 24577, 24569, 24558",1352,484
296163,702 - Midway,Halifax,R13 - Southwest,R13C - The Hollers,"050, 049","24592, 24598, 23917, 24541, 24529",1061,141
296197,701 - Farrington,Hanover,R06 - North Richmond,R06E - North,059,"23059, 23111, 23009, 23146, 23005",2750,631
296242,401 - Crestview,Henrico,R06 - North Richmond,R06G - West,058,"23229, 23230, 23226",2828,1664
296250,311 - Shady Grove,Henrico,R06 - North Richmond,R06B - HD 57,"057, 059",23059,3857,1883
296292,101 - Bassett #2,Henry,R13 - Southwest,R13A -  Greater CD9,047,"24089, 24055",990,281
296442,814 - Newton - Lee,Loudoun,R03 - Loudoun,R03D - Leesburg,029,20147,3854,1904
296574,101 - One West,Orange,R05 - Fredericksburg,R05E - West,062,"22960, 22923, 22972, 22968, 22957, 22701, 22942, 22209",2671,842
296816,102 - Timberville,Rockingham,R12 - Shenandoah,R12A - Harrisonburg,033,"22815, 22853",1858,190
296823,202 - Edom,Rockingham,R12 - Shenandoah,R12A - Harrisonburg,034,"22801, 22853, 22815, 22802, 22834",3146,565
296837,205 - Silver Lake,Rockingham,R12 - Shenandoah,R12A - Harrisonburg,035,"22821, 22812, 22831, 22841, 22801",3032,716
296884,401 - Woodstock North,Shenandoah,R12 - Shenandoah,R12A - Harrisonburg,033,"22644, 22664, 22842",2728,582
297164,033 - Westover,Chesapeake (City),R09 - Suffolk,R09F - South,091,"23322, 23320",1824,669
297235,201 - Precinct 1 - District Two,Fredericksburg (City),R05 - Fredericksburg,R05B - HD 65,065,"22407, 22401",4365,2631
297310,002 - Weems,Manassas (City),R03 - Loudoun,R03E - Manassas,020,"20110, 22192",4450,2733
297340,112 - Knollwood Meadows,Newport News (City),R08 - Newport News,R08E - Nicewood,070,"23608, 23602",4335,2370
297346,217 - Riverview,Newport News (City),R08 - Newport News,R08E - Nicewood,070,23602,2657,1279
297526,701 - Seven Hundred One,Richmond (City),R06 - North Richmond,R06A - Downtown,079,"22485, 23223",1920,1778
297654,028 - Precinct 28,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10J - West Norfolk,099,23452,2301,865
297657,031 - Precinct 31,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10A - Virginia Beach,098,"23456, 20120, 23454",4090,1178
297684,058 - Precinct 58,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10I - South,096,23456,2321,999
297695,069 - Precinct 69,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10J - West Norfolk,"100, 095","23410, 23462, 23455, 23453, 23505",3503,2224
297714,002 - Ward B,Waynesboro (City),R12 - Shenandoah,R12D - Staunton,036,"22980, 24014, 24441",4412,1683
296507,401- Harmony Village,Middlesex,R11 - Southside,R11B - Gloucester,068,"23149, 23169, 23092, 23071, 23116",1785,475
295339,301 - New Church,Accomack,R10 - Virginia Beach / Norfolk,R10F - North,100,"23302, 23488, 23415, 23416, 23483, 23359, 23395, 23356, 23337, 23442, 23303",2875,1513
297438,501 - Fifth Ward First Precinct,Petersburg (City),R11 - Southside,R11D - HD 82,082,"23832, 23805, 24501, 23803, 23223",3395,2968
296996,106 - Pocahontas,Tazewell,R13 - Southwest,R13B - Galax,043,"24635, 24605",349,20
1992182,065 - Waterway II,Chesapeake (City),R09 - Suffolk,R09A - Chesapeake,090,"23226, 23464, 23320",3339,1427
2257685,502 - Bass-Hoover,Frederick,R12 - Shenandoah,R12E - Winchester,031,"20105, 22655",2765,804
2257693,112 - Precinct 112,Arlington,R01 - Inner Nova,R01H - Shirlington,003,"22191, 22206",2784,2266
2298721,401 - Charlottesville High School,Charlottesville (City),R14 - Charlottesville,R14B - NE Charlottesville,054,"22942, 22901",3989,3379
295691,420 - New Tomahawk,Chesterfield,R07 - South Richmond,R07B - HD 73,073,23112,3401,1537
295781,401 - Dinwiddie,Dinwiddie,R11 - Southside,R11D - HD 82,082,"23803, 23885, 23841, 23840",2278,716
295853,317 - Westhampton,Fairfax,R02 - Fairfax,R02G - McLean,013,22043,1058,723
295929,613 - Westgate,Fairfax,R04 - Prince William,R04I - Woodbridge,016,"22307, 20180, 22309, 22121, 22308",3550,1917
295943,628 - Laurel Hill #1,Fairfax,R04 - Prince William,R04F - Lake Ridge,018,"23452, 22079, 22302",3638,2639
296042,201 - Columbia,Fluvanna,R14 - Charlottesville,R14C - S Charlottesville,056,"22963, 23093, 22974, 23038, 23084, 24084",4094,1423
296077,301 - Clear Brook,Frederick,R12 - Shenandoah,R12E - Winchester,032,"22656, 22624, 22603",2724,350
296225,210 - Glen Lea,Henrico,R06 - North Richmond,R06C - Highland Park,080,"23223, 23222",2329,1911
296518,301 - Precinct C-1,Montgomery,R13 - Southwest,R13D - HD 41,041,"24073, 24162, 24087, 24059",3264,586
296689,511 - Westridge,Prince William,R04 - Prince William,R04F - Lake Ridge,025,"20111, 22192, 22025, 22042",3895,2300
296767,104 - Northside,Roanoke,R12 - Shenandoah,R12B - North Roanoke,040,24019,2523,719
296777,206 - Hollins,Roanoke,R12 - Shenandoah,R12B - North Roanoke,040,"24019, 24153, 24020",1382,381
296967,601 - Ferry Farm,Stafford,R05 - Fredericksburg,R05B - HD 65,065,"22556, 22405",3091,1024
297187,005 - Fifth,Colonial Heights (City),R11 - Southside,R11E - Colonial Heights / Chesterfield,074,"23836, 23834",2722,537
297256,112 - Smith,Hampton (City),R08 - Newport News,R08C - HD 86,086,"23669, 23663",4424,3172
297325,104 - McIntosh,Newport News (City),R08 - Newport News,R08E - Nicewood,070,23608,3149,2322
297396,303 - Broad Creek,Norfolk (City),R10 - Virginia Beach / Norfolk,R10E - Norfolk Central,093,"23504, 23509, 23703",3361,2983
297611,401 - Airport,Suffolk (City),R09 - Suffolk,R09C - HD 89,089,23434,2148,762
1569564,134 - University,Fairfax,R02 - Fairfax,R02C - East Fairfax,011,"20112, 22030",2115,1392
296753,301 - Sperryville,Rappahannock,R03 - Loudoun,R03F - Misc,061,"22740, 22747, 22749",1140,461
296481,003 - Piankatank,Mathews,R11 - Southside,R11B - Gloucester,068,"23056, 23061, 23076, 23109, 23138, 23072, 23050, 23064, 23066, 23128, 23068, 23035",3169,661
296130,401 - Fries,Grayson,R13 - Southwest,R13B - Galax,046,"24326, 24153, 24330, 24350",725,62
1848143,110 - Charles Houston Center,Alexandria (City),R01 - Inner Nova,R01A - Alexandria,005,"22406, 22314",4984,3843
1866920,014 - Crystal Spring,Roanoke (City),R12 - Shenandoah,R12C - South Roanoke,038,"24014, 24016, 22802",3229,1704
2228517,111 - Stoneybrook,Newport News (City),R08 - Newport News,R08E - Nicewood,070,"23185, 23602, 23608",4811,3373
295575,102 - Blackey,Buchanan,R13 - Southwest,R13B - Galax,043,"24614, 24620, 24256",603,53
295856,320 - Herndon #2,Fairfax,R02 - Fairfax,R02F - Herndon,008,"20170, 22204",4731,3385
295878,417 - Garfield,Fairfax,R04 - Prince William,R04H - West Springfield,018,"22309, 22193, 22150",4448,3051
295906,520 - Skyline,Fairfax,R02 - Fairfax,R02A - Annandale,004,22041,3213,2560
295918,601 - Belle Haven,Fairfax,R04 - Prince William,R04C - Groveton,016,"22306, 22307, 22303",2888,1729
295939,806 - Sydenstricker,Fairfax,R04 - Prince William,R04H - West Springfield,018,"22152, 22153",3424,2161
296100,102 - Salem,Gloucester,R11 - Southside,R11B - Gloucester,068,"23149, 23061",1970,345
296152,302 - Meadville,Halifax,R13 - Southwest,R13C - The Hollers,050,"24565, 24577, 24558, 24597",543,275
296227,212 - Highland Gardens,Henrico,R06 - North Richmond,R06C - Highland Park,080,"23222, 23089, 23111, 23227, 23231",2496,2284
296336,102 - Berkeley B,James City,R11 - Southside,R11C - HD 71,071,"23188, 23185",3211,1380
296337,103 - Berkeley C,James City,R11 - Southside,R11C - HD 71,071,"23185, 23188, 23608, 23464",3240,1065
296339,202 - Jamestown B,James City,R11 - Southside,R11C - HD 71,071,"23188, 23185, 20187",3585,1860
296479,001 - Chesapeake,Mathews,R11 - Southside,R11B - Gloucester,068,"23109, 23138, 23130, 23163, 23045, 23125, 23072",1677,313
296645,302 - Lee's Landing,Powhatan,R14 - Charlottesville,R14A - Central,072,"23139, 23832",2497,518
296743,202 - South Pulaski,Pulaski,R13 - Southwest,R13A -  Greater CD9,046,24301,487,83
296830,304 - Grottoes,Rockingham,R12 - Shenandoah,R12A - Harrisonburg,035,24441,2340,299
296950,103 - College,Stafford,R04 - Prince William,R04E - HD 64,064,22406,3130,1484
296953,203 - Ruby,Stafford,R04 - Prince William,R04E - HD 64,064,"22728, 22554, 22556",3121,780
296954,204 - Stefaniga,Stafford,R04 - Prince William,R04E - HD 64,064,"22556, 22026, 22554, 22406",3746,1626
297035,301 - Watauga,Washington,R13 - Southwest,R13B - Galax,044,24211,3088,353
297075,502 - Sheffey,Wythe,R13 - Southwest,R13B - Galax,046,"24350, 24382, 24360, 24312",1970,122
297115,307 - Tucker West,Alexandria (City),R01 - Inner Nova,R01I - Westend Alexandria,004,"22312, 22304",3783,3091
297156,025 - St Julians,Chesapeake (City),R09 - Suffolk,R09F - South,091,23323,2710,1587
297483,111 - One Hundred Eleven,Richmond (City),R06 - North Richmond,R06H - Westhampton,078,"23226, 23221, 23230",1800,1244
297528,703 - Seven Hundred Three,Richmond (City),R06 - North Richmond,R06A - Downtown,079,"23223, 20110",2659,2367
892244,331 - Spring Hill,Fairfax,R02 - Fairfax,R02H - Reston,006,22102,2444,1497
