van_precinct_id,van_precinct_name,county_name,Current Region,Current Turf,HDs,Zips,voters,supporters
295704,408 - Reams,Chesterfield,R07 - South Richmond,R07E - North Chesterfield,077,23236,2124,1285
295812,127 - Burke Centre,Fairfax,R04 - Prince William,R04H - West Springfield,015,"22039, 20164, 22015",5046,3298
295857,321 - Clearview,Fairfax,R02 - Fairfax,R02H - Reston,007,"20164, 20170",4302,2703
295898,511 - Ravenwood,Fairfax,R02 - Fairfax,R02A - Annandale,013,"22079, 22044, 22042",1890,1350
295978,135 - Irving,Fairfax,R04 - Prince William,R04H - West Springfield,018,"22153, 22152",2851,1750
296030,401 - Salem,Fauquier,R03 - Loudoun,R03C - HD 30,030,"20186, 20115, 20198, 22207",3520,1179
296178,303 - Shady Grove,Hanover,R06 - North Richmond,R06D - Mechanicsville,060,23116,2694,716
296271,417 - Tuckahoe,Henrico,R06 - North Richmond,R06H - Westhampton,058,"23226, 23229, 23221, 23173",3976,1833
296681,110 - Buckland Mills,Prince William,R03 - Loudoun,R03B - HD 21,021,"20105, 20120, 20155, 22204, 20115",4105,2111
296805,301 - Maury River,Rockbridge,R12 - Shenandoah,R12D - Staunton,037,"24450, 24416, 24555",1384,238
297099,108 - George Washington Middle Sch,Alexandria (City),R01 - Inner Nova,R01A - Alexandria,005,22301,4502,3765
297150,019 - Jolliff,Chesapeake (City),R09 - Suffolk,R09C - HD 89,089,23321,1866,556
297333,201 - Bland,Newport News (City),R08 - Newport News,R08E - Nicewood,085,"23847, 23608, 23602",1125,798
297463,027 - Cavalier Manor Recreation Center,Portsmouth (City),R09 - Suffolk,R09E - Portsmouth,088,"23701, 23510",1922,1733
297566,020 - Eureka Park,Roanoke (City),R12 - Shenandoah,R12B - North Roanoke,038,24017,3357,2775
296818,104 - Bergton,Rockingham,R12 - Shenandoah,R12A - Harrisonburg,033,"22811, 22820",520,27
1569639,203 - West,Harrisonburg (City),R12 - Shenandoah,R12A - Harrisonburg,034,"22802, 22801",3673,2253
1706907,404 - Booker T Washington,Suffolk (City),R09 - Suffolk,R09C - HD 89,084,"23607, 23434",2624,2261
2228450,506 - Deep Run,Rockingham,R12 - Shenandoah,R12A - Harrisonburg,035,"24471, 22840, 24441",1318,144
2355394,521 - Rockaway,Chesterfield,R07 - South Richmond,R07H - West,077,"23235, 23225",3991,2117
295403,501 - Number Five,Amelia,R14 - Charlottesville,R14D - South,072,"23850, 23824, 23833, 23002, 23112",2142,549
295640,401 - Oakland,Carroll,R13 - Southwest,R13B - Galax,047,"24381, 24328, 24333",2022,171
295756,201 - Precinct 2,Cumberland,R14 - Charlottesville,R14A - Central,056,"23027, 23936, 23040, 23139",1606,417
295831,226 - Wolftrap,Fairfax,R02 - Fairfax,R02I - Vienna,006,"22180, 22182",3702,2358
296036,101 - Locust Grove,Floyd,R13 - Southwest,R13A -  Greater CD9,047,"24162, 24059, 20141, 24138, 24091, 24079, 24072",2460,477
296103,202 - Botetourt,Gloucester,R11 - Southside,R11B - Gloucester,068,"23128, 23061",3648,808
296153,304 - Vernon Hill,Halifax,R13 - Southwest,R13C - The Hollers,049,"24558, 24592, 24597",896,245
296302,305 - Mountain Valley,Henry,R13 - Southwest,R13A -  Greater CD9,048,"24530, 24054, 24112",1040,343
296364,101 - Precinct 1-1,Lancaster,R05 - Fredericksburg,R05A - East,067,"22408, 22309, 22503",1887,596
296588,101 - Ararat,Patrick,R13 - Southwest,R13A -  Greater CD9,047,"24053, 24076, 24343, 24120",938,119
297391,215 - Suburban Park,Norfolk (City),R10 - Virginia Beach / Norfolk,R10D - Norfolk,093,23505,2348,1403
297620,601 - Lakeside,Suffolk (City),R09 - Suffolk,R09C - HD 89,084,"23434, 23701, 23030",3261,2041
297711,085 - Precinct 85,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10A - Virginia Beach,098,"23454, 23456",4084,1390
546539,506 - Douglass,Loudoun,R03 - Loudoun,R03D - Leesburg,029,"20175, 20176, 20148",2208,1293
1706910,704 - Burbage Grant,Suffolk (City),R09 - Suffolk,R09C - HD 89,084,23435,3104,1836
1936700,321 - Brambleton Middle,Loudoun,R03 - Loudoun,R03G - South Riding,"029, 026","22153, 20148",3541,1998
2257674,304 - Aquia Episcopal,Stafford,R04 - Prince William,R04B - Dumfries,023,"22554, 22046",1115,688
295518,704 - Church Of God,Bedford,R13 - Southwest,R13E - Lynchburg,053,"24018, 24523",2692,576
295645,502 - Gladeville,Carroll,R13 - Southwest,R13B - Galax,047,"24333, 24381",1793,113
295897,510 - Parklawn,Fairfax,R02 - Fairfax,R02A - Annandale,014,"22041, 22312",2500,1827
296029,303 - Bealeton,Fauquier,R03 - Loudoun,R03F - Misc,061,22712,3397,1399
296162,701 - Hyco,Halifax,R13 - Southwest,R13C - The Hollers,049,"23225, 24520, 24558, 24592",1640,338
296573,501 - Precinct 5-1,Nottoway,R14 - Charlottesville,R14D - South,072,"23930, 23824, 23894, 23503",2005,671
296670,205 - Jefferson Park,Prince George,R07 - South Richmond,R07C - HD 75,075,"23801, 23150, 23860, 23875",3322,1577
296740,102 - New River,Pulaski,R13 - Southwest,R13A -  Greater CD9,042,"24084, 24141",3042,673
296857,501 - West Lebanon,Russell,R13 - Southwest,R13B - Galax,044,"24224, 24641, 24266, 24225",3273,355
296966,504 - Gayle,Stafford,R05 - Fredericksburg,R05B - HD 65,065,"22079, 22401, 22406",3291,1772
297605,203 - Kings Fork,Suffolk (City),R09 - Suffolk,R09C - HD 89,084,"23434, 23435",3851,2531
297683,057 - Precinct 57,Virginia Beach (City),R09 - Suffolk,R09F - South,095,23464,2568,1075
2228453,737 - Mosby #2,Fairfax,R02 - Fairfax,R02C - East Fairfax,012,"22031, 22172",1172,797
2257680,103 - Precinct 103,Arlington,R01 - Inner Nova,R01F - Crystal City,002,"22044, 22202",2056,1620
2355393,221 - Oxbridge,Chesterfield,R07 - South Richmond,R07F - [Retired],076,"23236, 23832, 23112",4520,2377
295397,601 - District 1,Alleghany,R12 - Shenandoah,R12B - North Roanoke,037,24422,1400,284
295913,527 - Edsall,Fairfax,R04 - Prince William,R04G - Spring Hill,018,"22312, 22151, 22003",2471,1581
295936,621 - Grosvenor,Fairfax,R04 - Prince William,R04C - Groveton,017,"22206, 20191, 22303, 22311",3121,2277
296041,101 - Palmyra,Fluvanna,R14 - Charlottesville,R14C - S Charlottesville,056,"22902, 22947, 22974, 22963",4281,1802
296295,201 - Fieldale,Henry,R13 - Southwest,R13A -  Greater CD9,048,"24089, 24112, 24055",1098,218
296621,404 - Kentuck,Pittsylvania,R13 - Southwest,R13C - The Hollers,049,"24566, 24540, 24527, 24594, 24586",2527,466
296668,203 - Brandon,Prince George,R11 - Southside,R11D - HD 82,082,"23881, 23842, 23860",945,227
296710,103 - Glenkirk,Prince William,R04 - Prince William,R04D - HD 22,022,20155,3931,2049
297015,502 - Graham,Tazewell,R13 - Southwest,R13B - Galax,043,"24613, 24605",3848,287
297021,301 - North River,Warren,R12 - Shenandoah,R12E - Winchester,031,"22644, 22630",3044,997
297255,111 - Hampton Library,Hampton (City),R08 - Newport News,R08A - Hampton,087,"23669, 23703",1246,780
297269,208 - Kraft,Hampton (City),R08 - Newport News,R08D - Newport News,087,"23666, 23462",4931,3098
297454,019 - Victory Elementary School,Portsmouth (City),R09 - Suffolk,R09E - Portsmouth,088,"23707, 23702, 23701",1283,629
297472,036 - Churchland High School,Portsmouth (City),R09 - Suffolk,R09E - Portsmouth,088,"23703, 23325",4033,2215
1992181,064 - Deep Creek II,Chesapeake (City),R09 - Suffolk,R09C - HD 89,089,"20175, 23323",3774,1698
2257762,154 - Precinct 154,Arlington,R01 - Inner Nova,R01E - Clarendon,002,22201,1820,1416
295580,203 - Rocklick,Buchanan,R13 - Southwest,R13B - Galax,043,"24620, 24603, 24614",1072,187
295977,825 - Cherry Run,Fairfax,R04 - Prince William,R04H - West Springfield,015,"22202, 20112, 22206, 22015",3070,1844
296015,926 - Powell,Fairfax,R02 - Fairfax,R02B - Centreville,010,"22043, 20120",5129,3533
296285,512 - Montrose,Henrico,R07 - South Richmond,R07A - East,081,"23464, 23231",3141,2564
296438,810 - Cedar Lane,Loudoun,R03 - Loudoun,R03A - Ashburn,028,"20166, 20147",3234,1848
296617,309 - East Gretna,Pittsylvania,R13 - Southwest,R13C - The Hollers,048,"24531, 23320, 24557",791,252
296757,101 - Precinct 1-1,Richmond,R05 - Fredericksburg,R05A - East,067,"22572, 22460",1249,528
296870,502 - Fort Blackmore,Scott,R13 - Southwest,R13B - Galax,045,"24244, 24250, 24230, 24219, 24245",656,34
297245,102 - Bassette,Hampton (City),R08 - Newport News,R08A - Hampton,087,"23669, 23661",3202,2809
297371,102 - Ocean View School,Norfolk (City),R10 - Virginia Beach / Norfolk,R10D - Norfolk,094,23503,2008,1101
297418,413 - Poplar Halls,Norfolk (City),R10 - Virginia Beach / Norfolk,R10E - Norfolk Central,093,"23456, 23502, 23455",3866,3110
297650,024 - Precinct 24,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10C - HD 97,097,23462,1263,459
892252,052 - Shipyard Road,Chesapeake (City),R09 - Suffolk,R09C - HD 89,089,"23323, 23322, 23324",2875,1266
2228514,862 - Willow Springs #2,Fairfax,R02 - Fairfax,R02B - Centreville,010,"22030, 20124",1795,1088
2228516,414 - Seymour,Prince William,R03 - Loudoun,R03B - HD 21,021,20109,2626,1634
2257722,127 - Precinct 127,Arlington,R01 - Inner Nova,R01D - Barcroft,003,22204,3627,2992
295608,302 - Otter River,Campbell,R13 - Southwest,R13E - Lynchburg,051,"24571, 24550, 24517",2028,305
296039,401 - Burks Fork,Floyd,R13 - Southwest,R13A -  Greater CD9,047,"24165, 24380, 24091, 24120, 24352",2446,416
296053,301 - Snow Creek,Franklin,R13 - Southwest,R13A -  Greater CD9,039,"24151, 24112, 24055, 24137",1115,145
296218,201 - Azalea,Henrico,R06 - North Richmond,R06C - Highland Park,080,"23227, 22172",4063,3570
296241,302 - Cedarfield,Henrico,R06 - North Richmond,R06G - West,058,23233,2771,1375
296433,703 - Rolling Ridge,Loudoun,R03 - Loudoun,R03H - Sterling,027,"20164, 20147, 22033",3165,2063
297088,401 - Harwoods Mill,York,R08 - Newport News,R08B - HD 69,069,"23692, 23693, 23608",3989,1202
297106,206 - Alexandria City High School,Alexandria (City),R01 - Inner Nova,R01H - Shirlington,003,"22302, 22304",3610,2881
297670,044 - Precinct 44,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10I - South,096,"23456, 23464",3659,1531
297072,401 - Fort Chiswell,Wythe,R13 - Southwest,R13B - Galax,046,"24360, 24382, 24324",1733,122
1071014,313 - Pinebrook,Loudoun,R03 - Loudoun,R03C - HD 30,030,20105,2291,1345
1569562,202 - Sutherland,Dinwiddie,R11 - Southside,R11D - HD 82,082,"23803, 23112, 23885",3075,957
2228457,204 - Canterbury,Henrico,R06 - North Richmond,R06C - Highland Park,080,23227,797,442
2257715,138 - Precinct 138,Arlington,R01 - Inner Nova,R01B - Arlington,"003, 002","23666, 22204",3475,2830
296287,514 - Pleasants,Henrico,R07 - South Richmond,R07A - East,081,"23075, 23223, 23231, 23229",3990,3443
297024,401 - East Shenandoah,Warren,R12 - Shenandoah,R12E - Winchester,031,"22642, 22602, 22630, 22655, 22033",4535,939
297089,402 - Dare,York,R08 - Newport News,R08B - HD 69,069,23692,4353,1321
297286,301 - Ward Three,Hopewell (City),R07 - South Richmond,R07C - HD 75,075,23860,2487,991
297311,001 - Precinct One,Manassas Park (City),R03 - Loudoun,R03E - Manassas,020,"22554, 20111",3445,2326
297379,203 - Ghent Square,Norfolk (City),R10 - Virginia Beach / Norfolk,R10D - Norfolk,092,"23507, 23510, 23517",1757,1185
297388,213 - Taylor Elementary School,Norfolk (City),R10 - Virginia Beach / Norfolk,R10D - Norfolk,092,"23517, 23220, 23507, 23510",3107,2209
2257720,136 - Precinct 136,Arlington,R01 - Inner Nova,R01G - Lee Heights,001,22207,3556,2883
296005,915 - Virginia Run,Fairfax,R02 - Fairfax,R02B - Centreville,009,"20121, 20120",3055,1516
296031,402 - Leeds,Fauquier,R03 - Loudoun,R03C - HD 30,030,"22630, 22642, 20144, 20198, 22931, 22643, 20184, 20130, 20115, 20117, 22639",3514,1198
296311,505 - Dyers Store,Henry,R13 - Southwest,R13A -  Greater CD9,048,24112,1081,253
296982,201 - Stony Creek,Sussex,R11 - Southside,R11A - Emporia,083,"23882, 23830",1050,531
297053,401 - Precinct 4-1,Westmoreland,R05 - Fredericksburg,R05A - East,067,"22443, 22485, 22407",3188,603
297085,301 - Seaford,York,R08 - Newport News,R08B - HD 69,069,"23696, 23692",4244,859
297363,316 - South Morrison,Newport News (City),R08 - Newport News,R08F - Port Warwick,085,23601,3071,2178
297471,035 - Churchland Elementary School,Portsmouth (City),R09 - Suffolk,R09E - Portsmouth,088,23703,2367,1045
297658,032 - Precinct 32,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10I - South,098,"23457, 23452",1630,261
297693,067 - Precinct 67,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10A - Virginia Beach,099,"23454, 23464",2296,1223
1816364,104 - Barnhardt Baptist Church,Bedford,R13 - Southwest,R13E - Lynchburg,"051, 039","24179, 24121, 24095",1642,199
1824855,712 - Leesylvania,Prince William,R04 - Prince William,R04B - Dumfries,019,"22191, 22304",3201,2043
2257709,126 - Precinct 126,Arlington,R01 - Inner Nova,R01D - Barcroft,003,"22204, 23228",3929,3177
2257753,306 - Midway,Stafford,R04 - Prince William,R04B - Dumfries,023,"22554, 22192, 22193",2983,1777
295369,305 - Country Green,Albemarle,R14 - Charlottesville,R14C - S Charlottesville,055,"22902, 22903, 22959",3186,2195
295712,503 - Midlothian,Chesterfield,R07 - South Richmond,R07B - HD 73,073,"23112, 23114, 23103, 23113",4675,2122
296420,509 - Tolbert,Loudoun,R03 - Loudoun,R03D - Leesburg,029,"20176, 20170, 20175",4704,2771
296421,501 - West Leesburg,Loudoun,R03 - Loudoun,R03D - Leesburg,029,"20132, 20175, 20176",3083,1675
296584,201 - East Luray,Page,R12 - Shenandoah,R12A - Harrisonburg,033,"22853, 22802, 20106, 22835, 22911, 22650, 22610, 22849",3614,522
296622,405 - Ringgold,Pittsylvania,R13 - Southwest,R13C - The Hollers,049,"24586, 24540, 24594",2897,601
297097,106 - Cora Kelly,Alexandria (City),R01 - Inner Nova,R01F - Crystal City,005,"22305, 22301, 22204, 22303, 22202",4816,3925
297139,008 - South Norfolk Recreation,Chesapeake (City),R09 - Suffolk,R09F - South,091,"23464, 23324",3687,1800
297365,318 - Wilson,Newport News (City),R08 - Newport News,R08D - Newport News,085,23607,1281,1095
297476,002 - Central Precinct,Radford (City),R13 - Southwest,R13A -  Greater CD9,042,"24301, 24141",2331,879
296751,101 - Washington,Rappahannock,R03 - Loudoun,R03F - Misc,061,"22627, 22640, 20106, 22716, 22747, 22749",1290,464
1706909,604 - Wilroy,Suffolk (City),R09 - Suffolk,R09C - HD 89,084,"22901, 23434",2851,1535
2228443,604 - Gar-Field,Prince William,R04 - Prince William,R04A - Dale City,"024, 025","22192, 22551, 22193",2838,2021
2257677,123 - Precinct 123,Arlington,R01 - Inner Nova,R01G - Lee Heights,001,22205,3120,2598
2302169,327 - Willard,Loudoun,R03 - Loudoun,R03C - HD 30,030,"20148, 20105",1699,741
295755,101 - Precinct 1,Cumberland,R14 - Charlottesville,R14A - Central,056,"23027, 23123, 23038, 23040",1592,438
295981,839 - Silverbrook,Fairfax,R04 - Prince William,R04F - Lake Ridge,015,"22039, 23233, 22079",3739,2025
296425,505 - Cool Spring,Loudoun,R03 - Loudoun,R03D - Leesburg,029,20175,3413,1764
296615,307 - East Blairs,Pittsylvania,R13 - Southwest,R13C - The Hollers,049,"24566, 24586, 24527, 24540",1888,1076
296731,701 - Belmont,Prince William,R04 - Prince William,R04I - Woodbridge,019,22191,3937,2414
297104,204 - Blessed Sacrament Church,Alexandria (City),R01 - Inner Nova,R01F - Crystal City,003,"22302, 22301",3150,2499
297162,031 - Carver School,Chesapeake (City),R09 - Suffolk,R09F - South,091,"23324, 23320",3836,2658
297263,202 - Bryan,Hampton (City),R08 - Newport News,R08C - HD 86,086,"23651, 23503, 23664, 23663",3713,2132
297366,319 - Saunders,Newport News (City),R08 - Newport News,R08F - Port Warwick,085,"23602, 23601, 23508, 23606",4353,2707
296489,302 - Lacrosse,Mecklenburg,R11 - Southside,R11A - Emporia,050,"23950, 23970, 23920",1087,435
296159,601 - Black Walnut,Halifax,R13 - Southwest,R13C - The Hollers,049,"24520, 24592, 23834",1286,362
296995,104 - Falls Mills,Tazewell,R13 - Southwest,R13B - Galax,043,"24613, 24605",799,31
1594346,120 - Lunsford,Loudoun,R03 - Loudoun,R03G - South Riding,026,"20152, 20120",4098,2397
1991023,215 - Two Hundred Fifteen,Richmond (City),R06 - North Richmond,R06C - Highland Park,078,"23229, 23220, 23230",3563,2611
2228441,510 - County Center,Prince William,R04 - Prince William,R04F - Lake Ridge,025,"22192, 20112",969,778
2257694,124 - Precinct 124,Arlington,R01 - Inner Nova,R01G - Lee Heights,001,"22207, 22201, 22310, 22205",4375,3609
2274016,501 - Starkey,Roanoke,R13 - Southwest,R13D - HD 41,041,"24018, 24065",1948,571
295488,405 - Cedar Green,Augusta,R12 - Shenandoah,R12D - Staunton,036,"22980, 24401, 24479",2160,377
295801,116 - Wakefield,Fairfax,R02 - Fairfax,R02C - East Fairfax,014,"22032, 22031, 22030, 22003",2464,1585
295808,123 - Robinson,Fairfax,R02 - Fairfax,R02C - East Fairfax,010,22032,5114,3344
295907,521 - Brook Hill,Fairfax,R02 - Fairfax,R02A - Annandale,014,22003,2566,1605
296104,301 - White Marsh,Gloucester,R11 - Southside,R11B - Gloucester,068,"23061, 23072, 22947",3908,818
296140,201 - Precinct 2-A,Greensville,R11 - Southside,R11A - Emporia,083,"23879, 23847",798,596
296446,202 - Louisa #2,Louisa,R05 - Fredericksburg,R05D - SW,059,"22942, 23093",1844,500
297121,004 - Fourth Precinct,Bristol (City),R13 - Southwest,R13B - Galax,044,24201,2697,346
297378,201 - Larchmont School,Norfolk (City),R10 - Virginia Beach / Norfolk,R10D - Norfolk,092,"23518, 23508",3081,1934
297475,001 - East Precinct,Radford (City),R13 - Southwest,R13A -  Greater CD9,042,"24018, 24084, 24141",2519,1104
1854593,123 - Cardinal Ridge,Loudoun,R03 - Loudoun,R03G - South Riding,027,20152,1891,1018
2228471,934 - Fox Valley,Fairfax,R02 - Fairfax,R02F - Herndon,009,22033,1532,1101
2228488,108 - Honey Meadows,Hanover,R06 - North Richmond,R06D - Mechanicsville,060,"23116, 23322, 23111",3220,1145
2274037,103 - North Glenvar,Roanoke,R13 - Southwest,R13D - HD 41,041,"24087, 24153",2245,379
295527,601 - Montvale Elem School,Bedford,R13 - Southwest,R13E - Lynchburg,053,"24064, 24523, 24174, 24122",2046,188
295670,111 - Iron Bridge,Chesterfield,R11 - Southside,R11E - Colonial Heights / Chesterfield,074,"23838, 23831, 23834",3238,1412
295960,720 - Thoreau,Fairfax,R02 - Fairfax,R02I - Vienna,012,"22180, 22027, 22207",3172,2179
296164,703 - Virgilina,Halifax,R13 - Southwest,R13C - The Hollers,049,"24598, 24520",781,95
296254,314 - Three Chopt,Henrico,R06 - North Richmond,R06G - West,058,"23229, 23294",2559,1275
296338,201 - Jamestown A,James City,R11 - Southside,R11C - HD 71,071,"23185, 23188, 23502",2352,1151
296488,301 - Bracey,Mecklenburg,R11 - Southside,R11A - Emporia,050,"23950, 23919, 23093",1655,232
296513,102 - Precinct A-2,Montgomery,R13 - Southwest,R13D - HD 41,041,"24061, 24060",2681,1813
296519,302 - Precinct C-2,Montgomery,R13 - Southwest,R13D - HD 41,041,24073,1391,401
296781,304 - Oak Grove,Roanoke,R12 - Shenandoah,R12C - South Roanoke,040,"24153, 24018, 24014",2454,746
296920,101 - Partlow Ruritan,Spotsylvania,R05 - Fredericksburg,R05C - HD 66,066,"23015, 22546, 20151, 23024, 22534, 22551",3344,569
1569570,734 - Hunters Branch,Fairfax,R02 - Fairfax,R02C - East Fairfax,011,"22043, 22031, 22304",3132,2265
1706902,414 - Four Hundred Fourteen,Richmond (City),R07 - South Richmond,R07H - West,078,"23235, 23225",2161,1523
1866916,009 - Highland,Roanoke (City),R12 - Shenandoah,R12C - South Roanoke,038,"24013, 24011, 24016",4353,2574
2257729,151 - Precinct 151,Arlington,R01 - Inner Nova,R01C - Ballston,001,22203,870,687
295371,402 - Monticello,Albemarle,R14 - Charlottesville,R14C - S Charlottesville,055,"22902, 24590",1662,718
296181,401 - Battlefield,Hanover,R06 - North Richmond,R06D - Mechanicsville,060,"23111, 23124",2811,509
296300,303 - Irisburg,Henry,R13 - Southwest,R13A -  Greater CD9,048,"24112, 24054, 24148",2308,758
296310,504 - Oak Level,Henry,R13 - Southwest,R13A -  Greater CD9,047,"24055, 24102",665,103
296480,002 - Westville,Mathews,R11 - Southside,R11B - Gloucester,068,"23109, 23025, 23128, 23021, 23056, 23130, 23119, 23035, 23045, 23860, 23066, 23050",2639,568
296544,201 - Quinton,New Kent,R11 - Southside,R11B - Gloucester,060,"23140, 23141",2472,650
296673,203 - Bennett,Prince William,R04 - Prince William,R04D - HD 22,022,"23231, 20111, 22554, 20112, 20110, 22030",4274,2322
296941,601 - Battlefield Elementary,Spotsylvania,R05 - Fredericksburg,R05D - SW,063,"22407, 22553",3761,1732
296965,503 - Drew,Stafford,R05 - Fredericksburg,R05B - HD 65,065,"22134, 22554, 22405",4501,1983
297244,101 - Aberdeen,Hampton (City),R08 - Newport News,R08A - Hampton,087,"23666, 23702, 23669",3462,2827
948796,307 - Cosby,Chesterfield,R07 - South Richmond,R07B - HD 73,073,"23832, 23836, 20105, 23120, 23838",3785,1677
1569558,517 - Roseland,Chesterfield,R07 - South Richmond,R07B - HD 73,073,"23112, 23114, 23120",3013,1056
1569592,705 - South Anna,Hanover,R06 - North Richmond,R06E - North,059,"23192, 23059",1502,309
2228494,304 - Gibson School,Frederick,R12 - Shenandoah,R12E - Winchester,032,"22655, 22601, 22603",1247,430
2257676,141 - Precinct 141,Arlington,R01 - Inner Nova,R01E - Clarendon,002,22201,4192,3309
295727,302 - Pine Grove,Clarke,R12 - Shenandoah,R12E - Winchester,031,20135,786,230
296002,911 - Navy,Fairfax,R02 - Fairfax,R02D - Fair Oaks,008,"22033, 20171",4389,2830
296426,214 - Sugarland North,Loudoun,R03 - Loudoun,R03H - Sterling,027,"20165, 20164",2813,1562
296523,402 - Precinct D-2,Montgomery,R13 - Southwest,R13D - HD 41,041,"24073, 24347, 24149, 24141",3228,552
296947,101 - Hartwood,Stafford,R04 - Prince William,R04E - HD 64,064,"20136, 22556, 22406, 22401, 24018",4981,1372
297383,208 - Larchmont Library,Norfolk (City),R10 - Virginia Beach / Norfolk,R10D - Norfolk,094,23508,1845,1048
297451,014 - Brighton Elementary School,Portsmouth (City),R09 - Suffolk,R09E - Portsmouth,088,"23702, 23704, 23703",2276,2018
1706906,305 - Shoulders Hill,Suffolk (City),R09 - Suffolk,R09C - HD 89,089,23435,1359,695
295479,203 - Weyers Cave,Augusta,R12 - Shenandoah,R12D - Staunton,035,"24467, 24437, 24486, 24441",2815,431
295901,515 - Westlawn,Fairfax,R02 - Fairfax,R02A - Annandale,013,22042,1992,1403
296116,402 - Centerville,Goochland,R06 - North Richmond,R06B - HD 57,057,"23146, 23103, 23233, 23059",3008,979
296206,105 - Hermitage,Henrico,R06 - North Richmond,R06G - West,"080, 059","23228, 23824, 23294, 23060",4122,2547
296808,401 - Fairfield,Rockbridge,R12 - Shenandoah,R12D - Staunton,036,"24450, 24416, 24483, 24472, 24435",1130,199
297133,002 - Bethel,Chesapeake (City),R09 - Suffolk,R09A - Chesapeake,090,"23322, 23464",3002,468
297304,305 - Third Ward Fifth Precinct,Lynchburg (City),R13 - Southwest,R13E - Lynchburg,052,24502,4533,1667
297470,034- Churchland Branch Library,Portsmouth (City),R09 - Suffolk,R09E - Portsmouth,088,23703,1835,858
1569583,401 - Armel,Frederick,R12 - Shenandoah,R12E - Winchester,031,"22602, 22663, 22655",2390,624
1848146,097 - Precinct 97,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10I - South,096,"23464, 23456",3175,1791
295391,301 - Callaghan,Alleghany,R12 - Shenandoah,R12B - North Roanoke,037,24426,720,36
295476,103 - Verona,Augusta,R12 - Shenandoah,R12D - Staunton,035,"22980, 24482, 24401, 22939",2250,338
296011,921 - Deer Park,Fairfax,R02 - Fairfax,R02B - Centreville,009,20120,3593,2091
297431,512 - Azalea Gardens,Norfolk (City),R10 - Virginia Beach / Norfolk,R10G - North Norfolk,094,23518,1834,1064
297699,073 - Precinct 73,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10I - South,096,"23452, 23453, 23462",3501,1965
546537,411 - East Lovettsville,Loudoun,R03 - Loudoun,R03C - HD 30,030,"20180, 20197",2584,929
296019,102 - Catlett,Fauquier,R03 - Loudoun,R03F - Misc,061,"22406, 20119, 22728, 22720, 22556, 20181, 22193",3483,789
296472,003 - Rochelle,Madison,R05 - Fredericksburg,R05E - West,062,"22709, 22960, 22738, 22731, 22972, 22727",882,156
2228486,106 - Holladay,Henrico,R06 - North Richmond,R06C - Highland Park,080,23228,1741,968
2302180,711 - Guilford,Loudoun,R03 - Loudoun,R03H - Sterling,027,"20166, 20164",2143,1333
295713,504 - Robious,Chesterfield,R07 - South Richmond,R07H - West,072,23113,5264,2492
295766,302 - Herald,Dickenson,R13 - Southwest,R13B - Galax,045,"24272, 24283, 24269, 24230",586,48
295834,233 - North Point,Fairfax,R02 - Fairfax,R02H - Reston,007,"22044, 20194, 20170",2639,1676
295934,618 - Newington #1,Fairfax,R04 - Prince William,R04H - West Springfield,018,22153,2414,1460
296253,313 - Stoney Run,Henrico,R06 - North Richmond,R06B - HD 57,057,"23228, 23233",4286,2193
296478,009 - Etlan,Madison,R05 - Fredericksburg,R05E - West,062,"22719, 22735, 22740, 22722, 22727",578,123
296484,103 - Clarksville South,Mecklenburg,R11 - Southside,R11A - Emporia,050,"24529, 23927, 24580",1353,622
296879,201 - Conicville,Shenandoah,R12 - Shenandoah,R12A - Harrisonburg,033,"22842, 22824, 22664, 22810",3021,324
297045,701 - High Point,Washington,R13 - Southwest,R13B - Galax,044,"24201, 24211, 24630, 24202",2343,205
297130,202 - Trailblazer,Charlottesville (City),R14 - Charlottesville,R14B - NE Charlottesville,054,"22904, 22903",4098,3096
297643,017 - Precinct 17,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10G - North Norfolk,100,"23509, 23455, 23462",2602,1030
1982051,606 - Mechums River,Albemarle,R14 - Charlottesville,R14E - UV,055,"22901, 22932, 22903",4031,2489
295381,601 - Crozet,Albemarle,R14 - Charlottesville,R14E - UV,055,"22901, 22903, 22932",3988,2236
295400,201 - Number Two,Amelia,R14 - Charlottesville,R14D - South,072,"23002, 23139, 23236",2055,515
295957,536 - Woodburn,Fairfax,R02 - Fairfax,R02A - Annandale,014,"22042, 22003, 22172",3641,2482
296249,310 - Sadler,Henrico,R06 - North Richmond,R06B - HD 57,057,"22443, 23059, 23111",3947,2253
296341,302 - Powhatan B,James City,R11 - Southside,R11C - HD 71,071,23188,1496,701
296747,304 - Snowville,Pulaski,R13 - Southwest,R13A -  Greater CD9,042,"24141, 24347",1400,168
297112,304 - Tucker School,Alexandria (City),R01 - Inner Nova,R01I - Westend Alexandria,005,"22079, 22304, 22206, 22003, 22310, 22152",4294,3544
297621,602 - Olde Towne,Suffolk (City),R09 - Suffolk,R09C - HD 89,084,23434,997,662
