van_precinct_id,van_precinct_name,county_name,Current Region,Current Turf,HDs,Zips,voters,supporters
295900,513 - Saint Albans,Fairfax,R02 - Fairfax,R02A - Annandale,014,"22655, 22003, 22041",2793,1982
296076,203 - Redland,Frederick,R12 - Shenandoah,R12E - Winchester,032,"22835, 22603, 22637, 22625",3969,683
296080,604 - Carpers Valley,Frederick,R12 - Shenandoah,R12E - Winchester,032,"22601, 22602",1000,196
296227,212 - Highland Gardens,Henrico,R06 - North Richmond,R06C - Highland Park,080,"23089, 23227, 23222, 23231, 23111",2496,2284
296251,415 - Skipwith,Henrico,R06 - North Richmond,R06G - West Henrico,058,23294,1978,1166
296286,513 - Nine Mile,Henrico,R07 - South Richmond,R07A - East,081,23075,1582,1066
296571,401 - Precinct 4-1,Nottoway,R14 - Charlottesville,R14D - South,072,23824,1293,866
296681,110 - Buckland Mills,Prince William,R03 - Loudoun,R03B - HD 21,021,"20155, 20105, 22204, 20120, 20115",4105,2111
296696,303 - Graham Park,Prince William,R04 - Prince William,R04B - Dumfries,023,"22309, 22172, 23231",2516,1708
296742,201 - Draper,Pulaski,R13 - Southwest,R13A -  Greater CD9,042,"24301, 24141, 24324, 24084",1731,165
297027,502 - Bentonville,Warren,R12 - Shenandoah,R12E - Winchester,033,"22610, 22630, 22066",1234,165
297146,015 - Greenbrier Middle School,Chesapeake (City),R09 - Suffolk,R09A - Chesapeake,091,"23462, 23320",4103,2327
297167,036 - Great Bridge Baptist Church,Chesapeake (City),R09 - Suffolk,R09A - Chesapeake,090,"23322, 23320",3052,895
297432,001 - East Ward,Norton (City),R13 - Southwest,R13B - Galax,045,"24230, 24273, 24216, 24293, 24219",2664,325
331415,815 - Belmont Ridge,Loudoun,R03 - Loudoun,R03D - Leesburg,029,"20147, 20176, 22182",3934,2181
546536,403 - Stonehouse C,James City,R11 - Southside,R11C - HD 71,071,"23188, 23011, 22511, 23185, 23234, 23168",4570,1596
1824847,314 - Cabin Branch,Prince William,R04 - Prince William,R04A - Dale City,024,22193,2666,1543
1991022,314 - Longhouse,Chesterfield,R11 - Southside,R11E - Colonial Heights / Chesterfield,074,"23834, 23838, 23803, 23875",2307,670
1991023,215 - Two Hundred Fifteen,Richmond (City),R06 - North Richmond,R06C - Highland Park,078,"23220, 23230, 23229",3563,2611
2228461,631 - Pohick Creek,Fairfax,R04 - Prince William,R04I - Woodbridge,019,"22060, 22079",2579,1796
2228466,502 - Beaver Dam,Isle of Wight,R09 - Suffolk,R09B - HD 84,084,"23851, 23487, 23315",1509,466
295370,401 - Scottsville,Albemarle,R14 - Charlottesville,R14C - S Charlottesville,055,"22902, 22935, 24562, 22937, 22406, 24590",1914,744
295531,701 - Goode Vol Rescue Squad,Bedford,R13 - Southwest,R13E - Lynchburg,053,"24556, 24551, 22408, 23437, 22025",2840,329
295694,315 - Bailey Bridge,Chesterfield,R07 - South Richmond,R07F - South Chesterfield,074,"23832, 23112",4063,1355
296022,105 - Opal,Fauquier,R03 - Loudoun,R03F - Fauquier,061,"22712, 22728, 20187",1621,375
296030,401 - Salem,Fauquier,R03 - Loudoun,R03C - HD 30,030,"20186, 20198, 22207, 20115",3520,1179
296042,201 - Columbia,Fluvanna,R14 - Charlottesville,R14C - S Charlottesville,056,"23093, 23084, 22963, 23038, 22974, 24084",4094,1423
296067,701 - Rocky Mount East,Franklin,R13 - Southwest,R13A -  Greater CD9,039,24151,1833,519
296149,201 - Clays Mill,Halifax,R13 - Southwest,R13C - The Hollers,050,"24539, 24558, 24577, 24589",825,195
296213,114 - Staples Mill,Henrico,R06 - North Richmond,R06G - West Henrico,059,23060,3296,1748
296226,211 - Greenwood,Henrico,R06 - North Richmond,R06D - Mechanicsville,080,"23060, 23221, 23228",957,835
296542,102 - Tunstall,New Kent,R11 - Southside,R11B - Gloucester,060,"23141, 23231, 23124, 23111, 23140",1515,194
297019,201 - Happy Creek,Warren,R12 - Shenandoah,R12E - Winchester,031,22630,3248,833
297051,201 - Precinct 2-1,Westmoreland,R05 - Fredericksburg,R05A - East,067,"22442, 22520, 22469, 22488, 20189",1999,731
297397,304 - Coleman Place School,Norfolk (City),R10 - Virginia Beach / Norfolk,R10E - Norfolk Central,093,"23502, 23513",1722,1346
297419,414 - Young Park,Norfolk (City),R10 - Virginia Beach / Norfolk,R10D - West Norfolk,092,"23504, 23510, 23517",2990,2700
297597,401 - Ward No 4,Staunton (City),R12 - Shenandoah,R12D - Staunton,036,"24401, 22980",3003,1393
297639,013 - Precinct 13,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10C - HD 97,097,23452,4381,1785
297700,074 - Precinct 74,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10I - South,096,"23454, 23453",3216,1801
296165,801 - South Boston,Halifax,R13 - Southwest,R13C - The Hollers,049,24592,2800,1670
1569594,203 - Jamestown C,James City,R11 - Southside,R11C - HD 71,071,"23462, 23188, 23185",3104,1334
1854600,626 - Ashby Ponds,Loudoun,R03 - Loudoun,R03A - Ashburn,028,20147,2132,1210
295364,301 - Ivy,Albemarle,R14 - Charlottesville,R14E - UV,055,"22947, 22945, 22903, 22901",4156,2685
295834,233 - North Point,Fairfax,R02 - Fairfax,R02H - Reston,007,"22044, 20170, 20194",2639,1676
295875,413 - Fairfield,Fairfax,R04 - Prince William,R04C - Groveton,016,22309,3131,2555
295928,612 - Waynewood,Fairfax,R04 - Prince William,R04C - Groveton,016,22308,1502,887
295977,825 - Cherry Run,Fairfax,R04 - Prince William,R04H - West Springfield,015,"22206, 20112, 22015, 22202",3070,1844
296026,203 - Ward 3,Fauquier,R03 - Loudoun,R03F - Fauquier,061,20186,1524,656
296756,502 - Flint Hill,Rappahannock,R03 - Loudoun,R03F - Fauquier,061,"22835, 22640, 22630, 22627, 20106",689,243
297149,018 - Indian River,Chesapeake (City),R09 - Suffolk,R09F - East Portsmouth,091,"23320, 23325, 23322",2824,1676
297277,215 - Peake,Hampton (City),R08 - Newport News,R08C - HD 86,086,23669,1136,892
297296,105 - First Ward Fifth Precinct,Lynchburg (City),R13 - Southwest,R13E - Lynchburg,052,"24502, 24503",1802,789
297339,321 - Hilton,Newport News (City),R08 - Newport News,R08F - Port Warwick,085,23601,2441,1255
297504,402 - Four Hundred Two,Richmond (City),R07 - South Richmond,R07G - South Garden,077,"23223, 23831, 23225",3463,2724
297589,006 - South Salem No 1,Salem (City),R12 - Shenandoah,R12B - North Roanoke,040,24153,1450,349
297620,601 - Lakeside,Suffolk (City),R09 - Suffolk,R09B - HD 84,084,"23030, 23434, 23701",3261,2041
297704,078 - Precinct 78,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10I - South,096,"23464, 23462, 23456",2920,1362
295382,602 - Free Union,Albemarle,R14 - Charlottesville,R14E - UV,055,"22932, 22935, 22901, 22936, 22940",1552,699
296588,101 - Ararat,Patrick,R13 - Southwest,R13A -  Greater CD9,047,"24053, 24076, 24343, 24120",938,119
2228509,857 - Island Pond,Fairfax,R02 - Fairfax,R02D - Fair Oaks,011,"22030, 22124",209,150
296078,302 - Neff's Town,Frederick,R12 - Shenandoah,R12E - Winchester,032,22603,1093,264
296081,402 - Shenandoah,Frederick,R12 - Shenandoah,R12E - Winchester,031,22602,3844,1187
296086,503 - Canterburg,Frederick,R12 - Shenandoah,R12E - Winchester,031,"22630, 22663, 22655",3512,1113
296863,204 - Clark's,Scott,R13 - Southwest,R13B - Galax,045,"24251, 24202, 24258",367,12
297128,301 - Jackson-Via,Charlottesville (City),R14 - Charlottesville,R14B - NE Charlottesville,054,"22903, 22902",3992,3459
297298,202 - Second Ward Second Precinct,Lynchburg (City),R13 - Southwest,R13E - Lynchburg,052,"24504, 24501",4832,3148
297426,506 - Ocean View Golf Course,Norfolk (City),R10 - Virginia Beach / Norfolk,R10G - North Norfolk,094,23503,4364,2734
297437,401 - Fourth Ward First Precinct,Petersburg (City),R11 - Southside,R11D - HD 82,082,"23803, 23805, 23804, 23834",3299,2740
297653,027 - Precinct 27,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10C - HD 97,097,"23464, 23462",1651,573
1992181,064 - Deep Creek II,Chesapeake (City),R09 - Suffolk,R09C - HD 89,089,"20175, 23323",3774,1698
2228498,220 -Jenkins,Newport News (City),R08 - Newport News,R08E - Nicewood,070,"23602, 23608",4361,2856
2257741,113 - Precinct 113,Arlington,R01 - Inner Nova,R01D - Barcroft,003,22204,2312,1906
295389,201 - Humpback Bridge,Alleghany,R12 - Shenandoah,R12B - North Roanoke,037,24426,645,79
295920,604 - Bucknell,Fairfax,R04 - Prince William,R04C - Groveton,016,"20106, 22307, 22306, 22060",4790,3624
296021,104 - Lois,Fauquier,R03 - Loudoun,R03F - Fauquier,061,"22720, 22728, 22712, 22406",1478,347
296205,104 - Greendale,Henrico,R06 - North Richmond,R06G - West Henrico,080,"23228, 23230, 22535",1788,1128
296679,108 - Victory,Prince William,R04 - Prince William,R04D - HD 22,022,"22102, 20109, 20136",3987,2133
297098,107 - Mt Vernon Recreation Center,Alexandria (City),R01 - Inner Nova,R01F - Crystal City,005,"22305, 22301, 22602",4817,3970
297148,017 - Indian Creek,Chesapeake (City),R09 - Suffolk,R09A - Chesapeake,090,23322,2294,420
297154,023 - Oak Grove,Chesapeake (City),R09 - Suffolk,R09A - Chesapeake,090,23320,3379,1643
297163,032 - Providence,Chesapeake (City),R09 - Suffolk,R09F - East Portsmouth,092,"23324, 23325, 23452",4126,3357
297241,001 - East,Galax (City),R13 - Southwest,R13B - Galax,047,"24333, 23455, 24381",1973,285
297453,017 - Victory Life Fellowship,Portsmouth (City),R09 - Suffolk,R09E - West Portsmouth,091,23702,3030,1985
297459,023 - Westhaven Baptist Church,Portsmouth (City),R09 - Suffolk,R09E - West Portsmouth,088,"23701, 23707",1958,674
297495,301 - Three Hundred One,Richmond (City),R06 - North Richmond,R06C - Highland Park,079,"23222, 23227",1618,1468
296409,307 - Middleburg,Loudoun,R03 - Loudoun,R03C - HD 30,030,"20117, 20112, 20132, 20184, 22202",1473,638
1058757,507 - Laurel Meadow,Hanover,R06 - North Richmond,R06D - Mechanicsville,060,"23111, 23116",2595,590
1824852,611 - Neabsco,Prince William,R04 - Prince William,R04A - Dale City,024,22193,3681,2613
1854142,403 - Forestdale,Fairfax,R04 - Prince William,R04G - Spring Hill,017,"22150, 22204",1545,1061
1992184,309 - Olympus Condo,Alexandria (City),R01 - Inner Nova,R01I - Westend Alexandria,004,"22304, 22191",2813,2389
295620,703 - Morris Church,Campbell,R13 - Southwest,R13E - Lynchburg,051,"24538, 24528, 24554, 24522, 23963",1438,271
295639,303 - Dugspur,Carroll,R13 - Southwest,R13B - Galax,047,"24347, 24380, 24343, 24325, 24105",542,43
295767,303 - Ridge,Dickenson,R13 - Southwest,R13B - Galax,045,"24230, 24228",625,46
295812,127 - Burke Centre,Fairfax,R04 - Prince William,R04H - West Springfield,015,"20164, 22015, 22039",5046,3298
295898,511 - Ravenwood,Fairfax,R02 - Fairfax,R02A - Annandale,013,"22044, 22079, 22042",1890,1350
296001,910 - London Towne,Fairfax,R02 - Fairfax,R02B - Centreville,009,"20120, 20191",4511,3069
296288,516 - Sandston,Henrico,R07 - South Richmond,R07A - East,081,"23150, 23231",2444,993
296772,201 - Plantation,Roanoke,R12 - Shenandoah,R12B - North Roanoke,040,"24019, 24012",2370,649
296920,101 - Partlow Ruritan,Spotsylvania,R05 - Fredericksburg,R05C - HD 66,066,"22534, 22551, 23024, 20151, 22546, 23015",3344,569
297090,501 - Tabb,York,R08 - Newport News,R08C - HD 86,086,"23356, 23693, 23072",4306,1583
297108,208 - Nova Arts Center,Alexandria (City),R01 - Inner Nova,R01H - Shirlington,004,"22314, 22311, 22206, 22203, 22302, 22204",3423,2753
297118,001 - First Precinct,Bristol (City),R13 - Southwest,R13B - Galax,044,24201,2595,343
297308,404 - Fourth Ward Fourth Precinct,Lynchburg (City),R13 - Southwest,R13E - Lynchburg,052,"24503, 24501, 24502",3787,1775
297444,001 - Emanuel A. M. E. Church,Portsmouth (City),R09 - Suffolk,R09E - West Portsmouth,088,"23503, 23704, 23321",2894,2085
297447,009 - Third Baptist Church,Portsmouth (City),R09 - Suffolk,R09E - West Portsmouth,088,"23704, 23435, 23707",2495,1978
1569548,102 - Sparta,Caroline,R05 - Fredericksburg,R05A - East,067,"22436, 22546, 22427, 22514, 23069, 22438",1562,428
1569615,210 - Yates Ford,Prince William,R04 - Prince William,R04D - HD 22,022,"20121, 20110, 20111, 23188",3527,1576
1854602,628 - Moorefield Station,Loudoun,R03 - Loudoun,R03A - Ashburn,026,"20176, 20148, 20166",2676,1511
1866910,105 - South East Central,Harrisonburg (City),R12 - Shenandoah,R12A - Harrisonburg,034,"22807, 22801",1125,363
2257681,504 - Precinct E-4,Montgomery,R13 - Southwest,R13D - HD 41,041,"24061, 20111, 24060",666,382
2257733,703 - Precinct G-3,Montgomery,R13 - Southwest,R13D - HD 41,041,24060,2231,1387
2257757,220 - Falling Creek East,Chesterfield,R07 - South Richmond,R07E - North Chesterfield,081,"23234, 23222",535,314
295341,401 - Bloxom,Accomack,R10 - Virginia Beach / Norfolk,R10F - North,100,"23421, 23308, 23442, 23415, 23359, 23409",1183,276
295509,202 - Staunton River High School,Bedford,R13 - Southwest,R13E - Lynchburg,051,"24523, 24121",1816,168
296065,602 - Bonbrook,Franklin,R13 - Southwest,R13A -  Greater CD9,039,"24184, 24012, 24065, 24088, 24101",1936,251
296127,203 - Independence,Grayson,R13 - Southwest,R13B - Galax,046,24348,1835,179
296287,514 - Pleasants,Henrico,R07 - South Richmond,R07A - East,081,"23229, 23231, 23223, 23075",3990,3443
297345,216 - Yates,Newport News (City),R08 - Newport News,R08E - Nicewood,070,"23690, 23606, 23666, 23669, 23602",3245,1904
297451,014 - Brighton Elementary School,Portsmouth (City),R09 - Suffolk,R09E - West Portsmouth,088,"23704, 23703, 23702",2276,2018
297484,112 - One Hundred Twelve,Richmond (City),R06 - North Richmond,R06H - Westhampton,078,"23221, 23230, 22401",1583,1202
1888870,104- Berkeley D,James City,R11 - Southside,R11C - HD 71,071,23185,1439,647
2228480,615 - Commons,Prince William,R04 - Prince William,R04B - Dumfries,019,"22172, 22191",410,324
2228481,935 - Robinson Mill,Fairfax,R02 - Fairfax,R02B - Centreville,009,20121,990,718
2302179,714 - Rock Ridge,Loudoun,R03 - Loudoun,R03G - South Riding,026,"20166, 20148",3542,2277
295546,201 - Blue Ridge,Botetourt,R12 - Shenandoah,R12B - North Roanoke,037,"24064, 24012",2674,407
295709,414 - Crenshaw,Chesterfield,R07 - South Richmond,R07F - South Chesterfield,076,"23224, 23836, 23805, 23112, 23832, 23238",6268,2922
296013,924 - Spindle,Fairfax,R02 - Fairfax,R02B - Centreville,010,"20121, 20120",2647,1769
296048,103 - Scruggs,Franklin,R13 - Southwest,R13A -  Greater CD9,039,"24184, 24065, 24121",3307,611
296206,105 - Hermitage,Henrico,R06 - North Richmond,R06G - West Henrico,"080, 059","23228, 23824, 23294, 23060",4122,2547
296321,008 - McDowell,Highland,R12 - Shenandoah,R12D - Staunton,035,"24487, 24458, 23435, 24433, 24442",542,63
296581,501 - Five South,Orange,R05 - Fredericksburg,R05E - West,063,"22554, 22508, 20109, 22405, 20190, 20111, 22407",3000,1111
296733,703 - Lynn,Prince William,R04 - Prince William,R04I - Woodbridge,019,"22031, 22306, 22191, 22153, 22310",2821,2050
296856,602 - Elk Garden,Russell,R13 - Southwest,R13B - Galax,043,"24225, 24260, 24280, 24266, 24609, 20180",1957,115
297601,105 - Harbourview,Suffolk (City),R09 - Suffolk,R09B - HD 84,084,"22015, 20148, 23435, 23701",4370,2274
1824851,514 - Antietam,Prince William,R04 - Prince William,R04F - Lake Ridge,025,22192,3655,2384
2228459,316 - Potomac Shores,Prince William,R04 - Prince William,R04B - Dumfries,023,"22026, 22302, 22193, 23518",3807,2579
2228485,303 - Benns Church,Isle of Wight,R09 - Suffolk,R09B - HD 84,084,"23430, 23314",1727,866
2228516,414 - Seymour,Prince William,R03 - Loudoun,R03B - HD 21,021,20109,2626,1634
2466395,005 - Fifth Precinct,Bristol (City),R13 - Southwest,R13B - Galax,044,"24370, 24201, 24202",1464,173
295423,501 - Oakville,Appomattox,R14 - Charlottesville,R14D - South,056,"24553, 24528, 24522, 24538",2578,565
295618,701 - Brookneal,Campbell,R13 - Southwest,R13E - Lynchburg,051,24528,711,231
295758,301 - Precinct 3,Cumberland,R14 - Charlottesville,R14A - Central,056,"23901, 23040",1617,718
295815,130 - Terra Centre,Fairfax,R04 - Prince William,R04H - West Springfield,015,"22150, 22015, 22039, 22030",2491,1575
295850,314 - McLean,Fairfax,R02 - Fairfax,R02G - McLean,006,"22102, 22182, 22101",2975,1981
296131,402 - Providence,Grayson,R13 - Southwest,R13B - Galax,046,"24330, 24326, 24348",1368,95
296190,504 - Studley,Hanover,R06 - North Richmond,R06D - Mechanicsville,060,"23116, 23069",1745,277
296373,201 - Blackwater,Lee,R13 - Southwest,R13B - Galax,045,"24221, 24244",304,19
296586,401 - Newport,Page,R12 - Shenandoah,R12A - Harrisonburg,033,"22652, 22030, 22835, 22849, 22851",3243,267
296609,207 - Gretna,Pittsylvania,R13 - Southwest,R13C - The Hollers,048,"24139, 24557, 24531",2170,372
296787,402 - North Lindenwood,Roanoke,R12 - Shenandoah,R12B - North Roanoke,039,"24179, 24012",2302,536
297145,014 - Grassfield,Chesapeake (City),R09 - Suffolk,R09C - HD 89,089,"23322, 23502, 23323",4544,1732
297173,042 - Parkways,Chesapeake (City),R09 - Suffolk,R09A - Chesapeake,091,23320,2841,1669
297220,004 - Four,Fairfax (City),R02 - Fairfax,R02C - East Fairfax,011,"22032, 22030, 22031, 22102",2831,1894
297252,109 - Phenix,Hampton (City),R08 - Newport News,R08A - Hampton,087,"23603, 23661, 23607, 23669",3967,3414
297292,101 - First Ward First Precinct,Lynchburg (City),R13 - Southwest,R13E - Lynchburg,052,"24502, 24501, 24551",5112,2332
297305,401 - Fourth Ward First Precinct,Lynchburg (City),R13 - Southwest,R13E - Lynchburg,052,"24502, 24551",5657,2004
297325,104 - McIntosh,Newport News (City),R08 - Newport News,R08E - Nicewood,070,23608,3149,2322
297629,003 - Precinct 3,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10A - Virginia Beach,098,23454,2638,919
297655,029 - Precinct 29,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10I - South,096,"23452, 23455, 23320",4083,2266
296559,201 - 2a,Northumberland,R05 - Fredericksburg,R05A - East,067,"22435, 22511, 22473, 22460, 22503",2042,539
296474,005 - Madison,Madison,R05 - Fredericksburg,R05E - West,062,"22731, 22727",2030,819
297055,101 - Appalachia,Wise,R13 - Southwest,R13B - Galax,045,24216,1571,138
296624,502 - Motley Sycamore,Pittsylvania,R13 - Southwest,R13C - The Hollers,048,"24563, 24557, 24139",2953,512
1569588,106 - Kersey Creek,Hanover,R06 - North Richmond,R06E - Hanover,060,"23069, 23834, 23005, 23116",1271,391
1816365,201 - Bedford Christian Church,Bedford,R13 - Southwest,R13E - Lynchburg,051,24523,1037,152
1866924,019 - Forest Park,Roanoke (City),R12 - Shenandoah,R12C - South Roanoke,038,24017,3740,2927
2172915,066 - Fairways II,Chesapeake (City),R09 - Suffolk,R09A - Chesapeake,090,"23185, 23320",1818,964
2228458,207 - Eastbourne,Henrico,R07 - South Richmond,R07A - East,081,23223,1212,1139
2228505,242 - Westbriar #2,Fairfax,R02 - Fairfax,R02I - Vienna,006,22182,1830,1170
2257739,137 - Precinct 137,Arlington,R01 - Inner Nova,R01G - Lee Heights,001,"22207, 22205, 22213",2845,2272
2274047,108 - Precinct 108,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10A - Virginia Beach,100,23451,822,329
295873,410 - Rose Hill,Fairfax,R04 - Prince William,R04G - Spring Hill,017,"22310, 22315, 22314",5281,3464
296193,601 - Village,Hanover,R06 - North Richmond,R06D - Mechanicsville,060,"23060, 23116, 23111",3431,815
296278,506 - Dorey,Henrico,R07 - South Richmond,R07A - East,081,"23231, 23150",3521,2170
296337,103 - Berkeley C,James City,R11 - Southside,R11C - HD 71,071,"23185, 23188, 23464, 23608",3240,1065
296342,303 - Powhatan C,James City,R11 - Southside,R11C - HD 71,071,"23089, 23168",3296,868
296744,203 - Newbern,Pulaski,R13 - Southwest,R13A -  Greater CD9,042,"24084, 24073, 24301",2833,471
296780,303 - Windsor Hills,Roanoke,R12 - Shenandoah,R12C - South Roanoke,040,24018,2566,913
296947,101 - Hartwood,Stafford,R04 - Prince William,R04E - HD 64,064,"20136, 22406, 24018, 22401, 22556",4981,1372
297144,013 - Gilmerton,Chesapeake (City),R09 - Suffolk,R09F - East Portsmouth,091,23323,2607,1022
297293,102 - First Ward Second Precinct,Lynchburg (City),R13 - Southwest,R13E - Lynchburg,052,"24503, 24502",4045,1365
297490,207 - Two Hundred Seven,Richmond (City),R06 - North Richmond,R06H - Westhampton,078,23220,2724,2252
297522,606 - Six Hundred Six,Richmond (City),R06 - North Richmond,R06C - Highland Park,079,23222,2711,2459
297616,501 - Kilbys Mill,Suffolk (City),R09 - Suffolk,R09C - HD 89,089,"23437, 23434, 23430",3495,1332
297448,010 - Mount Hermon Preschool Center,Portsmouth (City),R09 - Suffolk,R09E - West Portsmouth,088,23707,1362,743
1569630,056 - Green Tree,Chesapeake (City),R09 - Suffolk,R09A - Chesapeake,091,"23320, 23321",2766,1491
2228514,862 - Willow Springs #2,Fairfax,R02 - Fairfax,R02B - Centreville,010,"20124, 22030",1795,1088
2257673,120 - Precinct 120,Arlington,R01 - Inner Nova,R01G - Lee Heights,001,22207,3154,2452
2257750,131 - Precinct 131,Arlington,R01 - Inner Nova,R01G - Lee Heights,001,"22205, 22207",3105,2607
2355397,421 - Lucks Lane,Chesterfield,R07 - South Richmond,R07B - HD 73,073,"23114, 23236",4667,1993
295719,510 - Sycamore,Chesterfield,R07 - South Richmond,R07B - HD 73,073,"23114, 23113, 23236",1467,682
295843,305 - El Nido,Fairfax,R02 - Fairfax,R02G - McLean,006,"22207, 22101",2646,1811
295908,522 - Camelot,Fairfax,R02 - Fairfax,R02A - Annandale,014,"22003, 22031",2195,1366
296170,201 - Beaverdam,Hanover,R06 - North Richmond,R06E - Hanover,059,"22546, 23005, 23015, 23192, 23024, 23047, 23059",3219,522
296305,404 - Collinsville #2,Henry,R13 - Southwest,R13A -  Greater CD9,048,"24078, 24112",2211,560
296362,401 - Manquin,King William,R11 - Southside,R11B - Gloucester,068,"23086, 23009, 23005, 23294, 23106",3042,565
296646,401 - Powhatan Courthouse,Powhatan,R14 - Charlottesville,R14A - Central,072,"23139, 22309, 22079",3621,629
296809,402 - Mountain View,Rockbridge,R12 - Shenandoah,R12D - Staunton,036,"24450, 24435, 24416, 24483",1788,286
297136,005 - Crestwood,Chesapeake (City),R09 - Suffolk,R09F - East Portsmouth,091,"23324, 23320",2778,2057
546532,093 - Precinct 93,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10J - East Norfolk,095,"23455, 23462, 23223, 23464",4185,3160
296848,202 - Dante,Russell,R13 - Southwest,R13B - Galax,044,"24237, 24224, 24283",537,77
1569557,516 - Pocoshock North,Chesterfield,R07 - South Richmond,R07E - North Chesterfield,076,"23235, 23225",1194,771
1866911,003 -Preston Park,Roanoke (City),R12 - Shenandoah,R12B - North Roanoke,038,"24012, 24019",3098,1503
1892693,735 - Rotonda,Fairfax,R02 - Fairfax,R02I - Vienna,012,"22031, 20124, 22102",1521,1031
2257713,701 - Park Ridge,Stafford,R04 - Prince William,R04E - HD 64,064,22554,4272,2077
2302170,712 - Stone Hill,Loudoun,R03 - Loudoun,R03G - South Riding,026,"20147, 20148, 22204",2651,1669
295605,202 - Bedford Springs,Campbell,R13 - Southwest,R13E - Lynchburg,051,"24551, 22314, 24550, 24502",3063,486
295699,403 - Brandermill,Chesterfield,R07 - South Richmond,R07B - HD 73,073,23112,3861,1907
295801,116 - Wakefield,Fairfax,R02 - Fairfax,R02C - East Fairfax,014,"22003, 22032, 22031, 22030",2464,1585
295817,203 - Floris,Fairfax,R02 - Fairfax,R02F - Herndon,008,"20171, 20148",4057,2637
296073,104 - Cedar Creek,Frederick,R12 - Shenandoah,R12E - Winchester,031,"22655, 22645",1114,179
296546,301 - Watkins,New Kent,R11 - Southside,R11B - Gloucester,060,"23089, 23059, 23140, 23124, 23141",3476,1133
296950,103 - College,Stafford,R04 - Prince William,R04E - HD 64,064,22406,3130,1484
297046,702 - Wallace,Washington,R13 - Southwest,R13B - Galax,044,"24210, 24202",888,80
297085,301 - Seaford,York,R08 - Newport News,R08B - HD 69,069,"23696, 23692",4244,859
297363,316 - South Morrison,Newport News (City),R08 - Newport News,R08F - Port Warwick,085,23601,3071,2178
297640,014 - Precinct 14,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10J - East Norfolk,099,23452,3614,1486
1848144,095 - Precinct 95,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10A - Virginia Beach,098,23454,2452,958
2228443,604 - Gar-Field,Prince William,R04 - Prince William,R04A - Dale City,"024, 025","22192, 22193, 22551",2838,2021
2228476,861 - Burke #2,Fairfax,R04 - Prince William,R04H - West Springfield,015,22015,2463,1557
2257761,108 - Precinct 108,Arlington,R01 - Inner Nova,R01B - Arlington,002,22202,4487,3396
295408,202 - Temperance,Amherst,R13 - Southwest,R13E - Lynchburg,053,"24483, 24521, 22922, 22967",1219,271
295420,301 - Us 460,Appomattox,R14 - Charlottesville,R14D - South,056,"24538, 24522, 24593",1232,197
295683,301 - Ettrick,Chesterfield,R11 - Southside,R11E - Colonial Heights / Chesterfield,074,"23806, 23803, 23834, 23860",5595,3416
295797,110 - North Springfield,Fairfax,R04 - Prince William,R04H - West Springfield,018,"22151, 23149",4703,2937
295877,415 - Crestwood,Fairfax,R04 - Prince William,R04H - West Springfield,018,22150,3038,1838
295955,713 - Timber Lane,Fairfax,R02 - Fairfax,R02G - McLean,013,"22046, 22043, 22042",3652,2747
295990,848 - Fair Oaks,Fairfax,R02 - Fairfax,R02D - Fair Oaks,009,22030,4714,3268
296017,928 - Poplar Tree,Fairfax,R02 - Fairfax,R02B - Centreville,009,"20120, 20151",3082,1836
296070,101 - Russells,Frederick,R12 - Shenandoah,R12E - Winchester,032,"22601, 22603, 22645, 22602",3286,551
296142,302 - Precinct 3-A,Greensville,R11 - Southside,R11A - Emporia,083,"23867, 23847",1243,933
296210,215 - Lakeside,Henrico,R06 - North Richmond,R06C - Highland Park,080,23228,4110,2508
296344,402 - Stonehouse B,James City,R11 - Southside,R11C - HD 71,071,"22192, 23168, 23188, 23127, 23090",5507,2261
296560,301 - 3a,Northumberland,R05 - Fredericksburg,R05A - East,067,"22432, 22473, 22578, 22460, 22435, 22503, 22539, 22482, 22438",1968,1030
296740,102 - New River,Pulaski,R13 - Southwest,R13A -  Greater CD9,042,"24141, 24084",3042,673
297069,102 - Rural Retreat,Wythe,R13 - Southwest,R13B - Galax,046,"24368, 24360, 24323",2789,194
297138,007 - Greenbrier,Chesapeake (City),R09 - Suffolk,R09A - Chesapeake,090,23320,2740,1069
297258,115 - Wythe,Hampton (City),R08 - Newport News,R08A - Hampton,087,"23898, 23661",1890,1114
297279,101 - Northeast,Harrisonburg (City),R12 - Shenandoah,R12A - Harrisonburg,034,22802,4017,2512
295350,803 - Wachapreague,Accomack,R10 - Virginia Beach / Norfolk,R10F - North,100,"23480, 23420, 23410, 23423",813,212
1706906,305 - Shoulders Hill,Suffolk (City),R09 - Suffolk,R09C - HD 89,089,23435,1359,695
2034639,005 - West,Galax (City),R13 - Southwest,R13B - Galax,047,24333,2189,307
2228510,208 - Colgan,Prince William,R04 - Prince William,R04A - Dale City,024,"20112, 22193",1971,905
