van_precinct_id,van_precinct_name,county_name,Current Region,Current Turf,HDs,Zips,voters,supporters
295611,402 - Court House,Campbell,R13 - Southwest,R13E - Lynchburg,051,"24501, 24554, 24588, 24522, 24504",4382,686
295615,601 - Kings,Campbell,R13 - Southwest,R13E - Lynchburg,051,"24501, 24588, 24504",2688,601
295666,106 - Harrowgate,Chesterfield,R11 - Southside,R11E - Colonial Heights / Chesterfield,074,"23834, 23234, 23831",5142,2626
295731,101 - Court House,Craig,R13 - Southwest,R13A -  Greater CD9,037,"24127, 23509",747,56
295780,302 - New Hope,Dinwiddie,R11 - Southside,R11D - HD 82,082,"23805, 23831, 23803, 23225",1537,469
295781,401 - Dinwiddie,Dinwiddie,R11 - Southside,R11D - HD 82,082,"23885, 23840, 23803, 23841",2278,716
295806,121 - Villa,Fairfax,R02 - Fairfax,R02D - Fair Oaks,011,22030,2548,1556
295837,236 - Stuart,Fairfax,R02 - Fairfax,R02F - Herndon,007,"20170, 20194",1501,990
295861,325 - Hutchison,Fairfax,R02 - Fairfax,R02F - Herndon,008,"20171, 20170",2756,2022
295880,419 - Lane,Fairfax,R04 - Prince William,R04G - Spring Hill,017,22315,2729,1880
295897,510 - Parklawn,Fairfax,R02 - Fairfax,R02A - Annandale,014,"22312, 22041",2500,1827
295904,518 - Columbia,Fairfax,R02 - Fairfax,R02A - Annandale,014,"22003, 22201",3156,2113
295907,521 - Brook Hill,Fairfax,R02 - Fairfax,R02A - Annandale,014,22003,2566,1605
296016,927 - Armfield,Fairfax,R02 - Fairfax,R02F - Herndon,009,"20151, 20171, 22033",3441,2253
296136,301 - Stanardsville,Greene,R05 - Fredericksburg,R05E - West,062,"22973, 22901, 22968",3804,910
296163,702 - Midway,Halifax,R13 - Southwest,R13C - The Hollers,"050, 049","24598, 23917, 24529, 24541, 24592",1061,141
296201,101 - Coalpit,Henrico,R06 - North Richmond,R06B - HD 57,057,23060,4303,2299
296257,412 - Quioccasin,Henrico,R06 - North Richmond,R06G - West Henrico,058,"23238, 23227, 23233",3134,1865
296307,501 - Bassett #1,Henry,R13 - Southwest,R13A -  Greater CD9,047,"24055, 24168",1023,274
296429,216 - Lowes Island,Loudoun,R03 - Loudoun,R03H - Sterling,027,"22033, 20165, 22066",2899,1541
296447,301 - Patrick Henry #1,Louisa,R05 - Fredericksburg,R05D - SW,055,"22942, 22974, 23093, 23084",2570,1180
296463,402 - Pleasant Grove,Lunenburg,R11 - Southside,R11A - Emporia,050,"23952, 23974, 23947, 23954",831,179
296587,501 - Shenandoah,Page,R12 - Shenandoah,R12A - Harrisonburg,033,"22827, 23464, 22849",3405,282
296605,201 - Callands,Pittsylvania,R13 - Southwest,R13C - The Hollers,048,"24531, 24137, 24530, 24054",1326,220
296645,302 - Lee's Landing,Powhatan,R14 - Charlottesville,R14A - Central,072,"23139, 23832",2497,518
296661,101 - Richard Bland,Prince George,R11 - Southside,R11D - HD 82,082,"23805, 23836",1409,467
296687,609 - King,Prince William,R04 - Prince William,R04A - Dale City,025,"20112, 22193",2388,1588
296715,505 - Lake Ridge,Prince William,R04 - Prince William,R04F - Lake Ridge,025,"22192, 22102, 22193, 22079",3638,2168
296829,404 - North River,Rockingham,R12 - Shenandoah,R12A - Harrisonburg,035,"22801, 22848, 22841, 24486",3060,654
296831,305 - Massanetta Springs,Rockingham,R12 - Shenandoah,R12A - Harrisonburg,034,"22801, 22939, 24441",3859,1049
296883,303 - St Luke,Shenandoah,R12 - Shenandoah,R12A - Harrisonburg,033,"22824, 22644, 22664",2698,284
296916,601 - Courtland,Southampton,R09 - Suffolk,R09D - Isle of Wight,083,"23837, 23874, 23851",1528,575
296941,601 - Battlefield Elementary,Spotsylvania,R05 - Fredericksburg,R05D - SW,063,"22553, 22407",3761,1732
296948,105 - Rocky Run,Stafford,R05 - Fredericksburg,R05B - HD 65,065,"22406, 22202",1996,856
296956,302 - Widewater,Stafford,R04 - Prince William,R04B - Dumfries,023,"22172, 22554",2659,992
296986,401 - Wakefield Firehouse,Sussex,R11 - Southside,R11A - Emporia,083,"23888, 23878, 23837, 23890",1203,535
297048,703 - John Battle,Washington,R13 - Southwest,R13B - Galax,044,"24202, 24210, 24211",2632,262
297121,004 - Fourth Precinct,Bristol (City),R13 - Southwest,R13B - Galax,044,24201,2697,346
297132,001 - Great Bridge,Chesapeake (City),R09 - Suffolk,R09A - Chesapeake,090,"23322, 23321",3007,964
297140,009 - Bells Mill,Chesapeake (City),R09 - Suffolk,R09A - Chesapeake,090,"23323, 23452, 23322",4241,1144
297155,024 - Oaklette,Chesapeake (City),R09 - Suffolk,R09F - East Portsmouth,092,"23324, 23325",3185,1756
297169,038 - Bailey Creek,Chesapeake (City),R09 - Suffolk,R09C - HD 89,089,23321,2473,791
297311,001 - Precinct One,Manassas Park (City),R03 - Loudoun,R03E - Manassas,020,"20111, 22554",3445,2326
297322,101 - Denbigh,Newport News (City),R08 - Newport News,R08E - Nicewood,070,"23181, 23602, 23608",4602,3354
297357,310 - Marshall,Newport News (City),R08 - Newport News,R08D - Newport News,085,23607,1782,1619
297385,210 - Maury,Norfolk (City),R10 - Virginia Beach / Norfolk,R10D - West Norfolk,092,"23507, 23510, 23222, 23517",2902,2025
297417,412 - Ingleside,Norfolk (City),R10 - Virginia Beach / Norfolk,R10E - Norfolk Central,092,"23504, 23502",2323,1864
297440,701 - Seventh Ward First Precinct,Petersburg (City),R11 - Southside,R11D - HD 82,082,"23803, 23805, 23920",3535,3140
297454,019 - Victory Elementary School,Portsmouth (City),R09 - Suffolk,R09E - West Portsmouth,088,"23702, 23707, 23701",1283,629
297464,028 - Lakeview Elementary School,Portsmouth (City),R09 - Suffolk,R09E - West Portsmouth,091,23701,2544,2345
297471,035 - Churchland Elementary School,Portsmouth (City),R09 - Suffolk,R09E - West Portsmouth,088,23703,2367,1045
297475,001 - East Precinct,Radford (City),R13 - Southwest,R13A -  Greater CD9,042,"24141, 24018, 24084",2519,1104
297488,204 - Two Hundred Four,Richmond (City),R06 - North Richmond,R06H - Westhampton,078,23220,2237,1819
297498,304 - Three Hundred Four,Richmond (City),R06 - North Richmond,R06C - Highland Park,079,"23060, 23222",2481,2265
297534,806 - Eight Hundred Six,Richmond (City),R07 - South Richmond,R07G - South Garden,079,"23224, 23234",2556,2271
297636,010 - Precinct 10,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10A - Virginia Beach,099,23454,3689,1256
297678,052 - Precinct 52,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10C - HD 97,097,"23464, 23233",4388,1947
297707,081 - Precinct 81,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10I - South,096,"23456, 23452, 23669",3822,1884
297713,001 - Ward A,Waynesboro (City),R12 - Shenandoah,R12D - Staunton,036,"22980, 24401, 22952",3493,1232
297715,003 - Ward C,Waynesboro (City),R12 - Shenandoah,R12D - Staunton,036,22980,4228,1522
546528,089 - Precinct 89,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10I - South,096,23464,3101,1272
546538,510 - Heritage,Loudoun,R03 - Loudoun,R03D - Leesburg,029,20175,1936,933
297095,104 - Durant Center,Alexandria (City),R01 - Inner Nova,R01A - Alexandria,005,"22314, 22320, 22191",3346,2652
296410,308 - St Louis,Loudoun,R03 - Loudoun,R03C - HD 30,030,"20184, 20135, 20130, 20141, 20132, 20117",1502,644
296358,101 - West Point,King William,R11 - Southside,R11B - Gloucester,068,"23188, 23881, 23009, 23181",2525,562
296155,401 - Courthouse,Halifax,R13 - Southwest,R13C - The Hollers,050,"24558, 24528, 24530, 24539, 24520",1555,667
295346,701 - Nandua,Accomack,R10 - Virginia Beach / Norfolk,R10F - North,100,"23441, 23480, 23301, 23418, 23420, 23404, 23410, 23417",3042,1259
297100,109 - Fire Department Headquarters,Alexandria (City),R01 - Inner Nova,R01A - Alexandria,005,"22043, 22314, 22205",2787,2144
1569562,202 - Sutherland,Dinwiddie,R11 - Southside,R11D - HD 82,082,"23112, 23803, 23885",3075,957
1569636,062 - Fentress,Chesapeake (City),R09 - Suffolk,R09A - Chesapeake,090,23322,2848,767
1897878,202 - Precinct 2-2,Westmoreland,R05 - Fredericksburg,R05A - East,067,"22520, 22558",1123,295
2228468,613 - Hoadly,Prince William,R04 - Prince William,R04F - Lake Ridge,025,"22193, 22032, 22192",859,625
2228475,101 - Pagan River,Isle of Wight,R09 - Suffolk,R09D - Isle of Wight,083,"23430, 23304",3203,878
2228508,105 - Middletown,Frederick,R12 - Shenandoah,R12E - Winchester,031,"22657, 22645, 20110, 22610, 22630",1401,428
2257764,104 - Precinct 104,Arlington,R01 - Inner Nova,R01C - Ballston,001,"22203, 22201, 22205",4083,3340
2274008,107 - Fort Lewis,Roanoke,R12 - Shenandoah,R12C - South Roanoke,040,24153,1530,376
2302155,426 - Hillsboro,Loudoun,R03 - Loudoun,R03C - HD 30,030,"20180, 20190, 20132, 20141",2888,1030
2355395,115 - Cresthill,Chesterfield,R07 - South Richmond,R07C - HD 75,075,"23831, 23834",4194,2288
295491,503 - Spottswood,Augusta,R12 - Shenandoah,R12D - Staunton,036,"24435, 24483, 24459, 24476, 24440, 24472",1343,132
295502,301 - Fairview,Bath,R12 - Shenandoah,R12D - Staunton,035,"24487, 24445, 24460, 24432",553,64
295512,205 - Saunders Vol Fire Co,Bedford,R13 - Southwest,R13E - Lynchburg,051,"24523, 24139, 24104, 24571, 24121",2269,332
295641,402 - Woodlawn D,Carroll,R13 - Southwest,R13B - Galax,047,"24333, 24381, 24343",2352,193
295663,103 - Enon,Chesterfield,R07 - South Richmond,R07C - HD 75,075,"23836, 23234, 23803, 23834",5732,2548
295700,404 - Providence,Chesterfield,R07 - South Richmond,R07E - North Chesterfield,076,"23236, 23235",3442,2075
295722,514 - Watkins,Chesterfield,R07 - South Richmond,R07B - HD 73,073,23114,4219,1941
295793,105 - Fairview,Fairfax,R04 - Prince William,R04H - West Springfield,015,"22150, 22039, 22015, 22079",5104,3258
295918,601 - Belle Haven,Fairfax,R04 - Prince William,R04C - Groveton,016,"22307, 22306, 22303",2888,1729
295951,709 - Mosby #1,Fairfax,R02 - Fairfax,R02C - East Fairfax,011,"22031, 22030",2866,2061
295953,711 - Price,Fairfax,R02 - Fairfax,R02C - East Fairfax,012,22031,2371,1576
295961,721 - Merrifield,Fairfax,R02 - Fairfax,R02C - East Fairfax,012,"22202, 22042, 22180, 22031, 22030",4720,3436
296116,402 - Centerville,Goochland,R06 - North Richmond,R06B - HD 57,057,"23233, 23059, 23103, 23146",3008,979
296159,601 - Black Walnut,Halifax,R13 - Southwest,R13C - The Hollers,049,"24520, 23834, 24592",1286,362
296169,104 - Sliding Hill,Hanover,R06 - North Richmond,R06E - Hanover,059,"23116, 23005",2295,787
296295,201 - Fieldale,Henry,R13 - Southwest,R13A -  Greater CD9,048,"24112, 24055, 24089",1098,218
296431,701 - Sully,Loudoun,R03 - Loudoun,R03H - Sterling,027,"20164, 22030, 20170",3002,1849
296435,705 - Forest Grove,Loudoun,R03 - Loudoun,R03H - Sterling,027,20164,3261,2023
296473,004 - Graves Mill/Wolftown,Madison,R05 - Fredericksburg,R05E - West,062,"22727, 22748, 22723, 22973, 22738",1154,341
296530,602 - Precinct F-2,Montgomery,R13 - Southwest,R13D - HD 41,041,"24060, 22554",3205,2023
296543,103 - Southern Branch,New Kent,R11 - Southside,R11B - Gloucester,060,"23124, 23141, 23838",2118,333
296634,702 - Bachelors Hall,Pittsylvania,R13 - Southwest,R13C - The Hollers,048,"24112, 24069, 24541",1858,217
296655,501 - Darlington Hts,Prince Edward,R14 - Charlottesville,R14D - South,050,"23960, 23923, 23958, 23901, 23934",998,306
296673,203 - Bennett,Prince William,R04 - Prince William,R04D - HD 22,022,"22030, 20110, 20111, 23231, 22554, 20112",4274,2322
296682,114 - Bristow Run,Prince William,R04 - Prince William,R04D - HD 22,022,"20187, 20136, 22630, 20181",4146,2097
296717,506 - Old Bridge,Prince William,R04 - Prince William,R04F - Lake Ridge,025,"22310, 22192",2904,1847
296725,603 - Hampton,Prince William,R04 - Prince William,R04A - Dale City,024,"22304, 22193",3335,2354
296777,206 - Hollins,Roanoke,R12 - Shenandoah,R12B - North Roanoke,040,"24019, 24153, 24020",1382,381
296930,302 - Salem Library,Spotsylvania,R05 - Fredericksburg,R05B - HD 65,"065, 066","22408, 22407",4677,2267
296953,203 - Ruby,Stafford,R04 - Prince William,R04E - HD 64,064,"22728, 22554, 22556",3121,780
297028,504 - Browntown,Warren,R12 - Shenandoah,R12E - Winchester,033,"22610, 20111, 22630",902,174
297054,501 - Precinct 5-1,Westmoreland,R05 - Fredericksburg,R05A - East,067,"22443, 23059, 22406",2988,843
297165,034 - Hickory Middle School,Chesapeake (City),R09 - Suffolk,R09A - Chesapeake,090,"23505, 23322",4044,1005
297184,002 - Second,Colonial Heights (City),R11 - Southside,R11E - Colonial Heights / Chesterfield,074,"23834, 23224, 23111",2442,618
297203,011 - Ward Eleven,Danville (City),R13 - Southwest,R13C - The Hollers,049,24540,2586,1805
297248,105 - East Hampton,Hampton (City),R08 - Newport News,R08A - Hampton,087,"23663, 23368, 23668, 23669, 23666, 23667",3837,2711
297249,106 - Armstrong,Hampton (City),R08 - Newport News,R08A - Hampton,087,"23693, 23661, 23664, 23669",3365,2325
297263,202 - Bryan,Hampton (City),R08 - Newport News,R08C - HD 86,086,"23503, 23663, 23651, 23664",3713,2132
297323,102 - Stoney Run,Newport News (City),R08 - Newport News,R08E - Nicewood,070,"23168, 23608, 23601, 23669",5035,4029
297331,109 - Windsor,Newport News (City),R08 - Newport News,R08E - Nicewood,070,"23608, 23188",2387,1547
297372,103 - Northside,Norfolk (City),R10 - Virginia Beach / Norfolk,R10G - North Norfolk,094,23503,2568,1367
297430,511 - Crossroads,Norfolk (City),R10 - Virginia Beach / Norfolk,R10G - North Norfolk,094,"23518, 23505, 23503",3175,1724
297482,106 - One Hundred Six,Richmond (City),R06 - North Richmond,R06H - Westhampton,078,"23221, 23226",2142,980
297501,307 - Three Hundred Seven,Richmond (City),R06 - North Richmond,R06C - Highland Park,078,"23227, 23230",3573,2881
297562,008 - Lincoln Terrace,Roanoke (City),R12 - Shenandoah,R12B - North Roanoke,038,"24012, 24017, 24019, 24016",3186,2641
297566,020 - Eureka Park,Roanoke (City),R12 - Shenandoah,R12B - North Roanoke,038,24017,3357,2775
297592,009 - South Side Hills,Salem (City),R12 - Shenandoah,R12B - North Roanoke,040,24153,2388,511
297643,017 - Precinct 17,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10G - North Norfolk,100,"23509, 23462, 23455",2602,1030
297656,030 - Precinct 30,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10A - Virginia Beach,098,"23451, 23460, 23461, 23454, 23452, 23464",3991,1448
297663,037 - Precinct 37,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10G - North Norfolk,100,"23455, 23323",3605,1440
297691,065 - Precinct 65,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10I - South,096,23464,3817,1868
297699,073 - Precinct 73,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10I - South,096,"23462, 23452, 23453",3501,1965
297718,002 - Matoaka,Williamsburg (City),R11 - Southside,R11C - HD 71,071,"23186, 23188, 23089, 23185",5706,3574
331413,312 - Briar Woods,Loudoun,R03 - Loudoun,R03G - South Riding,026,"20148, 20147",2460,1308
892243,238 - Cameron Glen,Fairfax,R02 - Fairfax,R02H - Reston,007,"20190, 20194, 20191, 23233",5202,3525
296556,501 - Precinct 5-1,Northampton,R10 - Virginia Beach / Norfolk,R10F - North,100,"23306, 23310, 23350, 23417, 23316",1799,745
297061,202 - Wise,Wise,R13 - Southwest,R13B - Galax,045,"24293, 24230, 23181, 24279, 23322, 24171, 24273",4011,329
1071015,314 - Legacy,Loudoun,R03 - Loudoun,R03G - South Riding,026,20148,3226,1890
1569619,403 - Honaker,Russell,R13 - Southwest,R13B - Galax,043,"24260, 24649, 24609",1006,98
1569623,404 - Government Island,Stafford,R04 - Prince William,R04E - HD 64,064,"22554, 22556",2982,1153
1569633,059 - Clearfield,Chesapeake (City),R09 - Suffolk,R09A - Chesapeake,090,23320,2750,1191
1594355,819 - West Broad Run,Loudoun,R03 - Loudoun,R03A - Ashburn,028,20147,2291,1158
1706907,404 - Booker T Washington,Suffolk (City),R09 - Suffolk,R09B - HD 84,084,"23607, 23434",2624,2261
1866920,014 - Crystal Spring,Roanoke (City),R12 - Shenandoah,R12C - South Roanoke,038,"22802, 24016, 24014",3229,1704
1949966,100 - Precinct 100,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10I - South,098,23456,1544,403
2228490,213 - Parkside,Prince William,R03 - Loudoun,R03E - Manassas,020,"20111, 22191",2705,1535
2257709,126 - Precinct 126,Arlington,R01 - Inner Nova,R01D - Barcroft,003,"22204, 23228",3929,3177
2355393,221 - Oxbridge,Chesterfield,R07 - South Richmond,R07F - South Chesterfield,076,"23112, 23832, 23236",4520,2377
295359,201 - Jack Jouett,Albemarle,R14 - Charlottesville,R14E - UV,055,"22901, 22903, 22936",3753,2386
295413,401 - Amelon,Amherst,R13 - Southwest,R13E - Lynchburg,053,"24574, 24572",3470,790
295419,202 - Spout Spring,Appomattox,R14 - Charlottesville,R14D - South,056,"24538, 24593, 24522",1983,258
295497,802 - Fishersville,Augusta,R12 - Shenandoah,R12D - Staunton,035,"22939, 24401, 22980",3928,818
295677,207 - Chippenham,Chesterfield,R07 - South Richmond,R07E - North Chesterfield,076,"23234, 23832, 23225",5058,3591
295727,302 - Pine Grove,Clarke,R12 - Shenandoah,R12E - Winchester,031,20135,786,230
295811,126 - Bonnie Brae,Fairfax,R02 - Fairfax,R02C - East Fairfax,010,"22032, 22304, 22003",2626,1767
295829,224 - South Lakes,Fairfax,R02 - Fairfax,R02D - Fair Oaks,007,"20191, 22556, 20120",5096,3657
295831,226 - Wolftrap,Fairfax,R02 - Fairfax,R02I - Vienna,006,"22180, 22182",3702,2358
295835,234 - Aldrin,Fairfax,R02 - Fairfax,R02H - Reston,007,20194,3129,2254
295845,307 - Haycock,Fairfax,R02 - Fairfax,R02G - McLean,006,"22046, 22213, 22043, 22101",4241,3042
295896,508 - Masonville,Fairfax,R02 - Fairfax,R02A - Annandale,014,"22042, 22003",2320,1536
295954,712 - Shreve,Fairfax,R02 - Fairfax,R02E - Falls Church,013,"22043, 22046",1586,1127
295956,714 - Walker,Fairfax,R02 - Fairfax,R02C - East Fairfax,012,"22180, 22031",4076,2852
295991,849 - Newgate North,Fairfax,R02 - Fairfax,R02B - Centreville,010,20124,2982,1740
295996,902 - Brookfield,Fairfax,R02 - Fairfax,R02B - Centreville,009,20151,4779,3176
296000,908 - Hidden Meadow,Fairfax,R02 - Fairfax,R02D - Fair Oaks,008,"20171, 22033",2481,1544
296115,401 - Shallow Well,Goochland,R14 - Charlottesville,R14A - Central,056,"23103, 23146",1210,314
296187,502 - Rural Point,Hanover,R06 - North Richmond,R06D - Mechanicsville,060,"23116, 23228",3037,783
296224,209 - Fairfield,Henrico,R06 - North Richmond,R06D - Mechanicsville,080,23223,2303,2069
296276,504 - Chickahominy,Henrico,R07 - South Richmond,R07A - East,081,"23226, 23075, 23150",2824,1497
296303,401 - Collinsville #1,Henry,R13 - Southwest,R13A -  Greater CD9,048,"24055, 24089, 24078",1254,245
296343,401 - Stonehouse A,James City,R11 - Southside,R11C - HD 71,071,"23703, 23188, 23168",4669,2009
296365,201 - Precinct 2-1,Lancaster,R05 - Fredericksburg,R05A - East,067,"22473, 22503, 22482",1732,877
296399,209 - Potomac Falls,Loudoun,R03 - Loudoun,R03H - Sterling,027,20165,3756,2196
296420,509 - Tolbert,Loudoun,R03 - Loudoun,R03D - Leesburg,029,"20175, 20176, 20170",4704,2771
296549,403 - Mountcastle,New Kent,R11 - Southside,R11C - HD 71,071,"23141, 24602, 23075, 23140",1165,247
296572,402 - Precinct 4-2,Nottoway,R14 - Charlottesville,R14D - South,072,"23002, 23824, 23894",822,222
296574,101 - One West,Orange,R05 - Fredericksburg,R05E - West,062,"22701, 22957, 22968, 22923, 22209, 22972, 22960, 22942",2671,842
296579,401 - Four West,Orange,R05 - Fredericksburg,R05E - West,063,"22542, 22701, 23434, 22508, 22433",3249,752
296620,402 - Keeling,Pittsylvania,R13 - Southwest,R13C - The Hollers,049,"24592, 24597, 24531, 24594, 24527, 24566",1427,175
296623,501 - Hurt,Pittsylvania,R13 - Southwest,R13C - The Hollers,051,"24563, 24184, 24502",2470,468
296642,201 - Powhatan Station,Powhatan,R14 - Charlottesville,R14A - Central,072,"23112, 23139, 23120",2030,290
296709,407 - Heritage Hunt,Prince William,R03 - Loudoun,R03B - HD 21,021,"20155, 22153, 20169",4142,2068
296713,410 - Mountain View,Prince William,R03 - Loudoun,R03B - HD 21,021,"20136, 20169",4459,2132
296735,705 - Potomac View,Prince William,R04 - Prince William,R04I - Woodbridge,019,"22191, 20110",2494,1678
296737,707 - Kilby,Prince William,R04 - Prince William,R04I - Woodbridge,019,22191,3381,2346
296773,202 - Burlington,Roanoke,R12 - Shenandoah,R12B - North Roanoke,040,"24019, 24012",1921,679
296796,101 - Airport,Rockbridge,R12 - Shenandoah,R12D - Staunton,037,"24450, 24555, 24578",1731,601
296815,101 - Broadway,Rockingham,R12 - Shenandoah,R12A - Harrisonburg,033,"22815, 22801, 24401",3007,468
296896,401 - East Park,Smyth,R13 - Southwest,R13B - Galax,046,"24311, 24354",2984,352
297107,207 - Temple Beth El Synagogue,Alexandria (City),R01 - Inner Nova,R01I - Westend Alexandria,005,"22302, 22305, 22304",4247,3329
297201,009 - Ward Nine,Danville (City),R13 - Southwest,R13C - The Hollers,049,24540,1338,754
297212,301 - Precinct 3-1,Emporia (City),R11 - Southside,R11A - Emporia,083,23847,589,347
297218,002 - Two,Fairfax (City),R02 - Fairfax,R02C - East Fairfax,011,22030,3227,2020
297270,209 - Langley,Hampton (City),R08 - Newport News,R08C - HD 86,086,23669,3491,2166
297309,001 - Dean,Manassas (City),R03 - Loudoun,R03E - Manassas,020,20110,4319,2707
297314,004 - Haydon,Manassas (City),R03 - Loudoun,R03E - Manassas,020,"20112, 20110",3926,2365
297435,201 - Second Ward First Precinct,Petersburg (City),R11 - Southside,R11D - HD 82,082,"23227, 23805",3604,3182
297483,111 - One Hundred Eleven,Richmond (City),R06 - North Richmond,R06H - Westhampton,078,"23226, 23221, 23230",1800,1244
297577,015 - Grandin Court,Roanoke (City),R12 - Shenandoah,R12C - South Roanoke,040,"24015, 24018",2796,1423
297690,064 - Precinct 64,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10I - South,096,"23320, 23464, 23456",4168,1989
297696,070 - Precinct 70,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10A - Virginia Beach,098,"23464, 23454, 23456, 23455",4289,1790
297719,101 - Merrimans,Winchester (City),R12 - Shenandoah,R12E - Winchester,032,"22620, 22601",3411,1754
546537,411 - East Lovettsville,Loudoun,R03 - Loudoun,R03C - HD 30,030,"20180, 20197",2584,929
1569546,401 - Forest Elementary School,Bedford,R13 - Southwest,R13E - Lynchburg,053,"24551, 24502",3266,471
1594345,119 - Arcola,Loudoun,R03 - Loudoun,R03G - South Riding,026,"20105, 20148, 20166",4984,3014
1706905,204 - Hillpoint,Suffolk (City),R09 - Suffolk,R09B - HD 84,084,23434,3870,2348
1824854,711 - Grayson,Prince William,R04 - Prince William,R04I - Woodbridge,019,22191,3606,2600
1866912,004 - Williamson Road,Roanoke (City),R12 - Shenandoah,R12B - North Roanoke,038,"24012, 24019, 24017",3160,1661
1982049,407 - Biscuit Run,Albemarle,R14 - Charlottesville,R14C - S Charlottesville,054,"22902, 22946, 22903",2667,1922
1992813,105 - Piney Branch,Prince William,R04 - Prince William,R04D - HD 22,022,"20136, 20155",3331,1631
2228489,402 - Gravely,Prince William,R03 - Loudoun,R03B - HD 21,021,"20169, 20155",4309,1719
2228515,245 - Piney Run,Fairfax,R02 - Fairfax,R02H - Reston,006,"20190, 20194, 20170",1125,704
2257687,605 - Melchers,Stafford,R05 - Fredericksburg,R05B - HD 65,065,"22406, 22554, 23294, 22405",4690,2479
295404,101 - Wright Shop,Amherst,R13 - Southwest,R13E - Lynchburg,053,24572,1637,621
295530,604 - Bedford Elementary School,Bedford,R13 - Southwest,R13E - Lynchburg,"051, 053",24523,2865,671
295601,701 - Gold Hill,Buckingham,R14 - Charlottesville,R14A - Central,056,"23040, 23004, 23123, 23936",1201,461
295649,201 - Precinct 2-1,Charles City,R11 - Southside,R11B - Gloucester,081,"23140, 23030, 23060",1877,983
295728,401 - White Post,Clarke,R12 - Shenandoah,R12E - Winchester,031,"22620, 22611, 23112, 20130, 22630, 22663, 22901",2372,712
295841,303 - Churchill,Fairfax,R02 - Fairfax,R02G - McLean,006,"22101, 22066, 20170",1788,1026
295855,319 - Herndon #1,Fairfax,R02 - Fairfax,R02F - Herndon,008,20170,4478,2945
295862,327 - Sugarland,Fairfax,R02 - Fairfax,R02H - Reston,007,20170,3838,2361
295938,623 - Alban,Fairfax,R04 - Prince William,R04H - West Springfield,018,"22153, 22150",3173,2146
295960,720 - Thoreau,Fairfax,R02 - Fairfax,R02I - Vienna,012,"22207, 22027, 22180",3172,2179
295998,904 - Stonecroft,Fairfax,R02 - Fairfax,R02B - Centreville,009,"20120, 20151",2176,1171
296008,918 - Centreville,Fairfax,R02 - Fairfax,R02B - Centreville,010,"22150, 20120, 20124, 20121",5472,3653
