van_precinct_id,county_name,van_precinct_name,Current Region,Current Turf,HDs,voters,supporters,precinct_name_doe,GEOID,centroid_lat,centroid_lon,min_lon,min_lat,max_lon,max_lat,Changed
2257679,Arlington,119 - Precinct 119,R01 - Inner Nova,R01B - Arlington,2,5685,4326,PRECINCT 119,51013000119,38.895471395595095,-77.07195325810042,-77.08206199968072,38.88896500002074,-77.06416099972286,38.90113000028002,False
2257730,Arlington,118 - Precinct 118,R01 - Inner Nova,R01B - Arlington,2,6795,5375,PRECINCT 118,51013000118,38.892340930516546,-77.08408427793098,-77.09125300022076,38.88657599979557,-77.07800000032393,38.89636100029201,False
2257747,Arlington,146 - Precinct 146,R01 - Inner Nova,R01C - Placeholder1,1,4755,3676,PRECINCT 146,51013000146,38.88299084331613,-77.108377591042,-77.11270400024766,38.8798909997629,-77.10413100019889,38.88610799981095,False
2257761,Arlington,108 - Precinct 108,R01 - Inner Nova,R01B - Arlington,2,4487,3396,PRECINCT 108,51013000108,38.861247171200816,-77.06352011095065,-77.06933000019077,38.853153000169705,-77.05424500035801,38.86722699993578,False
2257738,Arlington,145 - Precinct 145,R01 - Inner Nova,R01C - Placeholder1,1,3088,2527,PRECINCT 145,51013000145,38.87357896393199,-77.10896697247026,-77.11655800009031,38.869147999781525,-77.10076799972761,38.8782150002859,False
2257683,Arlington,114 - Precinct 114,R01 - Inner Nova,R01C - Placeholder1,1,2684,2175,PRECINCT 114,51013000114,38.885655525106706,-77.11269958394878,-77.1177620003875,38.88208600030036,-77.10816999998946,38.88967500033012,False
2257760,Arlington,125 - Precinct 125,R01 - Inner Nova,R01C - Placeholder1,1,3156,2611,PRECINCT 125,51013000125,38.87000197041771,-77.11778222043056,-77.12837400006143,38.866469999727414,-77.10685899956212,38.87432300020924,False
2257717,Arlington,110 - Precinct 110,R01 - Inner Nova,R01B - Arlington,2,5297,4158,PRECINCT 110,51013000110,38.87804667675337,-77.06800728809509,-77.08481000003376,38.86499199972693,-77.0435230001809,38.894931000342694,False
2257678,Arlington,132 - Precinct 132,R01 - Inner Nova,R01B - Arlington,2,1495,1110,PRECINCT 132,51013000132,38.85275221285142,-77.07023116465672,-77.07478199961761,38.846094000177594,-77.06548100037101,38.864888999711745,False
2257755,Arlington,144 - Precinct 144,R01 - Inner Nova,R01B - Arlington,2,2792,2293,PRECINCT 144,51013000144,38.898993796528,-77.08268521186712,-77.09412500042237,38.894823999781686,-77.07046300034287,38.90241000034207,False
2257729,Arlington,151 - Precinct 151,R01 - Inner Nova,R01C - Placeholder1,1,870,687,PRECINCT 151,51013000151,38.881185118022906,-77.11391995602952,-77.11582800034434,38.880018999855615,-77.112433000086,38.88216799969981,False
2257734,Arlington,101 - Precinct 101,R01 - Inner Nova,R01D - Barcroft,3,3065,2599,PRECINCT 101,51013000101,38.855955428897865,-77.09837205857045,-77.1087430002749,38.851566000339226,-77.09069099980599,38.86077899981871,False
2257699,Arlington,105 - Precinct 105,R01 - Inner Nova,R01D - Barcroft,3,3122,2580,PRECINCT 105,51013000105,38.86351494621122,-77.10794520326604,-77.12010899998425,38.85622100033607,-77.09829399990927,38.87005900033239,False
2257741,Arlington,113 - Precinct 113,R01 - Inner Nova,R01D - Barcroft,3,2312,1906,PRECINCT 113,51013000113,38.86229106017845,-77.12450850227691,-77.13756725177959,38.85593400008033,-77.11086499974071,38.86667999999624,False
2257698,Arlington,109 - Precinct 109,R01 - Inner Nova,R01D - Barcroft,3,4426,3665,PRECINCT 109,51013000109,38.85659896766967,-77.08180195036776,-77.09393399972834,38.846733999683245,-77.06933000019077,38.863575999787074,False
2257708,Arlington,143 - Precinct 143,R01 - Inner Nova,R01D - Barcroft,3,2970,2585,PRECINCT 143,51013000143,38.85652192069964,-77.11848635088036,-77.12581522263648,38.85326538929299,-77.11219799990937,38.859854000116286,False
2257737,Arlington,130 - Precinct 130,R01 - Inner Nova,R01D - Barcroft,3,3524,3040,PRECINCT 130,51013000130,38.848076392418776,-77.08858803110076,-77.09856300042111,38.84226900013577,-77.07936699992943,38.85443999978357,False
2257709,Arlington,126 - Precinct 126,R01 - Inner Nova,R01D - Barcroft,3,3929,3177,PRECINCT 126,51013000126,38.86837961068665,-77.08351500446933,-77.08995199983919,38.86257099966494,-77.07346600006572,38.87536499977648,False
2257722,Arlington,127 - Precinct 127,R01 - Inner Nova,R01D - Barcroft,3,3627,2992,PRECINCT 127,51013000127,38.866570804676314,-77.09433710617596,-77.10405300038107,38.85953299965394,-77.08702299973618,38.87348100020885,False
2257701,Arlington,147 - Precinct 147,R01 - Inner Nova,R01D - Barcroft,3,2662,2245,PRECINCT 147,51013000147,38.850994166356294,-77.10157730865627,-77.11086499974071,38.8460000002332,-77.09477099960442,38.856633999695234,False
2257692,Arlington,148 - Precinct 148,R01 - Inner Nova,R01E - Clarendon,2,2975,2320,PRECINCT 148,51013000148,38.88691712612839,-77.09137827781257,-77.09691300006006,38.88446700023227,-77.08774099978659,38.890423000076,False
2257704,Arlington,115 - Precinct 115,R01 - Inner Nova,R01E - Clarendon,2,1962,1642,PRECINCT 115,51013000115,38.87780871360709,-77.08858520449715,-77.09350500028127,38.873057999758466,-77.0833200004046,38.88288399990107,False
2257754,Arlington,140 - Precinct 140,R01 - Inner Nova,R01E - Clarendon,1,4960,3874,PRECINCT 140,51013000140,38.88727750068047,-77.10335143471295,-77.10830899990664,38.881226000181734,-77.09621599992607,38.896108000068786,False
2257676,Arlington,141 - Precinct 141,R01 - Inner Nova,R01E - Clarendon,2,4192,3309,PRECINCT 141,51013000141,38.88805796996906,-77.08595695284899,-77.08865499965556,38.88457999995942,-77.08315700019797,38.89174499975272,False
2257728,Arlington,116 - Precinct 116,R01 - Inner Nova,R01E - Clarendon,2,4124,3244,PRECINCT 116,51013000116,38.89160894904156,-77.0954892386661,-77.10102600036879,38.88397899995307,-77.08616099974573,38.89802499975567,False
2257719,Arlington,102 - Precinct 102,R01 - Inner Nova,R01E - Clarendon,2,3628,2955,PRECINCT 102,51013000102,38.87739760910641,-77.09801314184763,-77.10832999982303,38.870689000343525,-77.09100100032569,38.88598200004136,False
2257762,Arlington,154 - Precinct 154,R01 - Inner Nova,R01E - Clarendon,2,1820,1416,PRECINCT 154,51013000154,38.88282785905132,-77.0884160716885,-77.09354600028914,38.88063599973978,-77.08421800038003,38.88475000023137,False
2257702,Arlington,149 - Precinct 149,R01 - Inner Nova,R01E - Clarendon,2,2902,2327,PRECINCT 149,51013000149,38.879124266094394,-77.10581799983194,-77.11384999992023,38.876098999683386,-77.10033300043274,38.882660999671565,False
2257756,Arlington,106 - Precinct 106,R01 - Inner Nova,R01F - Crystal City,2,3366,2437,PRECINCT 106,51013000106,38.86267566684757,-77.04872318541643,-77.05611699957859,38.84976699999658,-77.04100400015673,38.87403799976433,False
2257680,Arlington,103 - Precinct 103,R01 - Inner Nova,R01F - Crystal City,2,2056,1620,PRECINCT 103,51013000103,38.84811599954616,-77.05919302766362,-77.06836899956782,38.84040200004264,-77.05233600042921,38.853415000063976,False
2257749,Arlington,152 - Precinct 152,R01 - Inner Nova,R01F - Crystal City,2,2916,2378,PRECINCT 152,51013000152,38.8461405126006,-77.07426551449939,-77.0822449999788,38.842933999650455,-77.06472899998542,38.85316299980422,False
2257714,Arlington,150 - Precinct 150,R01 - Inner Nova,R01F - Crystal City,2,4187,3127,PRECINCT 150,51013000150,38.852414440883706,-77.04253732883234,-77.05573800036021,38.83928100008069,-77.03222400041874,38.871785999724366,False
297104,Alexandria (City),204 - Blessed Sacrament Church,R01 - Inner Nova,R01F - Crystal City,3,3150,2499,Blessed Sacrament Church,51510000204,38.82453799530901,-77.07719818138584,-77.08781000028186,38.81404499984987,-77.06583200000027,38.8338620001227,False
297098,Alexandria (City),107 - Mt Vernon Recreation Center,R01 - Inner Nova,R01F - Crystal City,5,4817,3970,Mount Vernon Recreation Center,51510000107,38.82976573065939,-77.06004140155967,-77.06758899959314,38.824079000561746,-77.05041199953345,38.83838000016809,False
